target_id,receptor_id,ligand_id,label,pose_rank,docking_score,vina_rmsd_lb_from_best,vina_rmsd_ub_from_best,status,message,runtime_seconds,seed,software_version,pose_path,log_path
MK14,MK14_3K3J_aligned,MK14_active_L000318,active,5,-8.603,2.496,3.96,ok,vina_ok_parallel,194.231,20260721,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_active_L000318_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_active_L000318_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L000178,decoy,1,-9.385,0.0,0.0,ok,vina_ok_parallel,207.23,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L000178,decoy,2,-9.203,1.172,2.32,ok,vina_ok_parallel,207.23,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L000178,decoy,3,-8.503,4.986,8.446,ok,vina_ok_parallel,207.23,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L000178,decoy,4,-8.494,8.373,13.65,ok,vina_ok_parallel,207.23,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L000178,decoy,5,-8.274,5.67,9.334,ok,vina_ok_parallel,207.23,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L003607,decoy,1,-9.128,0.0,0.0,ok,vina_ok_parallel,46.961,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L003607,decoy,2,-8.648,2.756,3.585,ok,vina_ok_parallel,46.961,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L003607,decoy,3,-8.573,2.648,3.809,ok,vina_ok_parallel,46.961,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L003607,decoy,4,-8.042,2.266,9.241,ok,vina_ok_parallel,46.961,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L003607,decoy,5,-7.587,5.887,7.108,ok,vina_ok_parallel,46.961,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L017349,decoy,1,-10.6,0.0,0.0,ok,vina_ok_parallel,92.295,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L017349,decoy,2,-10.4,7.462,12.97,ok,vina_ok_parallel,92.295,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L017349,decoy,3,-10.36,6.887,12.59,ok,vina_ok_parallel,92.295,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L017349,decoy,4,-10.24,12.39,14.21,ok,vina_ok_parallel,92.295,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L017349,decoy,5,-10.24,1.397,2.032,ok,vina_ok_parallel,92.295,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L035465,decoy,1,-5.672,0.0,0.0,ok,vina_ok_parallel,152.703,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L035465_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L035465,decoy,2,-5.581,2.158,2.73,ok,vina_ok_parallel,152.703,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L035465_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L035465,decoy,3,-5.426,13.52,16.48,ok,vina_ok_parallel,152.703,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L035465_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L035465,decoy,4,-4.853,1.433,2.126,ok,vina_ok_parallel,152.703,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L035465_vina.log
MK14,MK14_3K3J_aligned,MK14_decoy_L035465,decoy,5,-4.729,14.49,17.21,ok,vina_ok_parallel,152.703,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_3K3J_aligned/logs/MK14_decoy_L035465_vina.log
