target_id,receptor_id,ligand_id,label,pose_rank,docking_score,vina_rmsd_lb_from_best,vina_rmsd_ub_from_best,status,message,runtime_seconds,seed,software_version,pose_path,log_path
MK14,MK14_1A9U_aligned,MK14_active_L000297,active,1,-11.03,0.0,0.0,ok,vina_ok_parallel,156.173,20260720,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000297_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000297_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000297,active,2,-10.76,2.757,5.57,ok,vina_ok_parallel,156.173,20260720,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000297_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000297_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000297,active,3,-10.68,2.844,5.499,ok,vina_ok_parallel,156.173,20260720,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000297_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000297_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000297,active,4,-10.42,2.39,7.793,ok,vina_ok_parallel,156.173,20260720,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000297_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000297_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000297,active,5,-10.14,3.07,8.278,ok,vina_ok_parallel,156.173,20260720,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000297_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000297_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000318,active,1,-9.473,0.0,0.0,ok,vina_ok_parallel,140.656,20260721,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000318_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000318_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000318,active,2,-9.405,2.312,6.467,ok,vina_ok_parallel,140.656,20260721,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000318_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000318_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000318,active,3,-8.88,6.042,8.481,ok,vina_ok_parallel,140.656,20260721,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000318_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000318_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000318,active,4,-8.749,2.756,6.722,ok,vina_ok_parallel,140.656,20260721,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000318_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000318_vina.log
MK14,MK14_1A9U_aligned,MK14_active_L000318,active,5,-8.63,2.207,3.666,ok,vina_ok_parallel,140.656,20260721,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_active_L000318_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_active_L000318_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L000178,decoy,1,-8.935,0.0,0.0,ok,vina_ok_parallel,140.882,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L000178,decoy,2,-8.164,2.801,7.342,ok,vina_ok_parallel,140.882,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L000178,decoy,3,-7.794,2.986,7.341,ok,vina_ok_parallel,140.882,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L000178,decoy,4,-7.308,3.204,7.734,ok,vina_ok_parallel,140.882,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L000178,decoy,5,-7.233,2.918,4.104,ok,vina_ok_parallel,140.882,20260722,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L000178_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L000178_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L003607,decoy,1,-8.438,0.0,0.0,ok,vina_ok_parallel,47.709,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L003607,decoy,2,-8.143,3.207,3.461,ok,vina_ok_parallel,47.709,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L003607,decoy,3,-7.884,2.855,2.997,ok,vina_ok_parallel,47.709,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L003607,decoy,4,-7.754,5.181,7.043,ok,vina_ok_parallel,47.709,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L003607,decoy,5,-7.712,6.888,8.836,ok,vina_ok_parallel,47.709,20260723,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L003607_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L003607_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L017349,decoy,1,-10.38,0.0,0.0,ok,vina_ok_parallel,107.633,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L017349,decoy,2,-9.915,3.945,6.62,ok,vina_ok_parallel,107.633,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L017349,decoy,3,-9.688,3.573,8.888,ok,vina_ok_parallel,107.633,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L017349,decoy,4,-9.513,3.542,5.065,ok,vina_ok_parallel,107.633,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L017349,decoy,5,-9.266,4.087,6.815,ok,vina_ok_parallel,107.633,20260724,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L017349_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L017349_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L035465,decoy,1,-5.526,0.0,0.0,ok,vina_ok_parallel,187.309,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L035465_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L035465,decoy,2,-5.335,3.795,7.086,ok,vina_ok_parallel,187.309,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L035465_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L035465,decoy,3,-5.231,2.532,5.158,ok,vina_ok_parallel,187.309,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L035465_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L035465,decoy,4,-5.2,4.08,7.273,ok,vina_ok_parallel,187.309,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L035465_vina.log
MK14,MK14_1A9U_aligned,MK14_decoy_L035465,decoy,5,-5.152,2.882,5.27,ok,vina_ok_parallel,187.309,20260725,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/poses/MK14_decoy_L035465_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_1A9U_aligned/logs/MK14_decoy_L035465_vina.log
