seed_id,base_seed,seed_offset,pair_seed,receptor_id,ligand_id,label,gpu_vinagpu21_score,pose_count,output_pose_sha256
seed0,20260801,16,20260817,MK14_2BAJ_aligned,MK14_active_L000114,active,-13.5,9,65B332D8A3E6310A5226889942C56D09BA3A424518318C7919E16CB57EFF8A5E
seed0,20260801,17,20260818,MK14_2BAJ_aligned,MK14_active_L000123,active,-9.7,9,AC15395C9F14672E9957166CEAC4E6A7E91D26091C68A9F76BD57CC75A4ED923
seed0,20260801,18,20260819,MK14_2BAJ_aligned,MK14_active_L000126,active,-9.2,9,29970B5248A0D652325EBA3B8DCAD1E5EAB32BE91DD01C00812451AC69EF2500
seed0,20260801,19,20260820,MK14_2BAJ_aligned,MK14_active_L000127,active,-8.9,9,4D7F9083433166C48D9DDC5D3B0DB269C0DB8F5AADD40FEEB93797C51CF41145
seed0,20260801,20,20260821,MK14_2BAJ_aligned,MK14_active_L000131,active,-12.0,9,7E5924EA5A4F30C2C6ACBF71F4C1548B9AF8960AC73E2AA2865A99E5B840C872
seed0,20260801,21,20260822,MK14_2BAJ_aligned,MK14_active_L000134,active,-11.7,9,7C74A9A5C1A9F8FDF7106070483CA6F07B95A20D219BA52C650AB77129BC093B
seed0,20260801,22,20260823,MK14_2BAJ_aligned,MK14_active_L000160,active,-10.0,9,F2F497988CFDC5C2CD34A9F1F282475E23A480005E5A80CB2B2145D23FD61A26
seed0,20260801,23,20260824,MK14_2BAJ_aligned,MK14_active_L000163,active,-9.8,9,67A54C160734747D462DE59CCA1365DE8A38F28D883575CB275949AFB51CB43E
seed0,20260801,24,20260825,MK14_2BAJ_aligned,MK14_active_L000164,active,-8.6,9,E88ED563DAA85D76E37E7AE46A0AF32307B407B64E96206828D3770290846CB2
seed0,20260801,25,20260826,MK14_2BAJ_aligned,MK14_active_L000169,active,-9.0,9,260351AB6515EB8D496928C7F43F66EFAD4437F827263A46A2BDEB10BB75FB25
seed0,20260801,26,20260827,MK14_2BAJ_aligned,MK14_active_L000179,active,-9.5,9,4796A83DD2B680D2E03FD825DDF705CF6446559D729726B68CF459C4A34A417A
seed0,20260801,27,20260828,MK14_2BAJ_aligned,MK14_active_L000212,active,-11.0,9,BD15D895BB26865B2166FA8125DA609EE333E661A4D0679E82E9801EA34CF8DA
seed0,20260801,28,20260829,MK14_2BAJ_aligned,MK14_active_L000216,active,-10.3,9,4E9D5FE9B5BDA2CEEC687D35B8ED1AB5B50B794AD8540DDD19599A99053C7480
seed0,20260801,29,20260830,MK14_2BAJ_aligned,MK14_active_L000224,active,-10.4,9,511EED120A71D8886E9DB9328A756D4013659E983599E2472D953DDFA74629AD
seed0,20260801,30,20260831,MK14_2BAJ_aligned,MK14_active_L000227,active,-10.2,9,13FE0244D88EF5D1A20B7C3B9E7B3D76A62BF833E224D72710C53B301603AF41
seed0,20260801,31,20260832,MK14_2BAJ_aligned,MK14_active_L000256,active,-11.1,9,307FD6181DF88CF620089AD8D077629B86B7B89B016737897F429F8827DCDE8B
seed0,20260801,32,20260833,MK14_2BAJ_aligned,MK14_active_L000259,active,-9.7,9,21B841C3393D874D16F9D3D5DCAF2B71F91591520A980802ACB2529158F403FF
seed0,20260801,33,20260834,MK14_2BAJ_aligned,MK14_active_L000263,active,-10.3,9,F16556B7FF362082A9C80BCBF2CBBBB203ED50A543DFD83D57DD023DCC377268
seed0,20260801,34,20260835,MK14_2BAJ_aligned,MK14_active_L000283,active,-10.4,9,A7831D546F2656BDF8D6D36ED3E2752B49AA863A8C7F0C72DED4765772BB3AFD
seed0,20260801,35,20260836,MK14_2BAJ_aligned,MK14_active_L000288,active,-11.6,9,0EABC308C16B95B880EBA5CAF05CC45EE9654AFEC0C23C670C6F90D86289746D
seed0,20260801,36,20260837,MK14_2BAJ_aligned,MK14_active_L000294,active,-9.7,9,24BA85C0AD854447A74991D7C4FA7E3CF826E189C5A0AE3CB0C35B92E15B5779
seed0,20260801,37,20260838,MK14_2BAJ_aligned,MK14_active_L000295,active,-8.9,9,C588EEA166FFC380C033A642C7351377D8593A6313CD937448C232940302BEA6
seed0,20260801,38,20260839,MK14_2BAJ_aligned,MK14_active_L000296,active,-13.5,9,A5B30923DAA6C374612CFA3819967D32BF9C094FB727BE00C0F7A8BA140CCB2E
seed0,20260801,39,20260840,MK14_2BAJ_aligned,MK14_active_L000297,active,-12.1,9,B686C6817C5F425EB84DA1A5EE862E382076FDCF2463B0F80C946A1B7E0B8F92
seed0,20260801,40,20260841,MK14_2BAJ_aligned,MK14_active_L000302,active,-8.9,9,D07BE05F3260A86A61E59F94B81158DFBA34F83E6A8DBA9AFFEEF37CFF4319C8
seed0,20260801,41,20260842,MK14_2BAJ_aligned,MK14_active_L000304,active,-11.9,9,A37BCC0B34D856591FBE7A86A9BA0E983BDBB7CA8BCC70FA2F212AB99CD0D4F2
seed0,20260801,42,20260843,MK14_2BAJ_aligned,MK14_active_L000308,active,-9.7,9,842BFC75B4A277C8C96117301CAF66D0986B90B819E4073F9FE19050FE43673C
seed0,20260801,43,20260844,MK14_2BAJ_aligned,MK14_active_L000314,active,-9.7,9,59F6B79AAA44EE7BF48B11A4F28B956AA06B548C159EE3B39200296493289384
seed0,20260801,44,20260845,MK14_2BAJ_aligned,MK14_active_L000316,active,-9.5,9,CC1E5BA48B44FEDA75B30C94829FC3EE97F4C9C69F87B8A52A8169D1FBC09097
seed0,20260801,45,20260846,MK14_2BAJ_aligned,MK14_active_L000328,active,-9.0,9,2D4940FE9E23A0A9F5ACE51EB4EACF58E4F67914ADF2F0401C55E37F786B8487
seed0,20260801,46,20260847,MK14_2BAJ_aligned,MK14_active_L000335,active,-8.9,9,B81D5EAF4EC0053A0F1219677DCE5782080505DB1FFE5C406985193157D67B82
seed0,20260801,47,20260848,MK14_2BAJ_aligned,MK14_active_L000338,active,-10.9,9,A1AE9C02D3B09A9DAB961881A705A4BBC1520D55C24F365612E455166B404E83
seed0,20260801,48,20260849,MK14_2BAJ_aligned,MK14_active_L000340,active,-11.3,9,9C762AB92339D7BC271E4E60D5E0A938D3C6ED795FF919456B676DBC358F7AC0
seed0,20260801,49,20260850,MK14_2BAJ_aligned,MK14_active_L000341,active,-9.2,9,2627390939D27A7A2AD6F4156EECF539A67AB91239DA3697B8AE4D4F29146CD2
seed0,20260801,50,20260851,MK14_2BAJ_aligned,MK14_active_L000343,active,-12.3,9,6157693E0946A2A57499040A3F33AD5D4CEA357619DC438208ACF3FD4EFD4D65
seed0,20260801,51,20260852,MK14_2BAJ_aligned,MK14_active_L000345,active,-7.5,9,FA7BA6BAF85FCE5679F7C7859F001A4BB16652AC708F4A9F58580CC205DC1B1D
seed0,20260801,52,20260853,MK14_2BAJ_aligned,MK14_active_L000348,active,-12.9,9,3C029B53CAA8BBDDC2BC4ED7BACBC28F41AB6BC46717A73DA3C97C5B9801C302
seed0,20260801,53,20260854,MK14_2BAJ_aligned,MK14_active_L000364,active,-9.9,9,1E563E3AD8CDACA802DA3266BFB58B3DAF89C127806403E4E677C29448BE89D4
seed0,20260801,54,20260855,MK14_2BAJ_aligned,MK14_active_L000365,active,-12.7,9,BAB32189696BD9B0123041E6A735C493C7585E3BB303E9A383B67C792B804177
seed0,20260801,55,20260856,MK14_2BAJ_aligned,MK14_active_L000370,active,-11.1,9,955D7B5A43064FAEAD5D86C498314E4FA7BB80B92EB7F71C9ED45D5CEE7ED1EE
seed0,20260801,56,20260857,MK14_2BAJ_aligned,MK14_active_L000375,active,-8.9,9,86D7A29C8583D9603393DD7EE44932A9C1B156C244A480E059952D8A2029394D
seed0,20260801,57,20260858,MK14_2BAJ_aligned,MK14_active_L000395,active,-8.8,9,0B42036A6EF5ACC9CF8B992961F86C08FBB7882F9B59E28FE6F5DEDDD6481538
seed0,20260801,58,20260859,MK14_2BAJ_aligned,MK14_active_L000411,active,-9.4,9,F12905942C732D71248DD7E101ACE3636EB3642E47DCAC563DAB50B4951E0E8A
seed0,20260801,59,20260860,MK14_2BAJ_aligned,MK14_active_L000419,active,-11.0,9,67AA2625DEC8150FF1610D1DDFBD4DEDB996541B8CFE9E6C42203868663381DC
seed0,20260801,60,20260861,MK14_2BAJ_aligned,MK14_active_L000449,active,-9.4,9,F45C37E6B3EF51FAFD3C1CF8AB3CFB00C16129EEE36E2FE45BEA9C5665A3A627
seed0,20260801,61,20260862,MK14_2BAJ_aligned,MK14_active_L000453,active,-7.5,9,23807C668016856F14DF9BF5F2508270D01AAA2F37D25D3A080078388473CD04
seed0,20260801,62,20260863,MK14_2BAJ_aligned,MK14_active_L000455,active,-9.3,9,FDB853B71793AC01EDB8733D09B6F6FDCE256CE71B46CA8BA2CDFD92D589B225
seed0,20260801,63,20260864,MK14_2BAJ_aligned,MK14_active_L000457,active,-10.6,9,85D9A71BE7AB846DFF99C09B5A62AF4CE3471EB24E3EB4C62142F3BABEA6230D
seed0,20260801,64,20260865,MK14_2BAJ_aligned,MK14_active_L000463,active,-9.7,9,58BB35BFD9EC8E9B93F48DEDC4262C765A4185A3F099E28C7AFF2D9B6DBD471D
seed0,20260801,65,20260866,MK14_2BAJ_aligned,MK14_active_L000481,active,-9.3,9,138635A94FF422129FF8BE4508CE7329A6BF08C62E4EF5303F330988E8C1AABC
seed0,20260801,66,20260867,MK14_2BAJ_aligned,MK14_active_L000485,active,-12.2,9,1B1146DA47DF57EF2EBBD72B3BFB01135327EA68F69BFC6EF4519BA6CA4EEF92
seed0,20260801,67,20260868,MK14_2BAJ_aligned,MK14_active_L000491,active,-9.4,9,4F548E2C6D5D45883EA67D2A74F9DC9CA3CD8DA89FC72839D28DE2F02264F112
seed0,20260801,68,20260869,MK14_2BAJ_aligned,MK14_active_L000492,active,-10.1,9,1C3E16845B96CBCD2F4FDFE22EF26AA780859D9DA4C28DBE2E4E0827330C76A9
seed0,20260801,69,20260870,MK14_2BAJ_aligned,MK14_active_L000494,active,-11.5,9,32BF82FB3346DCFEE7F90A967ADAD4D48F7FED627716C1D0C62F2E5619A922BC
seed0,20260801,70,20260871,MK14_2BAJ_aligned,MK14_active_L000504,active,-10.1,9,82B9BE0882F60F8E21918EA1295E95CAEF34BC293ECBF5ECC2BFE697915CA595
seed0,20260801,71,20260872,MK14_2BAJ_aligned,MK14_active_L000507,active,-10.9,9,CEF358158820CF0D6F378B7AF78CB85BDFEF1DBFEAF9D905940C8C6A7B604D57
seed0,20260801,72,20260873,MK14_2BAJ_aligned,MK14_active_L000509,active,-11.1,9,BD97B67E7825D1CA5E81EED0E45BF3B85EED1FF72BFF6B457E1DEF188A33279B
seed0,20260801,73,20260874,MK14_2BAJ_aligned,MK14_active_L000519,active,-9.1,9,C1777CFD96FD0A71295EFBE03CFABF23ECB9D5A121A58CDAA0E9A66087273151
seed0,20260801,74,20260875,MK14_2BAJ_aligned,MK14_active_L000532,active,-9.9,9,50F6E818D2D8E51295B8D9FC0E3918AA35FA1056CC539A8C8CE9862603C48185
seed0,20260801,75,20260876,MK14_2BAJ_aligned,MK14_active_L000553,active,-11.2,9,114666F4B539412F75C2AFC0A4AF61769D15D20DF655E760BE85C75BBC19299F
seed0,20260801,76,20260877,MK14_2BAJ_aligned,MK14_active_L000568,active,-9.9,9,30E7A28F173F386742A386CE76E70BE0AC6D07EB3184379365368656252FE0EE
seed0,20260801,77,20260878,MK14_2BAJ_aligned,MK14_active_L000570,active,-8.7,9,FB36C9F773E655080158482FAC06E1ED7CCAD81882376D319872B3B6B3247DD5
seed0,20260801,78,20260879,MK14_2BAJ_aligned,MK14_active_L000571,active,-8.3,9,C197B6209838A9FE19F97CE35E9893E65545EAE6ED1B48CC4B196DD703C0E713
seed0,20260801,79,20260880,MK14_2BAJ_aligned,MK14_active_L000578,active,-10.2,9,F0F3A240DD56D7A7F7A4EA70DCD72448B2BFC22D02243A2BD4CE6C5DFFAC0F48
seed0,20260801,80,20260881,MK14_2BAJ_aligned,MK14_decoy_L001058,decoy,-7.5,9,5075B9EDAA52F01B2794414F7077B1DED26E28252CE0D1DA5D1238A984C9498A
seed0,20260801,81,20260882,MK14_2BAJ_aligned,MK14_decoy_L001168,decoy,-7.4,9,6E1A516782EAA2D5ED1E9BA31A8BD2AB75F79BBBFB67D16EEB176AEABE34CE56
seed0,20260801,82,20260883,MK14_2BAJ_aligned,MK14_decoy_L001595,decoy,-9.9,9,696D146EC1E8D0013B67F301F600EBAEE2A6DEAB7117528DC3D55594BFA95CA0
seed0,20260801,83,20260884,MK14_2BAJ_aligned,MK14_decoy_L003244,decoy,-11.3,9,BA1622380CDDDA4C69E74F3ECCC54FEEB332771310C2B5A63990C7B8200825C0
seed0,20260801,84,20260885,MK14_2BAJ_aligned,MK14_decoy_L004333,decoy,-10.7,9,0CE18816208E2578DDC6F67EAF0E1F9816BCB20AFA3B7398E24A1FA7EE54C807
seed0,20260801,85,20260886,MK14_2BAJ_aligned,MK14_decoy_L004683,decoy,-10.0,9,D6CB01FFE188C3FEEA92A17A522838763BF32BAC299A557F2C08E99467EF956F
seed0,20260801,86,20260887,MK14_2BAJ_aligned,MK14_decoy_L005335,decoy,-9.4,9,B92EDE50F034DFFEA8B5DEA6D9F1A625F61D086424F24C44B3F3C0236A028B4D
seed0,20260801,87,20260888,MK14_2BAJ_aligned,MK14_decoy_L006049,decoy,-11.0,9,66283A7A1F08436366E026BBC84D3DEE65AA58BC703B5A315D4BBD358C2F29EF
seed0,20260801,88,20260889,MK14_2BAJ_aligned,MK14_decoy_L006697,decoy,-10.2,9,CDEA2833AEE90DEEA422D8EFD5DB5C6026070FC1C702859DA50A8AD99FB8FD51
seed0,20260801,89,20260890,MK14_2BAJ_aligned,MK14_decoy_L006773,decoy,-11.2,9,E8C5CB16A6582EAD3C5CB630D44DD55A7BB84D68EAC4436192D935CB79FA5A24
seed0,20260801,90,20260891,MK14_2BAJ_aligned,MK14_decoy_L007322,decoy,-9.7,9,1FB75426F45A7A9BBBEB1076F4EBA6A9B4DF4F83AD131917CA48F1932C77C0B2
seed0,20260801,91,20260892,MK14_2BAJ_aligned,MK14_decoy_L007768,decoy,-9.3,9,F74FD6265732438182A632D46441464EEFC05B1DC69D2FFDC62D6F8933D228BE
seed0,20260801,92,20260893,MK14_2BAJ_aligned,MK14_decoy_L008708,decoy,-9.8,9,F01AC5D5CF7DDF28D4F926046395DC79326FBE961CB3BA9E930F9211FD99451C
seed0,20260801,93,20260894,MK14_2BAJ_aligned,MK14_decoy_L008855,decoy,-10.3,9,08C5868D817D900A4F36FCC1EB1BADDA185E7D1F1CB1B8EB38EA370F97AF8F92
seed0,20260801,94,20260895,MK14_2BAJ_aligned,MK14_decoy_L009071,decoy,-9.4,9,35B4FB89A95BADF98000A5DEE71B01DCAD3D29F1997749DE0854E68BCF7B619E
seed0,20260801,95,20260896,MK14_2BAJ_aligned,MK14_decoy_L009285,decoy,-11.6,9,A2BF4D97692083A556756355517F26770E5D475A457AF98D876BEC2A64F91095
seed0,20260801,96,20260897,MK14_2BAJ_aligned,MK14_decoy_L009706,decoy,-9.7,9,439E421BEF41CAC815DF9D1C6541B1C301D0B5EBB7C7694575E5C07AE2878D62
seed0,20260801,97,20260898,MK14_2BAJ_aligned,MK14_decoy_L010208,decoy,-9.3,9,99A5A11930E62CD5BB80138160E64B9176311B6715AA851563C90EC4A511F049
seed0,20260801,98,20260899,MK14_2BAJ_aligned,MK14_decoy_L010290,decoy,-9.0,9,2619C6877BB3F783705F8998E23EFFD20BAC15A1620BB5B3DC5972F17AD2894A
seed0,20260801,99,20260900,MK14_2BAJ_aligned,MK14_decoy_L010627,decoy,-8.1,9,7712DC4225FE24A0532AD7785D369E5EB66168BCC57AB5ED75DA1894745F4EA5
seed0,20260801,100,20260901,MK14_2BAJ_aligned,MK14_decoy_L010849,decoy,-10.5,9,05EF24A6BD5080EB83CE1DB05634469D100FEEB6FBF05535F4FF131F28E00306
seed0,20260801,101,20260902,MK14_2BAJ_aligned,MK14_decoy_L011521,decoy,-11.3,9,072C9400D9DB4E177D58B6B921473D149AE37F956CCEB582DBC7DF4A4EE8DD29
seed0,20260801,102,20260903,MK14_2BAJ_aligned,MK14_decoy_L012302,decoy,-9.2,9,FD1B29A6935E5EEA1A78F1D7F4CF7B2918F2D055E4513DBCE3BDAE65823048EE
seed0,20260801,103,20260904,MK14_2BAJ_aligned,MK14_decoy_L012600,decoy,-10.2,9,90A6165A804E7E941FE155170FFE7B2AF7B0D1B1CA881AA69D4FBCDE2FC41A13
seed0,20260801,104,20260905,MK14_2BAJ_aligned,MK14_decoy_L012620,decoy,-8.7,9,3D9173C0CDE6F3EBCB21743BA621011FF5FD15DF865D1341382F9700F5ABCC32
seed0,20260801,105,20260906,MK14_2BAJ_aligned,MK14_decoy_L012853,decoy,-7.7,9,63E243559F282C1A7DF8D1B53C1400549647C6B268601B02DCFDD825F9EF3C83
seed0,20260801,106,20260907,MK14_2BAJ_aligned,MK14_decoy_L014194,decoy,-9.3,9,9813FBA16D004AB05D45542E13D31D21798AD9B85EFEAAD7066ADA7F622A722B
seed0,20260801,107,20260908,MK14_2BAJ_aligned,MK14_decoy_L014499,decoy,-8.6,9,6E1932A67DAF865A83763430D108855C8565E64FB3D5F625258B17E7894EC00B
seed0,20260801,108,20260909,MK14_2BAJ_aligned,MK14_decoy_L014506,decoy,-9.6,9,70E9BDF8DAD032036468E2BDEEBF4CF71915A6A60186604A78DDC5E927E6CF6F
seed0,20260801,109,20260910,MK14_2BAJ_aligned,MK14_decoy_L014596,decoy,-9.2,9,8A6A818BD3BEBD91AC972E21AAB41C5DE6C54BA551F802855718A0AF33370A9C
seed0,20260801,110,20260911,MK14_2BAJ_aligned,MK14_decoy_L015055,decoy,-10.3,9,00C062DF63D9A9B8F34B0E0A8D3E2C51C682960D64587CE73C5563AE493B58DB
seed0,20260801,111,20260912,MK14_2BAJ_aligned,MK14_decoy_L015279,decoy,-8.9,9,1A3D679F9CE82C3BA0F36F1A6FBB789ACDBA46B823DB5B048D062A8C4A1C684F
seed0,20260801,112,20260913,MK14_2BAJ_aligned,MK14_decoy_L015544,decoy,-9.0,9,74592679501F56F1F145295EDDDEB1D7BD1D57897C5A81A4778B4AE79CE36357
seed0,20260801,113,20260914,MK14_2BAJ_aligned,MK14_decoy_L015596,decoy,-11.3,9,B61E930C3C8B1E76FD993CFD3F9B25FEC51B98BCABA017C89A4A1253A47E306F
seed0,20260801,114,20260915,MK14_2BAJ_aligned,MK14_decoy_L015831,decoy,-8.4,9,341DF11E075C09083D7CA464EB8C762305955C4EA0B5BAFB72C4839A0A65E40D
seed0,20260801,115,20260916,MK14_2BAJ_aligned,MK14_decoy_L015843,decoy,-9.5,9,2CB4A7B0353D7E1E2EA2B3360DAAB992F8F5B24BB727CBEE33EC7641C2220144
seed0,20260801,116,20260917,MK14_2BAJ_aligned,MK14_decoy_L016973,decoy,-8.9,9,F7FC249C352BF7545D0F3941245DEFE10A549CEA2D2A4CAF18965AAE2B07CA60
seed0,20260801,117,20260918,MK14_2BAJ_aligned,MK14_decoy_L017314,decoy,-10.0,9,03BADD570221B7AA98B612BD824C7758CD9B496430EAE7484F73C3D641CEACD3
seed0,20260801,118,20260919,MK14_2BAJ_aligned,MK14_decoy_L017817,decoy,-8.9,9,FCDFFE8C29F2D73657F31453C5EDBBA3BCBDCB0871A24067437033CADFE62289
seed0,20260801,119,20260920,MK14_2BAJ_aligned,MK14_decoy_L018641,decoy,-11.2,9,DAC5792CA032F232A9570035FE046CF1A5D6D58CBE757B1848DCD002FD4A07E9
seed0,20260801,120,20260921,MK14_2BAJ_aligned,MK14_decoy_L019224,decoy,-10.6,9,02675960AA936B11E9BEBD31C64F6711E096689C295ED904F4E60AA9CB3E98FC
seed0,20260801,121,20260922,MK14_2BAJ_aligned,MK14_decoy_L019326,decoy,-10.4,9,1E0D9E5A87F8BBBF8C6E3296FBC5AA40C2F8BCCD3798C987DD7497BD87B4153F
seed0,20260801,122,20260923,MK14_2BAJ_aligned,MK14_decoy_L020004,decoy,-8.5,9,83032EE0D6E8CC90A3887B0F6D2D4301197989508AAADCDDDC2B84A120B92A0F
seed0,20260801,123,20260924,MK14_2BAJ_aligned,MK14_decoy_L020124,decoy,-6.8,9,4718F10BA180C296D9C77FE0783D218798514B96A673A4367B765FFAEB026219
seed0,20260801,124,20260925,MK14_2BAJ_aligned,MK14_decoy_L020279,decoy,-7.4,9,9BCB844CDB39A2419767E74672F6ED69672B4CB6B9DE4CFBF1F7379499889737
seed0,20260801,125,20260926,MK14_2BAJ_aligned,MK14_decoy_L020336,decoy,-8.2,9,A1A0D8CACC5E0843BA47493263014725F7AC32155D64087EFA208CC69381183B
seed0,20260801,126,20260927,MK14_2BAJ_aligned,MK14_decoy_L020630,decoy,-9.4,9,79FCE29BB7EDFF1CD0E1FDA336D992BC8AD28E6EAB2601AA5BE08BAE0DD0B507
seed0,20260801,127,20260928,MK14_2BAJ_aligned,MK14_decoy_L021108,decoy,-10.4,9,F1676E0EC0B436B9803E3DFA9F740AD465504D9BC07E8B5331F8695DA48E77F7
seed0,20260801,128,20260929,MK14_2BAJ_aligned,MK14_decoy_L021406,decoy,-9.5,9,FBF8CBBC28B06DEADEFC2676F98831DCD14CDDC343638DBD14D7CD72A0C558FC
seed0,20260801,129,20260930,MK14_2BAJ_aligned,MK14_decoy_L021941,decoy,-11.5,9,FDE1A101D90D5EAB05D58F29D17C9AB0F3FB108A4F9A306A271FAB0D53663C92
seed0,20260801,130,20260931,MK14_2BAJ_aligned,MK14_decoy_L021947,decoy,-9.5,9,53166DBFBC5212CCBCABC77184CA1672CFBD132C7766DB32B640D67A27DBA11C
seed0,20260801,131,20260932,MK14_2BAJ_aligned,MK14_decoy_L022441,decoy,-8.1,9,56155FAF916055E47345C66FD93832BD113E8A9116EE3D38E72D566A272050C9
seed0,20260801,132,20260933,MK14_2BAJ_aligned,MK14_decoy_L022544,decoy,-10.8,9,F59CB5AFFCE8C8692853B6623A2DC8BF9D4F8AE0FD325EFB5A6C891052BA0869
seed0,20260801,133,20260934,MK14_2BAJ_aligned,MK14_decoy_L023901,decoy,-8.1,9,B76725B3EE1AC41D03A04CD226E74A229762315774AD9DCCAEAD53BBF0AD2895
seed0,20260801,134,20260935,MK14_2BAJ_aligned,MK14_decoy_L024084,decoy,-9.1,9,5A074AD33DA629319F0BF7EE7D070E93CFBB0F177675DBEB832D5C8E41AB67CF
seed0,20260801,135,20260936,MK14_2BAJ_aligned,MK14_decoy_L024306,decoy,-8.6,9,467648710E56420EA3CCFB4725BE5777579AED4B865F3B8FF322E95F8262388F
seed0,20260801,136,20260937,MK14_2BAJ_aligned,MK14_decoy_L024469,decoy,-9.1,9,4A027B42D170EDB8A7AD3F097EBB92602DE4857DF01F6AFEA4AAB41FBEC4591D
seed0,20260801,137,20260938,MK14_2BAJ_aligned,MK14_decoy_L025739,decoy,-8.9,9,59164FF88BB6E3E2CEBDC4B38879B029116B3AEC98FDF00A95ADF918835EB826
seed0,20260801,138,20260939,MK14_2BAJ_aligned,MK14_decoy_L025924,decoy,-9.6,9,F75D625E42F6E722141049008C9E2BF75F06E9D7921DBCF6CCAD602A173BA964
seed0,20260801,139,20260940,MK14_2BAJ_aligned,MK14_decoy_L026116,decoy,-9.3,9,CA49F54CA2EE33B0402B7518BCFCB1D5350D52F873BD7F56F77062CE59ABF41D
seed0,20260801,140,20260941,MK14_2BAJ_aligned,MK14_decoy_L026413,decoy,-10.7,9,55F1E20742E4D62F46DD352251B7DEA8F73C42F635980EED562D3F7986200B09
seed0,20260801,141,20260942,MK14_2BAJ_aligned,MK14_decoy_L026557,decoy,-8.4,9,D9F82D56017EE8E0D710E33A77865A5B097973E2CF063BBB7F5F9EB4C20789C4
seed0,20260801,142,20260943,MK14_2BAJ_aligned,MK14_decoy_L026804,decoy,-10.5,9,CC74928F752D418FFC9177E9A301FF25F06963C1A051FA55C624A697CEA37A3C
seed0,20260801,143,20260944,MK14_2BAJ_aligned,MK14_decoy_L027360,decoy,-11.7,9,236F7A1CF497EC3621CFC25A09DD32D259853C11489E9C269ECC516D2026FB0C
seed0,20260801,144,20260945,MK14_2BAJ_aligned,MK14_decoy_L029583,decoy,-11.2,9,9B388670A5BCA4FA20066BC26EF83578BC9026A71FD2470B4A24F73392E71260
seed0,20260801,145,20260946,MK14_2BAJ_aligned,MK14_decoy_L029808,decoy,-9.2,9,E7D53E3C2B1E588EE13810F808DF6AECC176D85F45498DFF1ACE7B752F113D46
seed0,20260801,146,20260947,MK14_2BAJ_aligned,MK14_decoy_L031208,decoy,-9.1,9,BEB05747E0EBFECCA739AF33AFAD82323F19A015303DE1867652FF5636630A7B
