target_id,ligand_id,label,receptor_id,representative_score,representative_method,status,pose_count,best_pose_rank,best_docking_score,ranking_score,ligand_median_score,delta_from_ligand_median,search_quality_warning,search_quality_warning_reasons
MK14,MK14_active_L000018,active,MK14_1A9U_aligned,-9.017,pose_rank_1,ok,1,1,-9.017,9.017,-9.8835,0.8665,False,
MK14,MK14_active_L000018,active,MK14_2QD9_reference,-10.75,pose_rank_1,ok,1,1,-10.75,10.75,-9.8835,-0.8665,False,
MK14,MK14_active_L000018,active,MK14_3K3J_aligned,-8.294,pose_rank_1,ok,1,1,-8.294,8.294,-9.8835,1.5895,False,
MK14,MK14_active_L000018,active,MK14_3KQ7_aligned,-11.39,pose_rank_1,ok,1,1,-11.39,11.39,-9.8835,-1.5065,False,
MK14,MK14_active_L000019,active,MK14_1A9U_aligned,-9.189,pose_rank_1,ok,1,1,-9.189,9.189,-9.234,0.045,False,
MK14,MK14_active_L000019,active,MK14_2QD9_reference,-9.279,pose_rank_1,ok,1,1,-9.279,9.279,-9.234,-0.045,False,
MK14,MK14_active_L000019,active,MK14_3K3J_aligned,-9.452,pose_rank_1,ok,1,1,-9.452,9.452,-9.234,-0.218,False,
MK14,MK14_active_L000019,active,MK14_3KQ7_aligned,-8.325,pose_rank_1,ok,1,1,-8.325,8.325,-9.234,0.909,False,
MK14,MK14_active_L000036,active,MK14_1A9U_aligned,-10.52,pose_rank_1,ok,1,1,-10.52,10.52,-10.97,0.45,False,
MK14,MK14_active_L000036,active,MK14_2QD9_reference,-9.057,pose_rank_1,ok,1,1,-9.057,9.057,-10.97,1.913,False,
MK14,MK14_active_L000036,active,MK14_3K3J_aligned,-11.42,pose_rank_1,ok,1,1,-11.42,11.42,-10.97,-0.45,False,
MK14,MK14_active_L000036,active,MK14_3KQ7_aligned,-12.36,pose_rank_1,ok,1,1,-12.36,12.36,-10.97,-1.39,False,
MK14,MK14_active_L000040,active,MK14_1A9U_aligned,-9.368,pose_rank_1,ok,1,1,-9.368,9.368,-9.457,0.089,False,
MK14,MK14_active_L000040,active,MK14_2QD9_reference,-9.546,pose_rank_1,ok,1,1,-9.546,9.546,-9.457,-0.089,False,
MK14,MK14_active_L000040,active,MK14_3K3J_aligned,-9.553,pose_rank_1,ok,1,1,-9.553,9.553,-9.457,-0.096,False,
MK14,MK14_active_L000040,active,MK14_3KQ7_aligned,-9.089,pose_rank_1,ok,1,1,-9.089,9.089,-9.457,0.368,False,
MK14,MK14_active_L000043,active,MK14_1A9U_aligned,-8.654,pose_rank_1,ok,1,1,-8.654,8.654,-8.4925,-0.1615,False,
MK14,MK14_active_L000043,active,MK14_2QD9_reference,-8.634,pose_rank_1,ok,1,1,-8.634,8.634,-8.4925,-0.1415,False,
MK14,MK14_active_L000043,active,MK14_3K3J_aligned,-8.351,pose_rank_1,ok,1,1,-8.351,8.351,-8.4925,0.1415,False,
MK14,MK14_active_L000043,active,MK14_3KQ7_aligned,-6.862,pose_rank_1,ok,1,1,-6.862,6.862,-8.4925,1.6305,False,
MK14,MK14_active_L000046,active,MK14_1A9U_aligned,-9.031,pose_rank_1,ok,1,1,-9.031,9.031,-9.0255,-0.0055,False,
MK14,MK14_active_L000046,active,MK14_2QD9_reference,-10.06,pose_rank_1,ok,1,1,-10.06,10.06,-9.0255,-1.0345,False,
MK14,MK14_active_L000046,active,MK14_3K3J_aligned,-9.02,pose_rank_1,ok,1,1,-9.02,9.02,-9.0255,0.0055,False,
MK14,MK14_active_L000046,active,MK14_3KQ7_aligned,-8.539,pose_rank_1,ok,1,1,-8.539,8.539,-9.0255,0.4865,False,
MK14,MK14_active_L000047,active,MK14_1A9U_aligned,-10.48,pose_rank_1,ok,1,1,-10.48,10.48,-11.16,0.68,False,
MK14,MK14_active_L000047,active,MK14_2QD9_reference,-8.982,pose_rank_1,ok,1,1,-8.982,8.982,-11.16,2.178,False,
MK14,MK14_active_L000047,active,MK14_3K3J_aligned,-11.84,pose_rank_1,ok,1,1,-11.84,11.84,-11.16,-0.68,False,
MK14,MK14_active_L000047,active,MK14_3KQ7_aligned,-11.91,pose_rank_1,ok,1,1,-11.91,11.91,-11.16,-0.75,False,
MK14,MK14_active_L000051,active,MK14_1A9U_aligned,-9.794,pose_rank_1,ok,1,1,-9.794,9.794,-9.4365,-0.3575,False,
MK14,MK14_active_L000051,active,MK14_2QD9_reference,-9.507,pose_rank_1,ok,1,1,-9.507,9.507,-9.4365,-0.0705,False,
MK14,MK14_active_L000051,active,MK14_3K3J_aligned,-9.366,pose_rank_1,ok,1,1,-9.366,9.366,-9.4365,0.0705,False,
MK14,MK14_active_L000051,active,MK14_3KQ7_aligned,-9.13,pose_rank_1,ok,1,1,-9.13,9.13,-9.4365,0.3065,False,
MK14,MK14_active_L000052,active,MK14_1A9U_aligned,-9.106,pose_rank_1,ok,1,1,-9.106,9.106,-9.4555,0.3495,False,
MK14,MK14_active_L000052,active,MK14_2QD9_reference,-9.621,pose_rank_1,ok,1,1,-9.621,9.621,-9.4555,-0.1655,False,
MK14,MK14_active_L000052,active,MK14_3K3J_aligned,-9.29,pose_rank_1,ok,1,1,-9.29,9.29,-9.4555,0.1655,False,
MK14,MK14_active_L000052,active,MK14_3KQ7_aligned,-9.685,pose_rank_1,ok,1,1,-9.685,9.685,-9.4555,-0.2295,False,
MK14,MK14_active_L000056,active,MK14_1A9U_aligned,-9.831,pose_rank_1,ok,1,1,-9.831,9.831,-9.304,-0.527,False,
MK14,MK14_active_L000056,active,MK14_2QD9_reference,-9.419,pose_rank_1,ok,1,1,-9.419,9.419,-9.304,-0.115,False,
MK14,MK14_active_L000056,active,MK14_3K3J_aligned,-8.908,pose_rank_1,ok,1,1,-8.908,8.908,-9.304,0.396,False,
MK14,MK14_active_L000056,active,MK14_3KQ7_aligned,-9.189,pose_rank_1,ok,1,1,-9.189,9.189,-9.304,0.115,False,
MK14,MK14_active_L000070,active,MK14_1A9U_aligned,-9.91,pose_rank_1,ok,1,1,-9.91,9.91,-10.151,0.241,False,
MK14,MK14_active_L000070,active,MK14_2QD9_reference,-9.922,pose_rank_1,ok,1,1,-9.922,9.922,-10.151,0.229,False,
MK14,MK14_active_L000070,active,MK14_3K3J_aligned,-10.38,pose_rank_1,ok,1,1,-10.38,10.38,-10.151,-0.229,False,
MK14,MK14_active_L000070,active,MK14_3KQ7_aligned,-10.55,pose_rank_1,ok,1,1,-10.55,10.55,-10.151,-0.399,False,
MK14,MK14_active_L000071,active,MK14_1A9U_aligned,-8.089,pose_rank_1,ok,1,1,-8.089,8.089,-8.969,0.88,False,
MK14,MK14_active_L000071,active,MK14_2QD9_reference,-9.013,pose_rank_1,ok,1,1,-9.013,9.013,-8.969,-0.044,False,
MK14,MK14_active_L000071,active,MK14_3K3J_aligned,-8.925,pose_rank_1,ok,1,1,-8.925,8.925,-8.969,0.044,False,
MK14,MK14_active_L000071,active,MK14_3KQ7_aligned,-9.105,pose_rank_1,ok,1,1,-9.105,9.105,-8.969,-0.136,False,
MK14,MK14_active_L000078,active,MK14_1A9U_aligned,-8.208,pose_rank_1,ok,1,1,-8.208,8.208,-8.186,-0.022,False,
MK14,MK14_active_L000078,active,MK14_2QD9_reference,-7.789,pose_rank_1,ok,1,1,-7.789,7.789,-8.186,0.397,False,
MK14,MK14_active_L000078,active,MK14_3K3J_aligned,-8.164,pose_rank_1,ok,1,1,-8.164,8.164,-8.186,0.022,False,
MK14,MK14_active_L000078,active,MK14_3KQ7_aligned,-8.715,pose_rank_1,ok,1,1,-8.715,8.715,-8.186,-0.529,False,
MK14,MK14_active_L000082,active,MK14_1A9U_aligned,-9.694,pose_rank_1,ok,1,1,-9.694,9.694,-10.61,0.916,False,
MK14,MK14_active_L000082,active,MK14_2QD9_reference,-10.85,pose_rank_1,ok,1,1,-10.85,10.85,-10.61,-0.24,False,
MK14,MK14_active_L000082,active,MK14_3K3J_aligned,-10.37,pose_rank_1,ok,1,1,-10.37,10.37,-10.61,0.24,False,
MK14,MK14_active_L000082,active,MK14_3KQ7_aligned,-11.24,pose_rank_1,ok,1,1,-11.24,11.24,-10.61,-0.63,False,
MK14,MK14_active_L000084,active,MK14_1A9U_aligned,-9.507,pose_rank_1,ok,1,1,-9.507,9.507,-10.2535,0.7465,False,
MK14,MK14_active_L000084,active,MK14_2QD9_reference,-9.378,pose_rank_1,ok,1,1,-9.378,9.378,-10.2535,0.8755,False,
MK14,MK14_active_L000084,active,MK14_3K3J_aligned,-11.0,pose_rank_1,ok,1,1,-11.0,11.0,-10.2535,-0.7465,False,
MK14,MK14_active_L000084,active,MK14_3KQ7_aligned,-11.73,pose_rank_1,ok,1,1,-11.73,11.73,-10.2535,-1.4765,False,
MK14,MK14_active_L000086,active,MK14_1A9U_aligned,-9.835,pose_rank_1,ok,1,1,-9.835,9.835,-8.9305,-0.9045,False,
MK14,MK14_active_L000086,active,MK14_2QD9_reference,-9.328,pose_rank_1,ok,1,1,-9.328,9.328,-8.9305,-0.3975,False,
MK14,MK14_active_L000086,active,MK14_3K3J_aligned,-8.477,pose_rank_1,ok,1,1,-8.477,8.477,-8.9305,0.4535,False,
MK14,MK14_active_L000086,active,MK14_3KQ7_aligned,-8.533,pose_rank_1,ok,1,1,-8.533,8.533,-8.9305,0.3975,False,
MK14,MK14_active_L000090,active,MK14_1A9U_aligned,-8.12,pose_rank_1,ok,1,1,-8.12,8.12,-8.6535,0.5335,False,
MK14,MK14_active_L000090,active,MK14_2QD9_reference,-9.447,pose_rank_1,ok,1,1,-9.447,9.447,-8.6535,-0.7935,False,
MK14,MK14_active_L000090,active,MK14_3K3J_aligned,-8.477,pose_rank_1,ok,1,1,-8.477,8.477,-8.6535,0.1765,False,
MK14,MK14_active_L000090,active,MK14_3KQ7_aligned,-8.83,pose_rank_1,ok,1,1,-8.83,8.83,-8.6535,-0.1765,False,
MK14,MK14_active_L000094,active,MK14_1A9U_aligned,-8.719,pose_rank_1,ok,1,1,-8.719,8.719,-8.996,0.277,False,
MK14,MK14_active_L000094,active,MK14_2QD9_reference,-9.016,pose_rank_1,ok,1,1,-9.016,9.016,-8.996,-0.02,False,
MK14,MK14_active_L000094,active,MK14_3K3J_aligned,-8.976,pose_rank_1,ok,1,1,-8.976,8.976,-8.996,0.02,False,
MK14,MK14_active_L000094,active,MK14_3KQ7_aligned,-9.965,pose_rank_1,ok,1,1,-9.965,9.965,-8.996,-0.969,False,
MK14,MK14_active_L000095,active,MK14_1A9U_aligned,-9.547,pose_rank_1,ok,1,1,-9.547,9.547,-8.8265,-0.7205,False,
MK14,MK14_active_L000095,active,MK14_2QD9_reference,-9.713,pose_rank_1,ok,1,1,-9.713,9.713,-8.8265,-0.8865,False,
MK14,MK14_active_L000095,active,MK14_3K3J_aligned,-8.106,pose_rank_1,ok,1,1,-8.106,8.106,-8.8265,0.7205,False,
MK14,MK14_active_L000095,active,MK14_3KQ7_aligned,-7.374,pose_rank_1,ok,1,1,-7.374,7.374,-8.8265,1.4525,False,
MK14,MK14_active_L000098,active,MK14_1A9U_aligned,-8.655,pose_rank_1,ok,1,1,-8.655,8.655,-8.3625,-0.2925,False,
MK14,MK14_active_L000098,active,MK14_2QD9_reference,-8.975,pose_rank_1,ok,1,1,-8.975,8.975,-8.3625,-0.6125,False,
MK14,MK14_active_L000098,active,MK14_3K3J_aligned,-8.07,pose_rank_1,ok,1,1,-8.07,8.07,-8.3625,0.2925,False,
MK14,MK14_active_L000098,active,MK14_3KQ7_aligned,-7.264,pose_rank_1,ok,1,1,-7.264,7.264,-8.3625,1.0985,False,
MK14,MK14_active_L000102,active,MK14_1A9U_aligned,-8.836,pose_rank_1,ok,1,1,-8.836,8.836,-10.057,1.221,False,
MK14,MK14_active_L000102,active,MK14_2QD9_reference,-10.67,pose_rank_1,ok,1,1,-10.67,10.67,-10.057,-0.613,False,
MK14,MK14_active_L000102,active,MK14_3K3J_aligned,-9.444,pose_rank_1,ok,1,1,-9.444,9.444,-10.057,0.613,False,
MK14,MK14_active_L000102,active,MK14_3KQ7_aligned,-10.89,pose_rank_1,ok,1,1,-10.89,10.89,-10.057,-0.833,False,
MK14,MK14_active_L000114,active,MK14_1A9U_aligned,-10.26,pose_rank_1,ok,1,1,-10.26,10.26,-10.58,0.32,False,
MK14,MK14_active_L000114,active,MK14_2QD9_reference,-8.582,pose_rank_1,ok,1,1,-8.582,8.582,-10.58,1.998,False,
MK14,MK14_active_L000114,active,MK14_3K3J_aligned,-10.9,pose_rank_1,ok,1,1,-10.9,10.9,-10.58,-0.32,False,
MK14,MK14_active_L000114,active,MK14_3KQ7_aligned,-11.41,pose_rank_1,ok,1,1,-11.41,11.41,-10.58,-0.83,False,
MK14,MK14_active_L000123,active,MK14_1A9U_aligned,-9.348,pose_rank_1,ok,1,1,-9.348,9.348,-9.2775,-0.0705,False,
MK14,MK14_active_L000123,active,MK14_2QD9_reference,-9.025,pose_rank_1,ok,1,1,-9.025,9.025,-9.2775,0.2525,False,
MK14,MK14_active_L000123,active,MK14_3K3J_aligned,-9.207,pose_rank_1,ok,1,1,-9.207,9.207,-9.2775,0.0705,False,
MK14,MK14_active_L000123,active,MK14_3KQ7_aligned,-9.633,pose_rank_1,ok,1,1,-9.633,9.633,-9.2775,-0.3555,False,
MK14,MK14_active_L000126,active,MK14_1A9U_aligned,-7.823,pose_rank_1,ok,1,1,-7.823,7.823,-8.249,0.426,False,
MK14,MK14_active_L000126,active,MK14_2QD9_reference,-7.87,pose_rank_1,ok,1,1,-7.87,7.87,-8.249,0.379,False,
MK14,MK14_active_L000126,active,MK14_3K3J_aligned,-8.628,pose_rank_1,ok,1,1,-8.628,8.628,-8.249,-0.379,False,
MK14,MK14_active_L000126,active,MK14_3KQ7_aligned,-8.898,pose_rank_1,ok,1,1,-8.898,8.898,-8.249,-0.649,False,
MK14,MK14_active_L000127,active,MK14_1A9U_aligned,-7.694,pose_rank_1,ok,1,1,-7.694,7.694,-8.0855,0.3915,False,
MK14,MK14_active_L000127,active,MK14_2QD9_reference,-7.867,pose_rank_1,ok,1,1,-7.867,7.867,-8.0855,0.2185,False,
MK14,MK14_active_L000127,active,MK14_3K3J_aligned,-8.304,pose_rank_1,ok,1,1,-8.304,8.304,-8.0855,-0.2185,False,
MK14,MK14_active_L000127,active,MK14_3KQ7_aligned,-8.828,pose_rank_1,ok,1,1,-8.828,8.828,-8.0855,-0.7425,False,
MK14,MK14_active_L000131,active,MK14_1A9U_aligned,-9.462,pose_rank_1,ok,1,1,-9.462,9.462,-10.626,1.164,False,
MK14,MK14_active_L000131,active,MK14_2QD9_reference,-9.201,pose_rank_1,ok,1,1,-9.201,9.201,-10.626,1.425,False,
MK14,MK14_active_L000131,active,MK14_3K3J_aligned,-11.79,pose_rank_1,ok,1,1,-11.79,11.79,-10.626,-1.164,False,
MK14,MK14_active_L000131,active,MK14_3KQ7_aligned,-12.3,pose_rank_1,ok,1,1,-12.3,12.3,-10.626,-1.674,False,
MK14,MK14_active_L000134,active,MK14_1A9U_aligned,-9.642,pose_rank_1,ok,1,1,-9.642,9.642,-10.711,1.069,False,
MK14,MK14_active_L000134,active,MK14_2QD9_reference,-9.453,pose_rank_1,ok,1,1,-9.453,9.453,-10.711,1.258,False,
MK14,MK14_active_L000134,active,MK14_3K3J_aligned,-11.78,pose_rank_1,ok,1,1,-11.78,11.78,-10.711,-1.069,False,
MK14,MK14_active_L000134,active,MK14_3KQ7_aligned,-12.76,pose_rank_1,ok,1,1,-12.76,12.76,-10.711,-2.049,False,
MK14,MK14_active_L000148,active,MK14_1A9U_aligned,-9.089,pose_rank_1,ok,1,1,-9.089,9.089,-10.616,1.527,False,
MK14,MK14_active_L000148,active,MK14_2QD9_reference,-9.272,pose_rank_1,ok,1,1,-9.272,9.272,-10.616,1.344,False,
MK14,MK14_active_L000148,active,MK14_3K3J_aligned,-11.96,pose_rank_1,ok,1,1,-11.96,11.96,-10.616,-1.344,False,
MK14,MK14_active_L000148,active,MK14_3KQ7_aligned,-13.15,pose_rank_1,ok,1,1,-13.15,13.15,-10.616,-2.534,False,
MK14,MK14_active_L000160,active,MK14_1A9U_aligned,-9.02,pose_rank_1,ok,1,1,-9.02,9.02,-9.3615,0.3415,False,
MK14,MK14_active_L000160,active,MK14_2QD9_reference,-9.215,pose_rank_1,ok,1,1,-9.215,9.215,-9.3615,0.1465,False,
MK14,MK14_active_L000160,active,MK14_3K3J_aligned,-9.508,pose_rank_1,ok,1,1,-9.508,9.508,-9.3615,-0.1465,False,
MK14,MK14_active_L000160,active,MK14_3KQ7_aligned,-11.36,pose_rank_1,ok,1,1,-11.36,11.36,-9.3615,-1.9985,False,
MK14,MK14_active_L000163,active,MK14_1A9U_aligned,-8.98,pose_rank_1,ok,1,1,-8.98,8.98,-10.017,1.037,False,
MK14,MK14_active_L000163,active,MK14_2QD9_reference,-10.42,pose_rank_1,ok,1,1,-10.42,10.42,-10.017,-0.403,False,
MK14,MK14_active_L000163,active,MK14_3K3J_aligned,-9.654,pose_rank_1,ok,1,1,-9.654,9.654,-10.017,0.363,False,
MK14,MK14_active_L000163,active,MK14_3KQ7_aligned,-10.38,pose_rank_1,ok,1,1,-10.38,10.38,-10.017,-0.363,False,
MK14,MK14_active_L000164,active,MK14_1A9U_aligned,-7.833,pose_rank_1,ok,1,1,-7.833,7.833,-8.1775,0.3445,False,
MK14,MK14_active_L000164,active,MK14_2QD9_reference,-7.832,pose_rank_1,ok,1,1,-7.832,7.832,-8.1775,0.3455,False,
MK14,MK14_active_L000164,active,MK14_3K3J_aligned,-8.522,pose_rank_1,ok,1,1,-8.522,8.522,-8.1775,-0.3445,False,
MK14,MK14_active_L000164,active,MK14_3KQ7_aligned,-9.36,pose_rank_1,ok,1,1,-9.36,9.36,-8.1775,-1.1825,False,
MK14,MK14_active_L000169,active,MK14_1A9U_aligned,-8.74,pose_rank_1,ok,1,1,-8.74,8.74,-8.723,-0.017,False,
MK14,MK14_active_L000169,active,MK14_2QD9_reference,-8.711,pose_rank_1,ok,1,1,-8.711,8.711,-8.723,0.012,False,
MK14,MK14_active_L000169,active,MK14_3K3J_aligned,-8.675,pose_rank_1,ok,1,1,-8.675,8.675,-8.723,0.048,False,
MK14,MK14_active_L000169,active,MK14_3KQ7_aligned,-8.735,pose_rank_1,ok,1,1,-8.735,8.735,-8.723,-0.012,False,
MK14,MK14_active_L000172,active,MK14_1A9U_aligned,-9.968,pose_rank_1,ok,1,1,-9.968,9.968,-10.319,0.351,False,
MK14,MK14_active_L000172,active,MK14_2QD9_reference,-9.622,pose_rank_1,ok,1,1,-9.622,9.622,-10.319,0.697,False,
MK14,MK14_active_L000172,active,MK14_3K3J_aligned,-10.67,pose_rank_1,ok,1,1,-10.67,10.67,-10.319,-0.351,False,
MK14,MK14_active_L000172,active,MK14_3KQ7_aligned,-10.9,pose_rank_1,ok,1,1,-10.9,10.9,-10.319,-0.581,False,
MK14,MK14_active_L000178,active,MK14_1A9U_aligned,-9.336,pose_rank_1,ok,1,1,-9.336,9.336,-9.3165,-0.0195,False,
MK14,MK14_active_L000178,active,MK14_2QD9_reference,-8.618,pose_rank_1,ok,1,1,-8.618,8.618,-9.3165,0.6985,False,
MK14,MK14_active_L000178,active,MK14_3K3J_aligned,-9.297,pose_rank_1,ok,1,1,-9.297,9.297,-9.3165,0.0195,False,
MK14,MK14_active_L000178,active,MK14_3KQ7_aligned,-10.38,pose_rank_1,ok,1,1,-10.38,10.38,-9.3165,-1.0635,False,
MK14,MK14_active_L000179,active,MK14_1A9U_aligned,-9.006,pose_rank_1,ok,1,1,-9.006,9.006,-8.519,-0.487,False,
MK14,MK14_active_L000179,active,MK14_2QD9_reference,-8.173,pose_rank_1,ok,1,1,-8.173,8.173,-8.519,0.346,False,
MK14,MK14_active_L000179,active,MK14_3K3J_aligned,-8.865,pose_rank_1,ok,1,1,-8.865,8.865,-8.519,-0.346,False,
MK14,MK14_active_L000179,active,MK14_3KQ7_aligned,-8.013,pose_rank_1,ok,1,1,-8.013,8.013,-8.519,0.506,False,
MK14,MK14_active_L000197,active,MK14_1A9U_aligned,-9.792,pose_rank_1,ok,1,1,-9.792,9.792,-10.016,0.224,False,
MK14,MK14_active_L000197,active,MK14_2QD9_reference,-8.979,pose_rank_1,ok,1,1,-8.979,8.979,-10.016,1.037,False,
MK14,MK14_active_L000197,active,MK14_3K3J_aligned,-10.24,pose_rank_1,ok,1,1,-10.24,10.24,-10.016,-0.224,False,
MK14,MK14_active_L000197,active,MK14_3KQ7_aligned,-10.32,pose_rank_1,ok,1,1,-10.32,10.32,-10.016,-0.304,False,
MK14,MK14_active_L000212,active,MK14_1A9U_aligned,-8.355,pose_rank_1,ok,1,1,-8.355,8.355,-9.46,1.105,False,
MK14,MK14_active_L000212,active,MK14_2QD9_reference,-8.44,pose_rank_1,ok,1,1,-8.44,8.44,-9.46,1.02,False,
MK14,MK14_active_L000212,active,MK14_3K3J_aligned,-10.48,pose_rank_1,ok,1,1,-10.48,10.48,-9.46,-1.02,False,
MK14,MK14_active_L000212,active,MK14_3KQ7_aligned,-11.48,pose_rank_1,ok,1,1,-11.48,11.48,-9.46,-2.02,False,
MK14,MK14_active_L000214,active,MK14_1A9U_aligned,-8.74,pose_rank_1,ok,1,1,-8.74,8.74,-9.502,0.762,False,
MK14,MK14_active_L000214,active,MK14_2QD9_reference,-11.23,pose_rank_1,ok,1,1,-11.23,11.23,-9.502,-1.728,False,
MK14,MK14_active_L000214,active,MK14_3K3J_aligned,-9.7,pose_rank_1,ok,1,1,-9.7,9.7,-9.502,-0.198,False,
MK14,MK14_active_L000214,active,MK14_3KQ7_aligned,-9.304,pose_rank_1,ok,1,1,-9.304,9.304,-9.502,0.198,False,
MK14,MK14_active_L000216,active,MK14_1A9U_aligned,-9.337,pose_rank_1,ok,1,1,-9.337,9.337,-9.4305,0.0935,False,
MK14,MK14_active_L000216,active,MK14_2QD9_reference,-8.879,pose_rank_1,ok,1,1,-8.879,8.879,-9.4305,0.5515,False,
MK14,MK14_active_L000216,active,MK14_3K3J_aligned,-9.524,pose_rank_1,ok,1,1,-9.524,9.524,-9.4305,-0.0935,False,
MK14,MK14_active_L000216,active,MK14_3KQ7_aligned,-10.12,pose_rank_1,ok,1,1,-10.12,10.12,-9.4305,-0.6895,False,
MK14,MK14_active_L000224,active,MK14_1A9U_aligned,-9.03,pose_rank_1,ok,1,1,-9.03,9.03,-10.1255,1.0955,False,
MK14,MK14_active_L000224,active,MK14_2QD9_reference,-10.31,pose_rank_1,ok,1,1,-10.31,10.31,-10.1255,-0.1845,False,
MK14,MK14_active_L000224,active,MK14_3K3J_aligned,-9.941,pose_rank_1,ok,1,1,-9.941,9.941,-10.1255,0.1845,False,
MK14,MK14_active_L000224,active,MK14_3KQ7_aligned,-10.95,pose_rank_1,ok,1,1,-10.95,10.95,-10.1255,-0.8245,False,
MK14,MK14_active_L000227,active,MK14_1A9U_aligned,-7.967,pose_rank_1,ok,1,1,-7.967,7.967,-9.464,1.497,False,
MK14,MK14_active_L000227,active,MK14_2QD9_reference,-9.246,pose_rank_1,ok,1,1,-9.246,9.246,-9.464,0.218,False,
MK14,MK14_active_L000227,active,MK14_3K3J_aligned,-9.682,pose_rank_1,ok,1,1,-9.682,9.682,-9.464,-0.218,False,
MK14,MK14_active_L000227,active,MK14_3KQ7_aligned,-10.49,pose_rank_1,ok,1,1,-10.49,10.49,-9.464,-1.026,False,
MK14,MK14_active_L000231,active,MK14_1A9U_aligned,-8.584,pose_rank_1,ok,1,1,-8.584,8.584,-9.2255,0.6415,False,
MK14,MK14_active_L000231,active,MK14_2QD9_reference,-8.355,pose_rank_1,ok,1,1,-8.355,8.355,-9.2255,0.8705,False,
MK14,MK14_active_L000231,active,MK14_3K3J_aligned,-9.867,pose_rank_1,ok,1,1,-9.867,9.867,-9.2255,-0.6415,False,
MK14,MK14_active_L000231,active,MK14_3KQ7_aligned,-11.03,pose_rank_1,ok,1,1,-11.03,11.03,-9.2255,-1.8045,False,
MK14,MK14_active_L000244,active,MK14_1A9U_aligned,-8.42,pose_rank_1,ok,1,1,-8.42,8.42,-9.454,1.034,False,
MK14,MK14_active_L000244,active,MK14_2QD9_reference,-9.923,pose_rank_1,ok,1,1,-9.923,9.923,-9.454,-0.469,False,
MK14,MK14_active_L000244,active,MK14_3K3J_aligned,-9.091,pose_rank_1,ok,1,1,-9.091,9.091,-9.454,0.363,False,
MK14,MK14_active_L000244,active,MK14_3KQ7_aligned,-9.817,pose_rank_1,ok,1,1,-9.817,9.817,-9.454,-0.363,False,
MK14,MK14_active_L000251,active,MK14_1A9U_aligned,-8.833,pose_rank_1,ok,1,1,-8.833,8.833,-8.8275,-0.0055,False,
