target_id,ligand_id,label,selection_role,receptor_id,seed_count,seed0_representative_score,seed1_representative_score,seed2_representative_score,median_representative_score,minimum_representative_score,maximum_representative_score,seed_score_range,primary_ranking_score,sensitivity_ranking_score,representative_method,status
MK14,MK14_active_L000004,active,development_validation,MK14_3KQ7_aligned,3,-6.429,-6.78,-6.479,-6.479,-6.78,-6.429,0.351,6.479,6.78,pose_rank_1,ok
MK14,MK14_active_L000005,active,development_train,MK14_1A9U_aligned,3,-8.657,-8.674,-8.584,-8.657,-8.674,-8.584,0.08999999999999986,8.657,8.674,pose_rank_1,ok
MK14,MK14_active_L000005,active,development_train,MK14_2QD9_reference,3,-8.171,-8.189,-8.525,-8.189,-8.525,-8.171,0.354000000000001,8.189,8.525,pose_rank_1,ok
MK14,MK14_active_L000005,active,development_train,MK14_3K3J_aligned,3,-9.2,-9.145,-9.145,-9.145,-9.2,-9.145,0.054999999999999716,9.145,9.2,pose_rank_1,ok
MK14,MK14_active_L000005,active,development_train,MK14_3KQ7_aligned,3,-9.42,-9.412,-9.463,-9.42,-9.463,-9.412,0.05099999999999838,9.42,9.463,pose_rank_1,ok
MK14,MK14_active_L000008,active,development_train,MK14_1A9U_aligned,3,-10.22,-10.3,-10.37,-10.3,-10.37,-10.22,0.14999999999999858,10.3,10.37,pose_rank_1,ok
MK14,MK14_active_L000008,active,development_train,MK14_2QD9_reference,3,-9.022,-9.017,-9.032,-9.022,-9.032,-9.017,0.015000000000000568,9.022,9.032,pose_rank_1,ok
MK14,MK14_active_L000008,active,development_train,MK14_3K3J_aligned,3,-10.81,-10.85,-9.062,-10.81,-10.85,-9.062,1.7880000000000003,10.81,10.85,pose_rank_1,ok
MK14,MK14_active_L000008,active,development_train,MK14_3KQ7_aligned,3,-11.94,-12.01,-11.96,-11.96,-12.01,-11.94,0.07000000000000028,11.96,12.01,pose_rank_1,ok
MK14,MK14_active_L000018,active,development_train,MK14_1A9U_aligned,3,-9.005,-9.017,-9.06,-9.017,-9.06,-9.005,0.054999999999999716,9.017,9.06,pose_rank_1,ok
MK14,MK14_active_L000018,active,development_train,MK14_2QD9_reference,3,-10.47,-10.75,-10.74,-10.74,-10.75,-10.47,0.27999999999999936,10.74,10.75,pose_rank_1,ok
MK14,MK14_active_L000018,active,development_train,MK14_3K3J_aligned,3,-8.333,-8.294,-8.333,-8.333,-8.333,-8.294,0.0389999999999997,8.333,8.333,pose_rank_1,ok
MK14,MK14_active_L000018,active,development_train,MK14_3KQ7_aligned,3,-11.38,-11.39,-11.39,-11.39,-11.39,-11.38,0.009999999999999787,11.39,11.39,pose_rank_1,ok
MK14,MK14_active_L000019,active,development_validation,MK14_1A9U_aligned,3,-9.194,-9.189,-9.194,-9.194,-9.194,-9.189,0.005000000000000782,9.194,9.194,pose_rank_1,ok
MK14,MK14_active_L000019,active,development_validation,MK14_2QD9_reference,3,-9.269,-9.279,-9.274,-9.274,-9.279,-9.269,0.009999999999999787,9.274,9.279,pose_rank_1,ok
MK14,MK14_active_L000019,active,development_validation,MK14_3K3J_aligned,3,-9.384,-9.452,-9.385,-9.385,-9.452,-9.384,0.06799999999999962,9.385,9.452,pose_rank_1,ok
MK14,MK14_active_L000019,active,development_validation,MK14_3KQ7_aligned,3,-8.375,-8.325,-8.324,-8.325,-8.375,-8.324,0.051000000000000156,8.325,8.375,pose_rank_1,ok
MK14,MK14_active_L000036,active,development_train,MK14_1A9U_aligned,3,-10.58,-10.52,-10.54,-10.54,-10.58,-10.52,0.0600000000000005,10.54,10.58,pose_rank_1,ok
MK14,MK14_active_L000036,active,development_train,MK14_2QD9_reference,3,-9.014,-9.057,-8.984,-9.014,-9.057,-8.984,0.0730000000000004,9.014,9.057,pose_rank_1,ok
MK14,MK14_active_L000036,active,development_train,MK14_3K3J_aligned,3,-11.4,-11.42,-11.4,-11.4,-11.42,-11.4,0.019999999999999574,11.4,11.42,pose_rank_1,ok
MK14,MK14_active_L000036,active,development_train,MK14_3KQ7_aligned,3,-12.73,-12.36,-12.67,-12.67,-12.73,-12.36,0.370000000000001,12.67,12.73,pose_rank_1,ok
MK14,MK14_active_L000040,active,development_train,MK14_1A9U_aligned,3,-9.544,-9.368,-9.332,-9.368,-9.544,-9.332,0.21199999999999974,9.368,9.544,pose_rank_1,ok
MK14,MK14_active_L000040,active,development_train,MK14_2QD9_reference,3,-9.536,-9.546,-9.588,-9.546,-9.588,-9.536,0.0519999999999996,9.546,9.588,pose_rank_1,ok
MK14,MK14_active_L000040,active,development_train,MK14_3K3J_aligned,3,-9.603,-9.553,-9.607,-9.603,-9.607,-9.553,0.053999999999998494,9.603,9.607,pose_rank_1,ok
MK14,MK14_active_L000040,active,development_train,MK14_3KQ7_aligned,3,-9.488,-9.089,-9.443,-9.443,-9.488,-9.089,0.39899999999999913,9.443,9.488,pose_rank_1,ok
MK14,MK14_active_L000043,active,development_train,MK14_1A9U_aligned,3,-8.663,-8.654,-8.644,-8.654,-8.663,-8.644,0.019000000000000128,8.654,8.663,pose_rank_1,ok
MK14,MK14_active_L000043,active,development_train,MK14_2QD9_reference,3,-8.652,-8.634,-8.541,-8.634,-8.652,-8.541,0.11099999999999888,8.634,8.652,pose_rank_1,ok
MK14,MK14_active_L000043,active,development_train,MK14_3K3J_aligned,3,-8.254,-8.351,-8.232,-8.254,-8.351,-8.232,0.11900000000000155,8.254,8.351,pose_rank_1,ok
MK14,MK14_active_L000043,active,development_train,MK14_3KQ7_aligned,3,-7.384,-6.862,-6.878,-6.878,-7.384,-6.862,0.5220000000000002,6.878,7.384,pose_rank_1,ok
MK14,MK14_active_L000046,active,development_train,MK14_1A9U_aligned,3,-9.017,-9.031,-9.034,-9.031,-9.034,-9.017,0.017000000000001236,9.031,9.034,pose_rank_1,ok
MK14,MK14_active_L000046,active,development_train,MK14_2QD9_reference,3,-10.07,-10.06,-10.1,-10.07,-10.1,-10.06,0.03999999999999915,10.07,10.1,pose_rank_1,ok
MK14,MK14_active_L000046,active,development_train,MK14_3K3J_aligned,3,-9.022,-9.02,-9.047,-9.022,-9.047,-9.02,0.027000000000001023,9.022,9.047,pose_rank_1,ok
MK14,MK14_active_L000046,active,development_train,MK14_3KQ7_aligned,3,-8.547,-8.539,-8.542,-8.542,-8.547,-8.539,0.008000000000000895,8.542,8.547,pose_rank_1,ok
MK14,MK14_active_L000047,active,development_validation,MK14_1A9U_aligned,3,-10.45,-10.48,-10.43,-10.45,-10.48,-10.43,0.05000000000000071,10.45,10.48,pose_rank_1,ok
MK14,MK14_active_L000047,active,development_validation,MK14_2QD9_reference,3,-8.994,-8.982,-8.976,-8.982,-8.994,-8.976,0.017999999999998906,8.982,8.994,pose_rank_1,ok
MK14,MK14_active_L000047,active,development_validation,MK14_3K3J_aligned,3,-11.84,-11.84,-11.84,-11.84,-11.84,-11.84,0.0,11.84,11.84,pose_rank_1,ok
MK14,MK14_active_L000047,active,development_validation,MK14_3KQ7_aligned,3,-11.89,-11.91,-11.94,-11.91,-11.94,-11.89,0.049999999999998934,11.91,11.94,pose_rank_1,ok
MK14,MK14_active_L000051,active,development_train,MK14_1A9U_aligned,3,-9.847,-9.794,-9.871,-9.847,-9.871,-9.794,0.07699999999999996,9.847,9.871,pose_rank_1,ok
MK14,MK14_active_L000051,active,development_train,MK14_2QD9_reference,3,-9.507,-9.507,-9.535,-9.507,-9.535,-9.507,0.02800000000000047,9.507,9.535,pose_rank_1,ok
MK14,MK14_active_L000051,active,development_train,MK14_3K3J_aligned,3,-9.364,-9.366,-9.346,-9.364,-9.366,-9.346,0.019999999999999574,9.364,9.366,pose_rank_1,ok
MK14,MK14_active_L000051,active,development_train,MK14_3KQ7_aligned,3,-9.124,-9.13,-9.554,-9.13,-9.554,-9.124,0.4299999999999997,9.13,9.554,pose_rank_1,ok
MK14,MK14_active_L000052,active,development_validation,MK14_1A9U_aligned,3,-9.099,-9.106,-9.095,-9.099,-9.106,-9.095,0.010999999999999233,9.099,9.106,pose_rank_1,ok
MK14,MK14_active_L000052,active,development_validation,MK14_2QD9_reference,3,-9.609,-9.621,-9.614,-9.614,-9.621,-9.609,0.012000000000000455,9.614,9.621,pose_rank_1,ok
MK14,MK14_active_L000052,active,development_validation,MK14_3K3J_aligned,3,-9.269,-9.29,-9.317,-9.29,-9.317,-9.269,0.04800000000000004,9.29,9.317,pose_rank_1,ok
MK14,MK14_active_L000052,active,development_validation,MK14_3KQ7_aligned,3,-9.675,-9.685,-9.685,-9.685,-9.685,-9.675,0.009999999999999787,9.685,9.685,pose_rank_1,ok
MK14,MK14_active_L000056,active,development_train,MK14_1A9U_aligned,3,-9.818,-9.831,-9.798,-9.818,-9.831,-9.798,0.032999999999999474,9.818,9.831,pose_rank_1,ok
MK14,MK14_active_L000056,active,development_train,MK14_2QD9_reference,3,-9.448,-9.419,-9.458,-9.448,-9.458,-9.419,0.0389999999999997,9.448,9.458,pose_rank_1,ok
MK14,MK14_active_L000056,active,development_train,MK14_3K3J_aligned,3,-10.51,-8.908,-10.52,-10.51,-10.52,-8.908,1.612,10.51,10.52,pose_rank_1,ok
MK14,MK14_active_L000056,active,development_train,MK14_3KQ7_aligned,3,-9.273,-9.189,-9.192,-9.192,-9.273,-9.189,0.08399999999999963,9.192,9.273,pose_rank_1,ok
MK14,MK14_active_L000070,active,development_validation,MK14_1A9U_aligned,3,-9.857,-9.91,-9.831,-9.857,-9.91,-9.831,0.07900000000000063,9.857,9.91,pose_rank_1,ok
MK14,MK14_active_L000070,active,development_validation,MK14_2QD9_reference,3,-9.913,-9.922,-9.932,-9.922,-9.932,-9.913,0.019000000000000128,9.922,9.932,pose_rank_1,ok
MK14,MK14_active_L000070,active,development_validation,MK14_3K3J_aligned,3,-10.42,-10.38,-10.43,-10.42,-10.43,-10.38,0.049999999999998934,10.42,10.43,pose_rank_1,ok
MK14,MK14_active_L000070,active,development_validation,MK14_3KQ7_aligned,3,-10.56,-10.55,-10.57,-10.56,-10.57,-10.55,0.019999999999999574,10.56,10.57,pose_rank_1,ok
MK14,MK14_active_L000071,active,development_validation,MK14_1A9U_aligned,3,-8.031,-8.089,-8.084,-8.084,-8.089,-8.031,0.05799999999999983,8.084,8.089,pose_rank_1,ok
MK14,MK14_active_L000071,active,development_validation,MK14_2QD9_reference,3,-9.019,-9.013,-9.009,-9.013,-9.019,-9.009,0.009999999999999787,9.013,9.019,pose_rank_1,ok
MK14,MK14_active_L000071,active,development_validation,MK14_3K3J_aligned,3,-8.888,-8.925,-8.901,-8.901,-8.925,-8.888,0.03700000000000081,8.901,8.925,pose_rank_1,ok
MK14,MK14_active_L000071,active,development_validation,MK14_3KQ7_aligned,3,-9.105,-9.105,-9.1,-9.105,-9.105,-9.1,0.005000000000000782,9.105,9.105,pose_rank_1,ok
MK14,MK14_active_L000078,active,development_train,MK14_1A9U_aligned,3,-8.235,-8.208,-8.198,-8.208,-8.235,-8.198,0.036999999999999034,8.208,8.235,pose_rank_1,ok
MK14,MK14_active_L000078,active,development_train,MK14_2QD9_reference,3,-7.777,-7.789,-7.765,-7.777,-7.789,-7.765,0.02400000000000002,7.777,7.789,pose_rank_1,ok
MK14,MK14_active_L000078,active,development_train,MK14_3K3J_aligned,3,-8.215,-8.164,-8.167,-8.167,-8.215,-8.164,0.051000000000000156,8.167,8.215,pose_rank_1,ok
MK14,MK14_active_L000078,active,development_train,MK14_3KQ7_aligned,3,-9.167,-8.715,-9.243,-9.167,-9.243,-8.715,0.5280000000000005,9.167,9.243,pose_rank_1,ok
MK14,MK14_active_L000082,active,development_train,MK14_1A9U_aligned,3,-9.668,-9.694,-9.694,-9.694,-9.694,-9.668,0.026000000000001577,9.694,9.694,pose_rank_1,ok
MK14,MK14_active_L000082,active,development_train,MK14_2QD9_reference,3,-10.82,-10.85,-10.84,-10.84,-10.85,-10.82,0.02999999999999936,10.84,10.85,pose_rank_1,ok
MK14,MK14_active_L000082,active,development_train,MK14_3K3J_aligned,3,-10.38,-10.37,-10.35,-10.37,-10.38,-10.35,0.030000000000001137,10.37,10.38,pose_rank_1,ok
MK14,MK14_active_L000082,active,development_train,MK14_3KQ7_aligned,3,-11.24,-11.24,-11.3,-11.24,-11.3,-11.24,0.0600000000000005,11.24,11.3,pose_rank_1,ok
MK14,MK14_active_L000084,active,development_train,MK14_1A9U_aligned,3,-9.462,-9.507,-9.518,-9.507,-9.518,-9.462,0.05600000000000094,9.507,9.518,pose_rank_1,ok
MK14,MK14_active_L000084,active,development_train,MK14_2QD9_reference,3,-9.415,-9.378,-9.42,-9.415,-9.42,-9.378,0.041999999999999815,9.415,9.42,pose_rank_1,ok
MK14,MK14_active_L000084,active,development_train,MK14_3K3J_aligned,3,-11.0,-11.0,-11.02,-11.0,-11.02,-11.0,0.019999999999999574,11.0,11.02,pose_rank_1,ok
MK14,MK14_active_L000084,active,development_train,MK14_3KQ7_aligned,3,-11.75,-11.73,-11.74,-11.74,-11.75,-11.73,0.019999999999999574,11.74,11.75,pose_rank_1,ok
MK14,MK14_active_L000086,active,development_train,MK14_1A9U_aligned,3,-9.824,-9.835,-9.814,-9.824,-9.835,-9.814,0.021000000000000796,9.824,9.835,pose_rank_1,ok
MK14,MK14_active_L000086,active,development_train,MK14_2QD9_reference,3,-9.38,-9.328,-9.342,-9.342,-9.38,-9.328,0.05200000000000138,9.342,9.38,pose_rank_1,ok
MK14,MK14_active_L000086,active,development_train,MK14_3K3J_aligned,3,-8.479,-8.477,-8.522,-8.479,-8.522,-8.477,0.04499999999999993,8.479,8.522,pose_rank_1,ok
MK14,MK14_active_L000086,active,development_train,MK14_3KQ7_aligned,3,-8.468,-8.533,-8.508,-8.508,-8.533,-8.468,0.0649999999999995,8.508,8.533,pose_rank_1,ok
MK14,MK14_active_L000090,active,development_train,MK14_1A9U_aligned,3,-8.144,-8.12,-8.149,-8.144,-8.149,-8.12,0.028999999999999915,8.144,8.149,pose_rank_1,ok
MK14,MK14_active_L000090,active,development_train,MK14_2QD9_reference,3,-9.517,-9.447,-9.486,-9.486,-9.517,-9.447,0.07000000000000028,9.486,9.517,pose_rank_1,ok
MK14,MK14_active_L000090,active,development_train,MK14_3K3J_aligned,3,-8.47,-8.477,-8.472,-8.472,-8.477,-8.47,0.006999999999999673,8.472,8.477,pose_rank_1,ok
MK14,MK14_active_L000090,active,development_train,MK14_3KQ7_aligned,3,-8.822,-8.83,-8.823,-8.823,-8.83,-8.822,0.008000000000000895,8.823,8.83,pose_rank_1,ok
MK14,MK14_active_L000094,active,development_train,MK14_1A9U_aligned,3,-8.788,-8.719,-8.769,-8.769,-8.788,-8.719,0.06900000000000084,8.769,8.788,pose_rank_1,ok
MK14,MK14_active_L000094,active,development_train,MK14_2QD9_reference,3,-9.0,-9.016,-9.033,-9.016,-9.033,-9.0,0.032999999999999474,9.016,9.033,pose_rank_1,ok
MK14,MK14_active_L000094,active,development_train,MK14_3K3J_aligned,3,-8.977,-8.976,-10.56,-8.977,-10.56,-8.976,1.5839999999999996,8.977,10.56,pose_rank_1,ok
MK14,MK14_active_L000094,active,development_train,MK14_3KQ7_aligned,3,-10.85,-9.965,-10.79,-10.79,-10.85,-9.965,0.8849999999999998,10.79,10.85,pose_rank_1,ok
MK14,MK14_active_L000095,active,development_validation,MK14_1A9U_aligned,3,-9.551,-9.547,-9.548,-9.548,-9.551,-9.547,0.0039999999999995595,9.548,9.551,pose_rank_1,ok
MK14,MK14_active_L000095,active,development_validation,MK14_2QD9_reference,3,-9.68,-9.713,-9.649,-9.68,-9.713,-9.649,0.06400000000000006,9.68,9.713,pose_rank_1,ok
MK14,MK14_active_L000095,active,development_validation,MK14_3K3J_aligned,3,-9.656,-8.106,-9.727,-9.656,-9.727,-8.106,1.6210000000000004,9.656,9.727,pose_rank_1,ok
MK14,MK14_active_L000095,active,development_validation,MK14_3KQ7_aligned,3,-7.707,-7.374,-7.685,-7.685,-7.707,-7.374,0.3330000000000002,7.685,7.707,pose_rank_1,ok
MK14,MK14_active_L000098,active,development_train,MK14_1A9U_aligned,3,-8.652,-8.655,-8.651,-8.652,-8.655,-8.651,0.0039999999999995595,8.652,8.655,pose_rank_1,ok
MK14,MK14_active_L000098,active,development_train,MK14_2QD9_reference,3,-8.968,-8.975,-8.944,-8.968,-8.975,-8.944,0.030999999999998806,8.968,8.975,pose_rank_1,ok
MK14,MK14_active_L000098,active,development_train,MK14_3K3J_aligned,3,-8.149,-8.07,-8.143,-8.143,-8.149,-8.07,0.07899999999999885,8.143,8.149,pose_rank_1,ok
MK14,MK14_active_L000098,active,development_train,MK14_3KQ7_aligned,3,-7.3,-7.264,-7.44,-7.3,-7.44,-7.264,0.17600000000000016,7.3,7.44,pose_rank_1,ok
MK14,MK14_active_L000102,active,development_validation,MK14_1A9U_aligned,3,-8.866,-8.836,-8.793,-8.836,-8.866,-8.793,0.0730000000000004,8.836,8.866,pose_rank_1,ok
MK14,MK14_active_L000102,active,development_validation,MK14_2QD9_reference,3,-10.66,-10.67,-10.57,-10.66,-10.67,-10.57,0.09999999999999964,10.66,10.67,pose_rank_1,ok
MK14,MK14_active_L000102,active,development_validation,MK14_3K3J_aligned,3,-9.441,-9.444,-9.447,-9.444,-9.447,-9.441,0.005999999999998451,9.444,9.447,pose_rank_1,ok
MK14,MK14_active_L000102,active,development_validation,MK14_3KQ7_aligned,3,-10.9,-10.89,-10.87,-10.89,-10.9,-10.87,0.030000000000001137,10.89,10.9,pose_rank_1,ok
MK14,MK14_active_L000114,active,development_train,MK14_1A9U_aligned,3,-10.33,-10.26,-10.36,-10.33,-10.36,-10.26,0.09999999999999964,10.33,10.36,pose_rank_1,ok
MK14,MK14_active_L000114,active,development_train,MK14_2QD9_reference,3,-8.455,-8.582,-8.563,-8.563,-8.582,-8.455,0.12700000000000067,8.563,8.582,pose_rank_1,ok
MK14,MK14_active_L000114,active,development_train,MK14_3K3J_aligned,3,-10.82,-10.9,-10.85,-10.85,-10.9,-10.82,0.08000000000000007,10.85,10.9,pose_rank_1,ok
MK14,MK14_active_L000114,active,development_train,MK14_3KQ7_aligned,3,-11.34,-11.41,-11.39,-11.39,-11.41,-11.34,0.07000000000000028,11.39,11.41,pose_rank_1,ok
MK14,MK14_active_L000123,active,development_train,MK14_1A9U_aligned,3,-9.377,-9.348,-9.379,-9.377,-9.379,-9.348,0.030999999999998806,9.377,9.379,pose_rank_1,ok
MK14,MK14_active_L000123,active,development_train,MK14_2QD9_reference,3,-8.984,-9.025,-8.902,-8.984,-9.025,-8.902,0.12300000000000111,8.984,9.025,pose_rank_1,ok
MK14,MK14_active_L000123,active,development_train,MK14_3K3J_aligned,3,-9.231,-9.207,-9.215,-9.215,-9.231,-9.207,0.023999999999999133,9.215,9.231,pose_rank_1,ok
MK14,MK14_active_L000123,active,development_train,MK14_3KQ7_aligned,3,-10.01,-9.633,-8.183,-9.633,-10.01,-8.183,1.827,9.633,10.01,pose_rank_1,ok
MK14,MK14_active_L000126,active,development_train,MK14_1A9U_aligned,3,-8.113,-7.823,-8.177,-8.113,-8.177,-7.823,0.3539999999999992,8.113,8.177,pose_rank_1,ok
MK14,MK14_active_L000126,active,development_train,MK14_2QD9_reference,3,-7.873,-7.87,-7.869,-7.87,-7.873,-7.869,0.004000000000000448,7.87,7.873,pose_rank_1,ok
MK14,MK14_active_L000126,active,development_train,MK14_3K3J_aligned,3,-8.551,-8.628,-8.606,-8.606,-8.628,-8.551,0.07699999999999996,8.606,8.628,pose_rank_1,ok
MK14,MK14_active_L000126,active,development_train,MK14_3KQ7_aligned,3,-8.857,-8.898,-8.86,-8.86,-8.898,-8.857,0.04100000000000037,8.86,8.898,pose_rank_1,ok
MK14,MK14_active_L000127,active,development_train,MK14_1A9U_aligned,3,-7.417,-7.694,-7.29,-7.417,-7.694,-7.29,0.4039999999999999,7.417,7.694,pose_rank_1,ok
MK14,MK14_active_L000127,active,development_train,MK14_2QD9_reference,3,-7.823,-7.867,-7.825,-7.825,-7.867,-7.823,0.043999999999999595,7.825,7.867,pose_rank_1,ok
MK14,MK14_active_L000127,active,development_train,MK14_3K3J_aligned,3,-8.321,-8.304,-8.296,-8.304,-8.321,-8.296,0.025000000000000355,8.304,8.321,pose_rank_1,ok
MK14,MK14_active_L000127,active,development_train,MK14_3KQ7_aligned,3,-8.841,-8.828,-8.866,-8.841,-8.866,-8.828,0.038000000000000256,8.841,8.866,pose_rank_1,ok
MK14,MK14_active_L000131,active,development_train,MK14_1A9U_aligned,3,-9.473,-9.462,-9.479,-9.473,-9.479,-9.462,0.01699999999999946,9.473,9.479,pose_rank_1,ok
MK14,MK14_active_L000131,active,development_train,MK14_2QD9_reference,3,-9.188,-9.201,-9.183,-9.188,-9.201,-9.183,0.018000000000000682,9.188,9.201,pose_rank_1,ok
MK14,MK14_active_L000131,active,development_train,MK14_3K3J_aligned,3,-11.81,-11.79,-11.8,-11.8,-11.81,-11.79,0.02000000000000135,11.8,11.81,pose_rank_1,ok
MK14,MK14_active_L000131,active,development_train,MK14_3KQ7_aligned,3,-12.29,-12.3,-12.39,-12.3,-12.39,-12.29,0.10000000000000142,12.3,12.39,pose_rank_1,ok
MK14,MK14_active_L000134,active,development_train,MK14_1A9U_aligned,3,-9.597,-9.642,-9.607,-9.607,-9.642,-9.597,0.04499999999999993,9.607,9.642,pose_rank_1,ok
MK14,MK14_active_L000134,active,development_train,MK14_2QD9_reference,3,-9.92,-9.453,-9.942,-9.92,-9.942,-9.453,0.48900000000000077,9.92,9.942,pose_rank_1,ok
MK14,MK14_active_L000134,active,development_train,MK14_3K3J_aligned,3,-11.64,-11.78,-11.64,-11.64,-11.78,-11.64,0.1399999999999988,11.64,11.78,pose_rank_1,ok
MK14,MK14_active_L000134,active,development_train,MK14_3KQ7_aligned,3,-12.69,-12.76,-12.76,-12.76,-12.76,-12.69,0.07000000000000028,12.76,12.76,pose_rank_1,ok
MK14,MK14_active_L000148,active,development_validation,MK14_1A9U_aligned,3,-9.098,-9.089,-9.074,-9.089,-9.098,-9.074,0.02400000000000091,9.089,9.098,pose_rank_1,ok
MK14,MK14_active_L000148,active,development_validation,MK14_2QD9_reference,3,-9.293,-9.272,-9.278,-9.278,-9.293,-9.272,0.02099999999999902,9.278,9.293,pose_rank_1,ok
MK14,MK14_active_L000148,active,development_validation,MK14_3K3J_aligned,3,-11.95,-11.96,-11.92,-11.95,-11.96,-11.92,0.040000000000000924,11.95,11.96,pose_rank_1,ok
MK14,MK14_active_L000148,active,development_validation,MK14_3KQ7_aligned,3,-13.17,-13.15,-13.17,-13.17,-13.17,-13.15,0.019999999999999574,13.17,13.17,pose_rank_1,ok
MK14,MK14_active_L000160,active,development_train,MK14_1A9U_aligned,3,-9.116,-9.02,-9.03,-9.03,-9.116,-9.02,0.09600000000000009,9.03,9.116,pose_rank_1,ok
MK14,MK14_active_L000160,active,development_train,MK14_2QD9_reference,3,-9.213,-9.215,-9.144,-9.213,-9.215,-9.144,0.07099999999999973,9.213,9.215,pose_rank_1,ok
MK14,MK14_active_L000160,active,development_train,MK14_3K3J_aligned,3,-9.428,-9.508,-9.379,-9.428,-9.508,-9.379,0.12899999999999956,9.428,9.508,pose_rank_1,ok
MK14,MK14_active_L000160,active,development_train,MK14_3KQ7_aligned,3,-11.37,-11.36,-11.37,-11.37,-11.37,-11.36,0.009999999999999787,11.37,11.37,pose_rank_1,ok
MK14,MK14_active_L000163,active,development_train,MK14_1A9U_aligned,3,-8.968,-8.98,-8.969,-8.969,-8.98,-8.968,0.012000000000000455,8.969,8.98,pose_rank_1,ok
MK14,MK14_active_L000163,active,development_train,MK14_2QD9_reference,3,-10.51,-10.42,-10.46,-10.46,-10.51,-10.42,0.08999999999999986,10.46,10.51,pose_rank_1,ok
MK14,MK14_active_L000163,active,development_train,MK14_3K3J_aligned,3,-9.674,-9.654,-9.651,-9.654,-9.674,-9.651,0.022999999999999687,9.654,9.674,pose_rank_1,ok
MK14,MK14_active_L000163,active,development_train,MK14_3KQ7_aligned,3,-10.37,-10.38,-10.36,-10.37,-10.38,-10.36,0.02000000000000135,10.37,10.38,pose_rank_1,ok
MK14,MK14_active_L000164,active,development_train,MK14_1A9U_aligned,3,-7.748,-7.833,-7.841,-7.833,-7.841,-7.748,0.09299999999999997,7.833,7.841,pose_rank_1,ok
MK14,MK14_active_L000164,active,development_train,MK14_2QD9_reference,3,-7.804,-7.832,-7.797,-7.804,-7.832,-7.797,0.03500000000000014,7.804,7.832,pose_rank_1,ok
MK14,MK14_active_L000164,active,development_train,MK14_3K3J_aligned,3,-8.559,-8.522,-8.531,-8.531,-8.559,-8.522,0.036999999999999034,8.531,8.559,pose_rank_1,ok
MK14,MK14_active_L000164,active,development_train,MK14_3KQ7_aligned,3,-9.405,-9.36,-9.39,-9.39,-9.405,-9.36,0.04499999999999993,9.39,9.405,pose_rank_1,ok
MK14,MK14_active_L000169,active,development_train,MK14_1A9U_aligned,3,-8.688,-8.74,-8.755,-8.74,-8.755,-8.688,0.06700000000000017,8.74,8.755,pose_rank_1,ok
MK14,MK14_active_L000169,active,development_train,MK14_2QD9_reference,3,-8.694,-8.711,-8.73,-8.711,-8.73,-8.694,0.03599999999999959,8.711,8.73,pose_rank_1,ok
MK14,MK14_active_L000169,active,development_train,MK14_3K3J_aligned,3,-8.689,-8.675,-8.697,-8.689,-8.697,-8.675,0.021999999999998465,8.689,8.697,pose_rank_1,ok
