target_id,ligand_id,label,selection_role,1M17,1XKK,2ITW,2RGP,3BEL,3POZ,3W2S,3W32,3W33,4G5J,4I23,4JQ7
EGFR,EGFR_active_L000073,active,development_train,-10.197,-12.562,-9.702,-12.997,-12.916,-11.977,-11.56,-12.813,-12.592,-9.917,-10.105,-10.444
EGFR,EGFR_active_L000076,active,development_train,-8.295,-9.254,-7.741,-9.049,-9.023,-9.138,-8.923,-9.268,-8.933,-7.659,-8.347,-8.445
EGFR,EGFR_active_L000079,active,development_train,-8.338,-10.338,-7.6,-9.815,-10.116,-9.945,-9.138,-10.265,-10.221,-7.823,-7.877,-8.266
EGFR,EGFR_active_L000081,active,development_train,-7.515,-8.99,-7.239,-8.933,-8.817,-8.853,-8.924,-8.973,-8.863,-7.09,-7.643,-7.627
EGFR,EGFR_active_L000083,active,development_train,-8.647,-9.232,-8.049,-9.301,-9.31,-8.894,-9.227,-9.709,-9.275,-8.678,-8.612,-8.858
EGFR,EGFR_active_L000091,active,development_train,-8.336,-8.93,-7.655,-8.78,-8.822,-8.683,-8.86,-8.678,-8.741,-7.608,-8.211,-7.913
EGFR,EGFR_active_L000101,active,development_train,-9.015,-10.476,-8.278,-10.122,-10.295,-10.089,-10.131,-10.468,-10.689,-8.686,-8.683,-9.168
EGFR,EGFR_active_L000102,active,development_train,-7.802,-9.313,-8.055,-9.001,-9.369,-9.152,-8.554,-9.023,-9.311,-7.78,-7.851,-7.574
EGFR,EGFR_active_L000105,active,development_train,-8.134,-10.673,-8.48,-10.831,-10.756,-10.264,-9.898,-10.643,-10.786,-8.365,-9.168,-8.177
EGFR,EGFR_active_L000113,active,development_train,-8.66,-10.057,-8.037,-9.878,-10.081,-9.901,-10.019,-9.787,-10.324,-7.921,-7.781,-8.326
EGFR,EGFR_active_L000114,active,development_train,-8.757,-10.537,-8.544,-10.281,-10.442,-10.081,-9.594,-10.228,-10.709,-8.012,-8.81,-8.362
EGFR,EGFR_active_L000115,active,development_train,-7.428,-9.047,-7.471,-9.175,-9.082,-8.913,-8.431,-9.252,-9.062,-7.566,-7.143,-7.765
EGFR,EGFR_active_L000117,active,development_train,-8.547,-9.811,-7.893,-10.362,-10.114,-9.555,-9.798,-9.723,-9.981,-8.005,-8.238,-8.856
EGFR,EGFR_active_L000118,active,development_train,-8.724,-8.993,-8.501,-8.928,-9.01,-9.173,-9.287,-8.791,-8.99,-8.446,-8.723,-8.632
EGFR,EGFR_active_L000121,active,development_train,-8.732,-9.773,-8.67,-9.2,-9.256,-9.433,-9.884,-9.705,-9.535,-8.921,-8.927,-8.851
EGFR,EGFR_active_L000127,active,development_train,-8.865,-11.791,-9.093,-11.528,-11.407,-11.51,-10.72,-11.685,-12.012,-8.77,-9.287,-9.106
EGFR,EGFR_active_L000144,active,development_train,-8.95,-10.692,-8.691,-10.886,-10.663,-10.29,-9.597,-10.823,-10.679,-8.018,-8.173,-8.473
EGFR,EGFR_active_L000147,active,development_train,-9.409,-8.848,-8.21,-8.791,-8.899,-9.474,-9.336,-9.597,-8.557,-9.658,-8.606,-9.093
EGFR,EGFR_active_L000148,active,development_train,-8.513,-10.401,-8.261,-10.348,-10.131,-10.272,-9.895,-10.434,-10.793,-8.07,-8.11,-8.741
EGFR,EGFR_active_L000154,active,development_train,-9.041,-9.703,-8.416,-10.103,-10.18,-9.757,-9.946,-10.242,-9.96,-8.894,-9.406,-9.169
EGFR,EGFR_active_L000157,active,development_train,-8.489,-9.741,-8.734,-10.049,-10.385,-9.8,-9.463,-9.854,-9.752,-8.562,-8.604,-8.681
EGFR,EGFR_active_L000159,active,development_train,-8.857,-10.299,-8.372,-10.057,-9.874,-10.132,-9.552,-10.381,-10.235,-8.392,-8.404,-8.835
EGFR,EGFR_active_L000169,active,development_train,-8.875,-9.002,-8.456,-9.566,-9.994,-10.005,-10.212,-10.079,-9.997,-8.595,-8.785,-8.66
EGFR,EGFR_active_L000170,active,development_train,-8.877,-9.975,-8.336,-10.722,-10.643,-10.311,-9.502,-10.341,-10.423,-9.081,-8.738,-8.887
EGFR,EGFR_active_L000173,active,development_train,-8.738,-8.364,-8.017,-8.694,-8.496,-8.615,-8.578,-9.087,-8.572,-7.853,-8.455,-8.916
EGFR,EGFR_active_L000184,active,development_train,-8.628,-8.617,-8.115,-8.358,-8.18,-8.107,-8.21,-8.993,-8.02,-8.106,-8.248,-8.658
EGFR,EGFR_active_L000187,active,development_train,-8.533,-9.503,-8.122,-9.428,-9.906,-9.263,-9.324,-9.758,-9.815,-7.849,-8.512,-8.533
EGFR,EGFR_active_L000188,active,development_train,-8.007,-10.129,-8.309,-9.979,-9.907,-10.057,-9.364,-10.341,-9.96,-7.506,-8.181,-8.192
EGFR,EGFR_active_L000189,active,development_train,-7.946,-8.575,-8.07,-8.761,-8.885,-8.476,-8.835,-8.762,-8.54,-8.147,-8.251,-8.406
EGFR,EGFR_active_L000194,active,development_train,-8.461,-9.181,-7.506,-9.551,-9.587,-8.657,-9.513,-9.286,-8.531,-7.827,-8.362,-8.928
EGFR,EGFR_active_L000196,active,development_train,-7.878,-9.383,-7.485,-9.122,-9.129,-9.089,-8.721,-9.69,-9.329,-7.079,-8.236,-8.003
EGFR,EGFR_active_L000197,active,development_train,-8.716,-10.956,-8.372,-11.075,-10.632,-10.392,-10.428,-10.861,-11.017,-7.888,-9.425,-8.913
EGFR,EGFR_active_L000203,active,development_train,-9.887,-11.878,-9.265,-11.617,-11.733,-11.051,-10.528,-11.222,-11.378,-9.305,-9.477,-9.046
EGFR,EGFR_active_L000215,active,development_train,-8.603,-10.321,-7.584,-10.1,-9.791,-9.927,-9.842,-10.136,-10.157,-7.253,-8.504,-8.211
EGFR,EGFR_active_L000221,active,development_train,-9.274,-9.952,-9.247,-9.015,-9.646,-9.478,-8.964,-9.386,-9.344,-8.548,-8.746,-9.152
EGFR,EGFR_active_L000222,active,development_train,-9.01,-10.413,-8.353,-10.981,-10.542,-10.352,-9.777,-10.582,-10.682,-8.07,-8.332,-8.485
EGFR,EGFR_active_L000224,active,development_train,-8.179,-9.192,-7.725,-8.953,-8.647,-8.637,-9.509,-8.847,-9.072,-8.708,-8.406,-8.547
EGFR,EGFR_active_L000229,active,development_train,-9.329,-10.626,-8.607,-10.585,-10.637,-10.446,-10.305,-10.728,-10.679,-8.975,-8.791,-9.492
EGFR,EGFR_active_L000230,active,development_train,-8.892,-10.577,-8.621,-10.324,-10.127,-10.217,-10.279,-10.626,-10.487,-7.95,-8.724,-8.627
EGFR,EGFR_active_L000234,active,development_train,-9.82,-11.627,-8.582,-11.226,-11.831,-11.081,-10.238,-11.307,-11.433,-9.465,-9.593,-9.81
EGFR,EGFR_active_L000236,active,development_train,-8.877,-11.082,-8.848,-10.853,-11.125,-11.113,-10.33,-11.045,-11.478,-8.847,-9.537,-8.681
EGFR,EGFR_active_L000241,active,development_train,-6.847,-7.664,-6.751,-7.683,-7.749,-7.608,-7.706,-7.774,-7.814,-6.908,-7.245,-6.916
EGFR,EGFR_active_L000246,active,development_train,-9.16,-11.778,-8.683,-11.953,-11.777,-10.651,-10.632,-11.136,-11.055,-9.386,-9.628,-9.272
EGFR,EGFR_active_L000252,active,development_train,-9.803,-10.272,-8.842,-9.633,-9.766,-10.01,-10.259,-10.259,-10.153,-9.062,-9.597,-9.125
EGFR,EGFR_active_L000254,active,development_train,-8.023,-9.761,-7.845,-9.303,-9.495,-9.954,-9.422,-10.059,-9.78,-7.708,-7.954,-8.09
EGFR,EGFR_active_L000261,active,development_train,-8.564,-11.298,-8.539,-10.674,-11.208,-10.931,-10.381,-11.141,-10.946,-8.43,-9.203,-9.148
EGFR,EGFR_active_L000266,active,development_train,-7.925,-8.861,-7.455,-8.686,-9.47,-9.1,-8.762,-9.063,-8.932,-7.398,-7.945,-7.804
EGFR,EGFR_active_L000276,active,development_train,-8.285,-9.276,-8.176,-8.985,-9.17,-9.316,-9.201,-9.762,-9.875,-7.544,-7.879,-8.404
EGFR,EGFR_active_L000279,active,development_train,-8.38,-10.037,-8.183,-10.23,-10.193,-9.612,-9.617,-10.347,-10.353,-7.83,-8.882,-8.364
EGFR,EGFR_active_L000283,active,development_train,-7.92,-9.101,-7.547,-9.283,-9.079,-9.19,-9.032,-9.37,-8.799,-8.062,-8.28,-8.026
EGFR,EGFR_active_L000285,active,development_train,-8.51,-9.155,-8.363,-9.571,-9.352,-8.665,-9.118,-9.709,-9.247,-7.796,-8.992,-8.257
EGFR,EGFR_active_L000294,active,development_train,-8.753,-10.815,-8.537,-10.67,-10.575,-10.2,-9.572,-10.477,-10.703,-8.322,-8.799,-8.684
EGFR,EGFR_active_L000295,active,development_train,-8.684,-9.244,-8.242,-9.394,-9.148,-9.538,-9.474,-9.709,-9.957,-7.901,-7.997,-8.527
EGFR,EGFR_active_L000297,active,development_train,-8.123,-8.901,-7.681,-8.732,-9.063,-8.78,-8.009,-8.98,-8.693,-7.855,-7.648,-7.902
EGFR,EGFR_active_L000298,active,development_train,-8.697,-11.272,-8.525,-10.819,-10.983,-10.576,-10.011,-11.023,-11.06,-7.825,-8.551,-8.661
EGFR,EGFR_active_L000307,active,development_train,-8.66,-9.239,-8.25,-10.114,-9.81,-10.804,-10.29,-11.001,-10.79,-8.187,-8.097,-8.666
EGFR,EGFR_active_L000313,active,development_train,-8.485,-9.166,-7.64,-9.068,-8.91,-9.032,-9.047,-9.177,-9.152,-7.833,-8.384,-8.587
EGFR,EGFR_active_L000317,active,development_train,-8.454,-9.207,-7.975,-9.646,-9.693,-9.515,-9.082,-9.433,-9.758,-8.339,-8.804,-8.191
EGFR,EGFR_active_L000319,active,development_train,-7.654,-8.483,-7.315,-7.949,-8.13,-8.029,-7.519,-7.614,-8.028,-7.456,-7.349,-8.373
EGFR,EGFR_active_L000320,active,development_train,-6.595,-7.805,-6.638,-7.333,-7.642,-7.525,-7.271,-7.507,-7.967,-6.713,-6.632,-6.559
EGFR,EGFR_active_L000325,active,development_train,-9.227,-10.119,-8.493,-9.528,-9.85,-10.429,-9.368,-9.623,-9.778,-7.549,-9.329,-9.364
EGFR,EGFR_active_L000328,active,development_train,-7.181,-7.43,-6.644,-7.325,-7.406,-7.323,-7.258,-7.379,-7.554,-7.019,-7.067,-7.005
EGFR,EGFR_active_L000333,active,development_train,-7.051,-8.289,-6.831,-8.06,-7.919,-7.983,-7.718,-7.663,-8.026,-6.587,-7.059,-6.56
EGFR,EGFR_active_L000335,active,development_train,-8.867,-11.759,-8.632,-11.481,-11.738,-11.212,-10.912,-11.584,-11.235,-8.433,-9.539,-8.807
EGFR,EGFR_active_L000337,active,development_train,-9.895,-10.678,-9.153,-11.336,-10.95,-11.676,-11.32,-12.01,-12.156,-10.004,-9.261,-9.755
EGFR,EGFR_active_L000352,active,development_train,-7.832,-9.315,-7.846,-10.074,-9.931,-10.249,-9.912,-10.402,-9.835,-8.043,-7.685,-8.389
EGFR,EGFR_active_L000354,active,development_train,-9.09,-11.765,-9.278,-11.57,-11.646,-11.391,-11.139,-11.632,-11.587,-8.088,-9.575,-9.471
EGFR,EGFR_active_L000358,active,development_train,-8.879,-9.705,-8.363,-9.746,-9.447,-9.869,-9.69,-9.602,-9.788,-7.341,-8.959,-9.166
EGFR,EGFR_active_L000368,active,development_train,-8.338,-8.873,-8.437,-8.944,-9.257,-9.548,-9.758,-9.228,-9.774,-8.243,-8.278,-8.535
EGFR,EGFR_active_L000371,active,development_train,-8.489,-9.524,-7.941,-9.991,-9.845,-9.514,-8.541,-9.406,-10.382,-8.087,-8.42,-8.462
EGFR,EGFR_active_L000390,active,development_train,-8.253,-8.872,-7.896,-9.237,-9.123,-8.957,-8.779,-9.23,-9.135,-7.739,-8.236,-8.279
EGFR,EGFR_active_L000391,active,development_train,-7.229,-7.389,-6.771,-8.269,-8.355,-8.15,-8.1,-7.625,-7.704,-7.577,-7.268,-7.432
EGFR,EGFR_active_L000392,active,development_train,-8.678,-9.238,-7.938,-9.092,-9.022,-8.753,-9.145,-8.556,-8.207,-8.896,-8.959,-8.876
EGFR,EGFR_active_L000402,active,development_train,-8.328,-8.508,-8.369,-9.738,-9.347,-8.493,-9.077,-8.834,-9.897,-8.16,-8.388,-8.211
EGFR,EGFR_active_L000409,active,development_train,-10.194,-11.116,-9.135,-11.205,-11.442,-10.828,-10.791,-10.86,-10.304,-8.511,-8.728,-10.158
EGFR,EGFR_active_L000421,active,development_train,-7.964,-8.636,-7.996,-8.569,-8.781,-8.771,-9.115,-8.65,-8.821,-7.869,-7.773,-8.137
EGFR,EGFR_active_L000430,active,development_train,-8.314,-9.645,-7.537,-9.885,-10.027,-9.739,-9.264,-9.661,-9.908,-7.596,-8.101,-8.298
EGFR,EGFR_active_L000433,active,development_train,-9.019,-10.151,-7.816,-10.457,-10.49,-10.385,-9.839,-10.614,-10.277,-8.328,-8.946,-9.068
EGFR,EGFR_active_L000434,active,development_train,-8.124,-8.6,-7.185,-9.045,-8.968,-8.698,-8.593,-8.653,-8.632,-7.559,-7.775,-8.127
EGFR,EGFR_active_L000436,active,development_train,-8.128,-8.894,-7.554,-8.599,-8.673,-8.822,-9.115,-8.77,-8.55,-7.994,-8.503,-8.432
EGFR,EGFR_active_L000438,active,development_train,-8.647,-9.885,-8.045,-9.712,-9.585,-9.223,-8.95,-9.325,-9.204,-8.209,-8.514,-7.803
EGFR,EGFR_active_L000441,active,development_train,-8.973,-9.353,-8.13,-9.472,-9.569,-10.304,-10.388,-10.514,-10.447,-7.769,-8.059,-9.052
EGFR,EGFR_active_L000457,active,development_train,-8.534,-8.9,-7.992,-8.913,-8.783,-9.049,-8.727,-8.659,-8.49,-8.082,-8.843,-8.903
EGFR,EGFR_active_L000458,active,development_train,-9.851,-11.013,-9.721,-10.167,-10.57,-10.715,-9.778,-10.582,-10.368,-8.901,-9.561,-10.014
EGFR,EGFR_active_L000469,active,development_train,-8.921,-9.851,-8.225,-9.686,-9.768,-9.602,-9.51,-9.72,-9.558,-8.67,-8.588,-8.979
EGFR,EGFR_active_L000470,active,development_train,-7.444,-7.899,-7.019,-7.791,-7.819,-7.701,-8.272,-7.776,-7.769,-7.064,-7.508,-7.482
EGFR,EGFR_active_L000472,active,development_train,-7.75,-8.184,-7.503,-7.947,-8.03,-7.969,-8.184,-7.814,-8.008,-7.323,-7.772,-7.78
EGFR,EGFR_active_L000475,active,development_train,-8.976,-11.029,-8.167,-10.925,-11.079,-10.413,-9.963,-11.014,-10.786,-7.72,-8.335,-8.71
EGFR,EGFR_active_L000481,active,development_train,-9.503,-9.658,-8.482,-10.061,-10.707,-9.217,-9.51,-9.479,-9.359,-8.329,-8.358,-8.758
EGFR,EGFR_active_L000484,active,development_train,-7.986,-9.099,-7.664,-8.753,-8.84,-8.653,-9.067,-8.743,-8.811,-7.819,-8.24,-7.985
EGFR,EGFR_active_L000486,active,development_train,-9.371,-9.494,-9.076,-9.461,-9.417,-9.249,-8.657,-9.841,-9.412,-8.036,-8.569,-8.786
EGFR,EGFR_active_L000488,active,development_train,-7.212,-8.008,-7.256,-8.187,-8.217,-8.013,-7.956,-8.311,-8.365,-7.286,-7.477,-7.088
EGFR,EGFR_active_L000489,active,development_train,-7.834,-9.751,-7.224,-9.639,-9.817,-9.55,-9.797,-9.7,-9.819,-7.412,-8.513,-8.921
EGFR,EGFR_active_L000490,active,development_train,-10.151,-11.036,-8.958,-11.798,-11.609,-11.979,-11.65,-11.78,-11.746,-9.577,-9.529,-10.315
EGFR,EGFR_active_L000512,active,development_train,-8.203,-9.583,-8.133,-9.774,-10.193,-10.211,-9.585,-10.166,-10.418,-8.606,-9.18,-8.231
EGFR,EGFR_active_L000516,active,development_train,-7.86,-8.586,-7.889,-8.971,-9.18,-8.626,-8.842,-9.233,-8.692,-7.934,-7.875,-8.12
EGFR,EGFR_active_L000522,active,development_train,-9.76,-12.242,-8.647,-12.255,-12.294,-11.77,-11.718,-12.178,-11.998,-9.078,-9.502,-10.147
EGFR,EGFR_active_L000526,active,development_train,-8.928,-10.85,-8.59,-10.751,-10.695,-10.246,-10.094,-10.812,-10.485,-7.539,-9.094,-8.538
EGFR,EGFR_active_L000532,active,development_train,-8.077,-8.964,-8.044,-9.364,-9.243,-8.867,-8.197,-9.431,-8.713,-8.256,-7.894,-8.063
EGFR,EGFR_active_L000537,active,development_train,-8.234,-9.131,-8.316,-9.013,-9.063,-8.651,-9.076,-8.82,-8.859,-8.4,-8.43,-8.713
EGFR,EGFR_active_L000540,active,development_train,-8.056,-10.007,-8.084,-10.288,-10.429,-10.364,-10.373,-10.843,-10.87,-8.51,-8.392,-8.631
EGFR,EGFR_decoy_L000101,decoy,development_train,-7.771,-8.726,-7.525,-8.455,-8.566,-8.247,-8.877,-8.365,-8.353,-7.765,-8.189,-7.979
EGFR,EGFR_decoy_L000195,decoy,development_train,-8.81,-9.376,-8.609,-9.675,-9.853,-9.59,-9.174,-10.062,-10.133,-8.606,-8.212,-9.011
EGFR,EGFR_decoy_L000415,decoy,development_train,-8.319,-9.175,-8.34,-9.371,-9.295,-8.57,-8.33,-9.187,-9.329,-8.03,-7.969,-8.315
EGFR,EGFR_decoy_L000438,decoy,development_train,-8.607,-10.129,-8.689,-9.508,-9.731,-9.356,-9.186,-10.13,-9.842,-8.572,-8.646,-8.996
EGFR,EGFR_decoy_L000461,decoy,development_train,-9.215,-9.112,-9.122,-9.142,-8.896,-9.816,-9.473,-8.636,-9.015,-8.456,-8.83,-8.695
EGFR,EGFR_decoy_L000553,decoy,development_train,-8.333,-9.865,-8.773,-9.921,-10.121,-10.729,-10.06,-10.168,-10.861,-8.105,-7.927,-8.867
EGFR,EGFR_decoy_L000566,decoy,development_train,-8.938,-10.095,-9.012,-9.857,-10.091,-9.851,-10.626,-10.159,-10.349,-9.059,-9.194,-8.887
EGFR,EGFR_decoy_L000768,decoy,development_train,-7.492,-8.076,-6.901,-7.981,-7.917,-7.359,-7.373,-8.096,-7.331,-7.073,-7.132,-7.371
EGFR,EGFR_decoy_L000800,decoy,development_train,-7.629,-9.64,-7.835,-9.222,-9.6,-9.599,-9.378,-9.469,-9.577,-7.852,-7.877,-8.048
EGFR,EGFR_decoy_L000805,decoy,development_train,-7.604,-8.199,-7.233,-8.355,-8.294,-7.995,-9.01,-7.954,-7.543,-7.102,-7.366,-7.677
EGFR,EGFR_decoy_L000820,decoy,development_train,-8.239,-8.027,-8.627,-7.981,-7.95,-8.655,-7.9,-8.558,-8.211,-7.663,-8.163,-9.047
EGFR,EGFR_decoy_L000859,decoy,development_train,-7.187,-7.784,-7.0,-7.203,-7.524,-7.404,-7.421,-7.316,-7.412,-6.875,-7.676,-7.082
EGFR,EGFR_decoy_L000946,decoy,development_train,-9.26,-8.994,-8.141,-9.476,-9.488,-8.895,-8.561,-9.813,-10.052,-8.239,-8.964,-8.944
EGFR,EGFR_decoy_L000983,decoy,development_train,-9.84,-10.003,-8.943,-10.365,-10.567,-10.788,-9.408,-11.014,-11.047,-9.002,-9.272,-9.981
EGFR,EGFR_decoy_L001090,decoy,development_train,-8.262,-10.164,-8.3,-10.386,-10.712,-10.166,-9.493,-9.602,-9.48,-8.187,-8.761,-8.856
EGFR,EGFR_decoy_L001091,decoy,development_train,-8.336,-9.945,-8.338,-10.196,-10.25,-9.692,-9.806,-9.952,-10.285,-7.801,-8.115,-8.728
EGFR,EGFR_decoy_L001280,decoy,development_train,-7.82,-9.397,-7.512,-10.106,-10.056,-9.47,-9.294,-9.856,-9.958,-7.548,-7.403,-7.66
EGFR,EGFR_decoy_L001281,decoy,development_train,-7.961,-8.844,-7.539,-9.797,-9.797,-8.867,-9.227,-9.308,-9.906,-7.582,-7.79,-8.029
EGFR,EGFR_decoy_L001293,decoy,development_train,-9.198,-10.196,-8.616,-10.456,-10.395,-10.638,-10.363,-10.087,-9.768,-9.433,-9.214,-9.482
EGFR,EGFR_decoy_L001333,decoy,development_train,-8.058,-9.29,-7.524,-9.186,-9.175,-9.09,-9.241,-9.016,-9.268,-7.914,-7.607,-8.763
EGFR,EGFR_decoy_L001355,decoy,development_train,-7.266,-8.258,-7.018,-8.028,-8.152,-7.858,-7.924,-7.896,-7.747,-6.944,-7.164,-7.185
EGFR,EGFR_decoy_L001425,decoy,development_train,-7.956,-8.502,-7.481,-9.294,-9.406,-9.078,-9.635,-8.24,-9.704,-8.025,-8.266,-8.549
EGFR,EGFR_decoy_L001475,decoy,development_train,-10.224,-10.131,-9.014,-9.774,-10.191,-10.411,-9.344,-10.515,-10.427,-8.838,-8.593,-10.633
EGFR,EGFR_decoy_L001514,decoy,development_train,-8.135,-8.544,-8.404,-8.978,-8.998,-8.888,-8.229,-9.628,-8.394,-7.953,-7.402,-7.637
EGFR,EGFR_decoy_L001537,decoy,development_train,-8.094,-8.854,-8.589,-8.349,-8.295,-8.636,-8.393,-9.057,-8.29,-8.471,-7.851,-8.553
EGFR,EGFR_decoy_L001565,decoy,development_train,-9.179,-9.104,-8.511,-8.963,-9.43,-9.286,-8.949,-9.767,-9.678,-8.692,-8.569,-9.074
EGFR,EGFR_decoy_L001585,decoy,development_train,-8.614,-9.277,-8.774,-8.596,-8.781,-8.972,-8.747,-9.042,-8.924,-7.696,-8.15,-8.777
EGFR,EGFR_decoy_L001619,decoy,development_train,-7.33,-6.923,-6.834,-7.277,-7.5,-7.374,-7.025,-7.627,-6.988,-7.661,-7.519,-6.815
EGFR,EGFR_decoy_L001859,decoy,development_train,-8.005,-10.498,-8.333,-10.107,-10.16,-10.125,-10.162,-8.66,-9.469,-7.748,-7.683,-8.328
EGFR,EGFR_decoy_L001958,decoy,development_train,-6.312,-6.728,-6.345,-6.517,-6.548,-6.503,-6.513,-6.618,-6.397,-5.83,-6.295,-6.172
EGFR,EGFR_decoy_L001959,decoy,development_train,-6.68,-6.654,-6.586,-6.97,-7.164,-6.789,-7.123,-6.973,-7.062,-6.224,-6.813,-6.586
EGFR,EGFR_decoy_L001960,decoy,development_train,-6.518,-7.34,-6.482,-7.586,-7.638,-7.398,-7.595,-7.32,-7.597,-6.507,-6.903,-6.708
EGFR,EGFR_decoy_L001962,decoy,development_train,-7.936,-8.802,-7.867,-8.524,-8.457,-8.979,-8.473,-9.168,-9.002,-7.627,-7.911,-7.873
EGFR,EGFR_decoy_L002020,decoy,development_train,-8.549,-9.938,-8.063,-9.885,-9.965,-9.883,-9.319,-9.872,-10.238,-8.377,-8.629,-8.256
EGFR,EGFR_decoy_L002183,decoy,development_train,-7.871,-10.301,-7.929,-10.042,-10.102,-9.925,-9.919,-9.652,-9.895,-7.899,-7.806,-8.104
EGFR,EGFR_decoy_L002212,decoy,development_train,-7.938,-9.565,-7.574,-9.488,-9.818,-10.224,-8.902,-9.877,-9.948,-7.918,-7.855,-7.827
EGFR,EGFR_decoy_L002233,decoy,development_train,-7.962,-9.86,-7.744,-9.529,-9.899,-9.492,-10.038,-9.655,-9.688,-8.167,-7.981,-8.425
EGFR,EGFR_decoy_L002573,decoy,development_train,-9.079,-8.975,-8.534,-10.2,-10.798,-10.993,-9.287,-9.357,-9.357,-8.815,-8.696,-9.437
EGFR,EGFR_decoy_L002613,decoy,development_train,-8.47,-9.172,-8.118,-9.052,-9.017,-8.913,-9.056,-9.124,-9.305,-7.944,-8.269,-8.899
EGFR,EGFR_decoy_L002769,decoy,development_train,-8.062,-9.067,-8.217,-9.158,-8.473,-8.822,-8.137,-8.985,-9.236,-7.611,-7.695,-8.186
EGFR,EGFR_decoy_L002922,decoy,development_train,-8.059,-10.162,-8.009,-9.628,-9.853,-9.548,-9.372,-9.554,-9.872,-7.649,-8.259,-8.244
EGFR,EGFR_decoy_L002928,decoy,development_train,-8.658,-8.962,-8.213,-9.693,-9.747,-9.153,-8.705,-9.775,-9.121,-8.426,-8.324,-8.672
EGFR,EGFR_decoy_L003160,decoy,development_train,-7.771,-9.024,-8.041,-8.233,-8.707,-8.944,-8.491,-9.122,-9.263,-7.721,-7.748,-8.184
EGFR,EGFR_decoy_L003168,decoy,development_train,-7.311,-8.097,-7.291,-8.175,-8.551,-8.643,-7.863,-8.396,-8.577,-6.933,-7.491,-7.492
EGFR,EGFR_decoy_L003176,decoy,development_train,-7.283,-7.186,-7.006,-6.798,-6.898,-7.518,-7.325,-8.031,-6.876,-6.634,-6.679,-6.879
EGFR,EGFR_decoy_L003239,decoy,development_train,-7.774,-9.508,-7.357,-9.241,-9.891,-9.77,-9.265,-9.843,-9.942,-7.646,-7.437,-7.874
