target_id,ligand_id,label,selection_role,1M17,1XKK,2ITW,2RGP,3BEL,3POZ,3W2S,3W32,3W33,4G5J,4I23,4JQ7
EGFR,EGFR_active_L000047,active,development_train,-8.611,-8.793,-8.092,-8.704,-9.11,-9.011,-9.228,-8.978,-8.985,-7.937,-8.542,-8.728
EGFR,EGFR_active_L000049,active,development_train,-9.882,-10.794,-9.308,-11.264,-11.348,-10.749,-10.122,-10.618,-11.27,-9.161,-9.508,-9.815
EGFR,EGFR_active_L000056,active,development_train,-7.632,-8.426,-7.346,-8.701,-8.753,-8.822,-8.332,-8.509,-8.555,-7.49,-7.974,-7.552
EGFR,EGFR_active_L000060,active,development_train,-8.21,-9.839,-8.082,-10.199,-10.289,-9.479,-9.852,-10.11,-10.416,-7.915,-7.929,-8.695
EGFR,EGFR_active_L000063,active,development_train,-8.448,-9.268,-7.643,-8.837,-8.77,-9.327,-8.981,-9.262,-9.24,-7.97,-8.102,-8.426
EGFR,EGFR_active_L000073,active,development_train,-10.163,-12.51,-9.671,-12.987,-12.9,-11.869,-11.54,-12.795,-12.55,-9.907,-10.042,-10.387
EGFR,EGFR_active_L000076,active,development_train,-8.259,-9.143,-7.722,-9.035,-9.019,-9.072,-8.894,-9.263,-8.933,-7.652,-8.343,-8.365
EGFR,EGFR_active_L000079,active,development_train,-8.053,-10.176,-7.466,-9.787,-9.408,-9.496,-9.083,-9.916,-10.1,-7.719,-7.776,-8.194
EGFR,EGFR_active_L000081,active,development_train,-7.515,-8.968,-7.137,-8.904,-8.708,-8.83,-8.923,-8.927,-8.863,-7.059,-7.556,-7.616
EGFR,EGFR_active_L000083,active,development_train,-8.494,-9.203,-7.857,-9.248,-9.309,-8.869,-9.073,-9.683,-8.895,-8.661,-8.586,-8.845
EGFR,EGFR_active_L000091,active,development_train,-8.327,-8.927,-7.607,-8.772,-8.815,-8.671,-8.804,-8.665,-8.699,-7.594,-8.205,-7.884
EGFR,EGFR_active_L000101,active,development_train,-8.845,-10.459,-8.208,-10.12,-10.288,-10.062,-9.931,-10.368,-10.642,-8.425,-8.594,-9.136
EGFR,EGFR_active_L000102,active,development_train,-7.713,-9.306,-7.309,-8.989,-9.364,-9.123,-8.515,-8.828,-9.264,-7.725,-7.831,-7.572
EGFR,EGFR_active_L000105,active,development_train,-8.067,-10.589,-8.082,-10.789,-10.745,-10.258,-9.883,-10.59,-10.764,-8.256,-9.115,-8.158
EGFR,EGFR_active_L000113,active,development_train,-8.345,-9.826,-7.549,-9.834,-9.93,-9.864,-10.015,-9.585,-10.217,-7.633,-7.711,-8.157
EGFR,EGFR_active_L000114,active,development_train,-8.673,-10.469,-8.525,-10.083,-10.428,-9.919,-9.557,-10.204,-10.653,-7.486,-8.79,-8.182
EGFR,EGFR_active_L000115,active,development_train,-7.403,-9.036,-7.406,-9.065,-9.026,-8.885,-8.408,-9.227,-8.977,-7.554,-7.025,-7.763
EGFR,EGFR_active_L000117,active,development_train,-8.26,-9.604,-7.541,-10.264,-10.034,-9.493,-9.729,-9.514,-9.712,-7.96,-8.208,-8.671
EGFR,EGFR_active_L000118,active,development_train,-8.703,-8.978,-7.907,-8.901,-8.983,-9.129,-9.256,-8.766,-8.966,-7.95,-8.685,-8.616
EGFR,EGFR_active_L000121,active,development_train,-8.613,-9.758,-8.666,-9.188,-9.241,-9.432,-9.866,-9.387,-9.501,-8.916,-8.835,-8.835
EGFR,EGFR_active_L000127,active,development_train,-8.858,-11.779,-8.986,-11.525,-11.377,-11.467,-10.718,-11.682,-11.969,-8.626,-9.227,-9.073
EGFR,EGFR_active_L000144,active,development_train,-8.561,-10.662,-8.676,-10.855,-10.66,-10.282,-9.488,-10.745,-10.649,-7.962,-8.119,-8.423
EGFR,EGFR_active_L000147,active,development_train,-9.234,-8.837,-8.023,-8.672,-8.836,-9.454,-9.297,-9.541,-8.539,-9.606,-8.577,-9.066
EGFR,EGFR_active_L000148,active,development_train,-8.218,-10.339,-8.008,-10.054,-10.094,-9.916,-9.87,-10.07,-10.679,-7.476,-7.863,-8.131
EGFR,EGFR_active_L000154,active,development_train,-9.002,-9.677,-8.412,-10.1,-10.166,-9.714,-9.934,-10.231,-9.946,-8.636,-9.393,-9.043
EGFR,EGFR_active_L000157,active,development_train,-8.443,-9.674,-8.598,-9.865,-10.369,-9.656,-9.306,-9.814,-9.597,-8.539,-8.574,-8.611
EGFR,EGFR_active_L000159,active,development_train,-8.744,-10.174,-7.929,-9.881,-9.873,-9.951,-9.359,-10.072,-10.13,-8.062,-8.335,-8.8
EGFR,EGFR_active_L000169,active,development_train,-8.82,-8.984,-8.363,-9.559,-9.988,-9.987,-10.172,-10.071,-9.995,-8.537,-8.751,-8.66
EGFR,EGFR_active_L000170,active,development_train,-8.818,-9.957,-8.215,-10.11,-10.59,-10.252,-9.484,-10.328,-10.354,-8.976,-8.71,-8.885
EGFR,EGFR_active_L000173,active,development_train,-8.696,-8.362,-7.97,-8.69,-8.481,-8.587,-8.51,-9.034,-8.535,-7.849,-8.444,-8.845
EGFR,EGFR_active_L000184,active,development_train,-8.621,-8.596,-8.111,-8.288,-8.15,-8.104,-8.192,-8.915,-8.014,-8.092,-8.236,-8.564
EGFR,EGFR_active_L000187,active,development_train,-8.36,-9.436,-7.838,-9.371,-9.659,-9.135,-9.162,-9.62,-9.523,-7.817,-8.182,-8.312
EGFR,EGFR_active_L000188,active,development_train,-7.973,-10.106,-8.126,-9.84,-9.813,-10.051,-9.225,-10.127,-9.943,-7.42,-8.016,-8.123
EGFR,EGFR_active_L000189,active,development_train,-7.94,-8.563,-8.015,-8.716,-8.866,-8.468,-8.794,-8.708,-8.537,-8.147,-8.215,-8.394
EGFR,EGFR_active_L000194,active,development_train,-8.41,-9.177,-7.505,-9.52,-9.545,-8.603,-9.512,-9.237,-8.512,-7.805,-8.35,-8.781
EGFR,EGFR_active_L000196,active,development_train,-7.676,-9.295,-7.48,-9.102,-9.063,-8.964,-8.689,-9.658,-9.21,-7.021,-7.854,-7.962
EGFR,EGFR_active_L000197,active,development_train,-8.68,-10.917,-8.32,-11.058,-10.543,-10.368,-10.398,-10.856,-10.994,-7.838,-9.41,-8.896
EGFR,EGFR_active_L000203,active,development_train,-9.876,-11.847,-9.255,-11.609,-11.724,-11.04,-10.511,-11.218,-11.359,-9.304,-9.406,-9.016
EGFR,EGFR_active_L000215,active,development_train,-7.735,-10.155,-7.102,-9.876,-9.446,-9.788,-9.477,-9.886,-10.088,-7.235,-7.118,-8.012
EGFR,EGFR_active_L000221,active,development_train,-9.26,-9.928,-9.189,-8.984,-9.637,-9.376,-8.94,-9.353,-9.343,-8.532,-8.736,-9.139
EGFR,EGFR_active_L000222,active,development_train,-8.537,-10.404,-8.092,-10.669,-10.333,-10.25,-9.714,-10.561,-10.585,-8.061,-8.325,-8.454
EGFR,EGFR_active_L000224,active,development_train,-8.163,-9.182,-7.715,-8.951,-8.597,-8.586,-9.491,-8.841,-9.065,-8.7,-8.393,-8.533
EGFR,EGFR_active_L000229,active,development_train,-9.328,-10.617,-8.476,-10.58,-10.283,-10.445,-10.29,-10.697,-10.65,-8.866,-8.64,-9.229
EGFR,EGFR_active_L000230,active,development_train,-8.824,-10.502,-8.369,-10.192,-10.051,-10.193,-10.224,-10.597,-10.487,-7.805,-8.521,-8.624
EGFR,EGFR_active_L000234,active,development_train,-9.812,-11.405,-8.53,-11.214,-11.774,-11.014,-10.067,-11.119,-11.34,-9.415,-9.546,-9.746
EGFR,EGFR_active_L000236,active,development_train,-8.843,-11.063,-8.776,-10.837,-11.083,-11.08,-10.166,-11.043,-11.385,-8.773,-9.452,-8.427
EGFR,EGFR_active_L000241,active,development_train,-6.82,-7.636,-6.745,-7.647,-7.687,-7.464,-7.632,-7.701,-7.8,-6.862,-7.056,-6.91
EGFR,EGFR_active_L000246,active,development_train,-9.107,-11.706,-8.624,-11.944,-11.607,-10.635,-10.5,-11.068,-11.005,-9.373,-9.55,-9.139
EGFR,EGFR_active_L000252,active,development_train,-9.767,-10.125,-8.809,-9.632,-9.724,-10.009,-10.165,-10.243,-10.142,-9.052,-9.591,-9.11
EGFR,EGFR_active_L000254,active,development_train,-8.009,-9.311,-7.782,-9.183,-9.411,-9.912,-9.374,-9.795,-9.752,-7.642,-7.781,-8.075
EGFR,EGFR_active_L000261,active,development_train,-8.414,-11.184,-8.485,-10.637,-11.186,-10.896,-10.357,-11.051,-10.935,-8.255,-8.614,-8.729
EGFR,EGFR_active_L000266,active,development_train,-7.849,-8.788,-7.279,-8.676,-9.441,-9.082,-8.752,-8.996,-8.927,-7.355,-7.9,-7.757
EGFR,EGFR_active_L000276,active,development_train,-8.181,-9.168,-8.105,-8.898,-9.093,-9.221,-9.162,-9.705,-9.829,-7.541,-7.638,-8.377
EGFR,EGFR_active_L000279,active,development_train,-8.358,-9.986,-8.135,-10.188,-10.143,-9.581,-9.605,-10.316,-10.271,-7.744,-8.822,-8.276
EGFR,EGFR_active_L000283,active,development_train,-7.868,-9.091,-7.478,-9.234,-9.043,-9.156,-9.012,-9.369,-8.792,-8.027,-7.865,-7.961
EGFR,EGFR_active_L000285,active,development_train,-8.508,-9.103,-8.228,-9.566,-9.226,-8.632,-9.053,-9.687,-9.179,-7.781,-8.9,-8.101
EGFR,EGFR_active_L000294,active,development_train,-8.713,-10.41,-8.512,-10.251,-10.465,-10.191,-9.446,-10.474,-10.613,-7.988,-7.827,-8.214
EGFR,EGFR_active_L000295,active,development_train,-7.772,-9.208,-7.901,-9.384,-9.068,-9.496,-9.335,-9.614,-9.941,-7.679,-7.892,-8.505
EGFR,EGFR_active_L000297,active,development_train,-8.086,-8.879,-7.649,-8.705,-9.06,-8.756,-7.898,-8.977,-8.683,-7.823,-7.533,-7.849
EGFR,EGFR_active_L000298,active,development_train,-8.527,-11.249,-8.523,-10.808,-10.936,-10.543,-10.004,-10.8,-11.03,-7.64,-8.519,-8.463
EGFR,EGFR_active_L000307,active,development_train,-8.385,-9.137,-8.186,-9.518,-9.279,-10.751,-10.181,-10.967,-10.669,-8.03,-8.01,-8.627
EGFR,EGFR_active_L000313,active,development_train,-8.44,-9.073,-7.472,-9.039,-8.873,-9.002,-8.934,-9.147,-9.076,-7.82,-8.245,-8.169
EGFR,EGFR_active_L000317,active,development_train,-8.443,-9.198,-7.932,-9.583,-9.654,-9.496,-9.052,-9.397,-9.683,-8.318,-8.713,-8.109
EGFR,EGFR_active_L000319,active,development_train,-7.597,-8.471,-7.309,-7.902,-8.09,-8.01,-7.5,-7.6,-8.019,-7.397,-7.308,-8.315
EGFR,EGFR_active_L000320,active,development_train,-6.347,-7.791,-6.616,-7.311,-7.471,-7.46,-7.26,-7.466,-7.908,-6.613,-6.561,-6.462
EGFR,EGFR_active_L000325,active,development_train,-9.215,-10.001,-8.491,-9.479,-9.685,-10.392,-9.048,-9.424,-9.62,-7.514,-8.161,-8.811
EGFR,EGFR_active_L000328,active,development_train,-7.167,-7.415,-6.636,-7.316,-7.402,-7.297,-7.235,-7.361,-7.548,-7.009,-7.064,-6.991
EGFR,EGFR_active_L000333,active,development_train,-7.04,-8.261,-6.83,-8.048,-7.917,-7.961,-7.714,-7.621,-8.013,-6.533,-7.048,-6.546
EGFR,EGFR_active_L000335,active,development_train,-8.742,-11.749,-8.322,-11.443,-11.737,-11.198,-10.9,-11.569,-11.208,-8.424,-9.44,-8.799
EGFR,EGFR_active_L000337,active,development_train,-9.861,-10.401,-9.11,-10.996,-10.942,-11.637,-11.215,-12.004,-12.107,-9.997,-9.206,-9.663
EGFR,EGFR_active_L000352,active,development_train,-7.804,-9.256,-7.818,-9.836,-9.654,-10.194,-9.436,-10.165,-9.791,-8.024,-7.642,-8.388
EGFR,EGFR_active_L000354,active,development_train,-9.063,-11.747,-9.1,-11.546,-11.595,-11.343,-11.056,-11.609,-11.526,-8.088,-9.568,-9.129
EGFR,EGFR_active_L000358,active,development_train,-8.762,-9.642,-8.355,-9.655,-9.426,-9.833,-9.659,-9.577,-9.784,-7.277,-8.862,-8.885
EGFR,EGFR_active_L000368,active,development_train,-8.337,-8.86,-8.419,-8.937,-9.245,-9.548,-9.747,-9.218,-9.763,-8.224,-8.269,-8.53
EGFR,EGFR_active_L000371,active,development_train,-8.08,-8.392,-7.798,-9.926,-9.821,-9.152,-8.472,-9.366,-10.362,-7.769,-7.799,-8.098
EGFR,EGFR_active_L000390,active,development_train,-8.224,-8.857,-7.879,-9.215,-9.097,-8.944,-8.624,-9.131,-9.057,-7.621,-8.183,-8.139
EGFR,EGFR_active_L000391,active,development_train,-7.122,-7.384,-6.719,-8.133,-8.289,-8.139,-8.017,-7.617,-7.465,-7.41,-7.252,-7.373
EGFR,EGFR_active_L000392,active,development_train,-8.6,-9.178,-7.937,-9.019,-9.007,-8.729,-9.144,-8.522,-8.197,-8.729,-8.88,-8.772
EGFR,EGFR_active_L000402,active,development_train,-8.314,-8.429,-7.858,-9.679,-9.165,-8.423,-9.059,-8.749,-9.734,-7.911,-8.336,-7.937
EGFR,EGFR_active_L000409,active,development_train,-10.131,-10.032,-9.03,-10.772,-11.339,-10.615,-10.779,-10.834,-10.284,-8.473,-8.635,-9.892
EGFR,EGFR_active_L000421,active,development_train,-7.926,-8.634,-7.996,-8.552,-8.779,-8.756,-9.089,-8.636,-8.799,-7.851,-7.768,-8.123
EGFR,EGFR_active_L000430,active,development_train,-8.087,-9.626,-7.488,-9.824,-10.005,-9.616,-9.224,-9.62,-9.892,-7.542,-7.88,-8.222
EGFR,EGFR_active_L000433,active,development_train,-8.773,-10.102,-7.597,-10.434,-10.438,-10.356,-9.76,-10.567,-10.258,-8.29,-8.936,-9.067
EGFR,EGFR_active_L000434,active,development_train,-8.111,-8.534,-7.164,-8.918,-8.944,-8.671,-8.503,-8.553,-8.534,-7.526,-7.69,-8.119
EGFR,EGFR_active_L000436,active,development_train,-8.052,-8.892,-7.55,-8.597,-8.671,-8.812,-9.113,-8.741,-8.548,-7.974,-8.387,-8.416
EGFR,EGFR_active_L000438,active,development_train,-8.553,-9.88,-8.032,-9.695,-8.929,-9.148,-8.938,-9.232,-9.147,-7.99,-8.509,-7.745
EGFR,EGFR_active_L000441,active,development_train,-8.758,-9.342,-7.744,-9.098,-9.241,-10.202,-10.241,-10.284,-10.296,-7.653,-8.044,-8.291
EGFR,EGFR_active_L000457,active,development_train,-8.516,-8.875,-7.983,-8.912,-8.764,-9.047,-8.718,-8.653,-8.487,-8.049,-8.839,-8.893
EGFR,EGFR_active_L000458,active,development_train,-9.726,-10.926,-9.572,-10.04,-10.555,-10.094,-9.715,-10.458,-10.345,-8.866,-9.494,-9.574
EGFR,EGFR_active_L000469,active,development_train,-8.909,-9.777,-8.18,-9.653,-9.718,-9.598,-9.492,-9.689,-9.533,-8.668,-8.573,-8.93
EGFR,EGFR_active_L000470,active,development_train,-7.44,-7.877,-6.95,-7.783,-7.798,-7.688,-8.261,-7.76,-7.749,-7.031,-7.506,-7.479
EGFR,EGFR_active_L000472,active,development_train,-7.723,-8.182,-7.499,-7.942,-8.028,-7.936,-8.181,-7.813,-8.0,-7.323,-7.771,-7.766
EGFR,EGFR_active_L000475,active,development_train,-8.796,-10.899,-7.978,-10.858,-11.037,-10.342,-9.942,-10.919,-10.687,-7.684,-8.235,-8.547
EGFR,EGFR_active_L000481,active,development_train,-9.414,-9.639,-8.321,-10.021,-10.686,-9.21,-9.507,-9.465,-9.359,-8.317,-8.357,-8.741
EGFR,EGFR_active_L000484,active,development_train,-7.985,-9.07,-7.638,-8.753,-8.822,-8.633,-9.042,-8.741,-8.786,-7.635,-8.157,-7.962
EGFR,EGFR_active_L000486,active,development_train,-9.126,-9.317,-8.605,-9.398,-9.327,-9.069,-8.625,-9.833,-9.372,-7.806,-8.53,-8.766
EGFR,EGFR_active_L000488,active,development_train,-7.096,-7.851,-7.252,-8.133,-8.204,-8.009,-7.928,-8.295,-8.361,-7.271,-7.455,-7.077
EGFR,EGFR_active_L000489,active,development_train,-7.812,-9.666,-7.216,-9.592,-9.733,-9.55,-9.64,-9.665,-9.712,-7.346,-8.376,-8.423
EGFR,EGFR_active_L000490,active,development_train,-10.089,-11.033,-8.854,-11.789,-11.58,-11.945,-11.554,-11.722,-11.717,-9.141,-9.477,-10.075
EGFR,EGFR_active_L000512,active,development_train,-8.193,-9.562,-8.118,-9.759,-10.181,-10.208,-9.571,-10.117,-10.388,-8.58,-9.037,-8.23
EGFR,EGFR_active_L000516,active,development_train,-7.857,-8.409,-7.863,-8.961,-9.087,-8.616,-8.823,-9.224,-8.663,-7.928,-7.844,-8.114
EGFR,EGFR_active_L000522,active,development_train,-9.681,-12.22,-8.614,-12.204,-12.262,-11.745,-11.678,-12.149,-11.974,-8.701,-9.462,-9.874
EGFR,EGFR_active_L000526,active,development_train,-8.845,-10.844,-8.539,-10.634,-10.667,-10.21,-10.045,-10.671,-10.379,-7.507,-8.351,-7.983
EGFR,EGFR_active_L000532,active,development_train,-8.06,-8.871,-8.024,-9.363,-9.215,-8.823,-8.123,-9.395,-8.695,-8.254,-7.881,-8.059
EGFR,EGFR_active_L000537,active,development_train,-8.223,-9.11,-8.311,-8.968,-9.013,-8.634,-9.041,-8.795,-8.844,-8.343,-8.275,-8.409
EGFR,EGFR_active_L000540,active,development_train,-7.646,-9.852,-7.836,-9.776,-9.801,-10.343,-10.285,-10.358,-10.647,-7.699,-8.228,-8.387
EGFR,EGFR_decoy_L000101,decoy,development_train,-7.77,-8.713,-7.47,-8.414,-8.491,-8.236,-8.869,-8.338,-8.353,-7.725,-8.178,-7.965
EGFR,EGFR_decoy_L000195,decoy,development_train,-8.734,-9.372,-8.604,-9.673,-9.836,-9.563,-9.116,-10.028,-10.124,-8.604,-8.177,-8.962
EGFR,EGFR_decoy_L000415,decoy,development_train,-8.236,-9.1,-8.321,-9.341,-9.284,-8.569,-8.304,-9.171,-9.327,-8.022,-7.965,-8.31
EGFR,EGFR_decoy_L000438,decoy,development_train,-8.57,-10.114,-8.636,-9.418,-9.721,-9.349,-9.118,-10.116,-9.829,-8.561,-8.635,-8.961
EGFR,EGFR_decoy_L000461,decoy,development_train,-9.169,-9.112,-9.084,-9.112,-8.89,-9.811,-9.461,-8.61,-9.006,-8.43,-8.826,-8.687
EGFR,EGFR_decoy_L000553,decoy,development_train,-8.175,-9.812,-8.11,-9.91,-10.091,-10.454,-10.021,-10.139,-10.855,-7.879,-7.799,-8.836
EGFR,EGFR_decoy_L000566,decoy,development_train,-8.92,-10.055,-8.975,-9.819,-10.05,-9.822,-10.611,-10.133,-10.339,-8.458,-9.164,-8.656
EGFR,EGFR_decoy_L000768,decoy,development_train,-7.481,-8.045,-6.699,-7.912,-7.906,-7.263,-7.289,-7.953,-7.309,-6.889,-7.129,-7.332
EGFR,EGFR_decoy_L000800,decoy,development_train,-7.608,-9.56,-7.699,-9.177,-9.51,-9.552,-9.342,-9.392,-9.485,-7.761,-7.588,-7.877
EGFR,EGFR_decoy_L000805,decoy,development_train,-7.375,-7.76,-6.965,-8.201,-8.053,-7.896,-8.184,-7.882,-7.479,-6.921,-7.183,-7.534
EGFR,EGFR_decoy_L000820,decoy,development_train,-8.087,-7.993,-8.586,-7.961,-7.871,-8.554,-7.846,-8.274,-7.475,-7.606,-7.996,-9.008
EGFR,EGFR_decoy_L000859,decoy,development_train,-6.673,-7.731,-6.891,-7.165,-7.495,-7.4,-7.053,-7.191,-7.368,-6.759,-7.613,-6.941
EGFR,EGFR_decoy_L000946,decoy,development_train,-9.202,-8.985,-8.087,-9.338,-9.483,-8.884,-8.533,-9.811,-10.036,-8.22,-8.951,-8.924
EGFR,EGFR_decoy_L000983,decoy,development_train,-9.81,-9.938,-8.404,-10.337,-10.546,-10.786,-9.402,-10.931,-10.809,-8.862,-9.234,-9.898
EGFR,EGFR_decoy_L001090,decoy,development_train,-8.26,-10.127,-8.079,-10.295,-10.624,-10.134,-9.443,-9.503,-9.448,-8.182,-8.691,-8.393
EGFR,EGFR_decoy_L001091,decoy,development_train,-8.245,-9.713,-7.823,-10.153,-10.227,-9.636,-9.766,-9.92,-10.27,-7.772,-8.089,-8.364
EGFR,EGFR_decoy_L001280,decoy,development_train,-7.664,-9.366,-7.31,-10.079,-9.988,-9.398,-9.288,-9.761,-9.922,-7.532,-7.397,-7.644
EGFR,EGFR_decoy_L001281,decoy,development_train,-7.953,-8.796,-7.48,-9.777,-9.77,-8.702,-9.202,-9.232,-9.906,-7.574,-7.711,-8.019
EGFR,EGFR_decoy_L001293,decoy,development_train,-9.195,-10.152,-8.591,-10.434,-10.393,-10.223,-10.319,-10.064,-9.759,-9.427,-9.205,-9.478
EGFR,EGFR_decoy_L001333,decoy,development_train,-7.99,-9.246,-7.47,-9.117,-9.05,-9.008,-9.022,-9.004,-9.221,-7.907,-7.539,-8.531
EGFR,EGFR_decoy_L001355,decoy,development_train,-7.214,-8.13,-6.952,-7.863,-8.13,-7.826,-7.619,-7.84,-7.682,-6.67,-7.085,-7.16
EGFR,EGFR_decoy_L001425,decoy,development_train,-7.951,-8.417,-7.423,-8.303,-9.396,-9.074,-9.564,-8.102,-9.698,-7.862,-7.664,-7.173
EGFR,EGFR_decoy_L001475,decoy,development_train,-10.171,-10.099,-8.952,-9.738,-10.182,-10.336,-9.115,-10.471,-10.404,-8.787,-8.429,-10.58
EGFR,EGFR_decoy_L001514,decoy,development_train,-7.67,-8.16,-8.363,-8.853,-8.926,-8.826,-8.048,-9.592,-8.348,-7.892,-7.368,-7.391
EGFR,EGFR_decoy_L001537,decoy,development_train,-8.07,-8.839,-8.268,-8.317,-8.277,-8.633,-8.379,-9.038,-8.236,-8.462,-7.702,-8.216
EGFR,EGFR_decoy_L001565,decoy,development_train,-9.173,-9.096,-8.49,-8.948,-9.425,-9.25,-8.936,-9.726,-9.676,-8.681,-8.558,-9.073
EGFR,EGFR_decoy_L001585,decoy,development_train,-8.612,-9.271,-8.733,-8.593,-8.761,-8.958,-8.687,-9.042,-8.92,-7.681,-8.136,-8.765
EGFR,EGFR_decoy_L001619,decoy,development_train,-7.292,-6.883,-6.827,-7.276,-7.439,-7.354,-7.023,-7.604,-6.981,-7.633,-7.515,-6.808
EGFR,EGFR_decoy_L001859,decoy,development_train,-7.978,-10.494,-8.302,-10.037,-10.152,-8.842,-10.151,-8.582,-9.293,-7.716,-7.659,-8.296
EGFR,EGFR_decoy_L001958,decoy,development_train,-6.295,-6.703,-6.344,-6.506,-6.543,-6.451,-6.512,-6.611,-6.391,-5.81,-6.263,-6.157
EGFR,EGFR_decoy_L001959,decoy,development_train,-6.664,-6.629,-6.573,-6.961,-7.158,-6.766,-7.121,-6.963,-7.043,-6.223,-6.809,-6.569
EGFR,EGFR_decoy_L001960,decoy,development_train,-6.511,-7.331,-6.463,-7.569,-7.63,-7.362,-7.595,-7.319,-7.593,-6.492,-6.874,-6.694
EGFR,EGFR_decoy_L001962,decoy,development_train,-7.935,-8.77,-7.863,-8.518,-8.456,-8.96,-8.466,-9.157,-8.995,-7.622,-7.911,-7.865
EGFR,EGFR_decoy_L002020,decoy,development_train,-8.444,-9.937,-7.794,-9.775,-9.949,-9.835,-9.255,-9.807,-10.137,-8.264,-8.443,-8.249
EGFR,EGFR_decoy_L002183,decoy,development_train,-7.811,-10.279,-7.854,-10.007,-10.099,-9.824,-9.915,-9.61,-9.892,-7.888,-7.753,-7.999
EGFR,EGFR_decoy_L002212,decoy,development_train,-7.917,-9.538,-7.57,-9.486,-9.796,-10.128,-8.896,-9.873,-9.918,-7.913,-7.852,-7.82
EGFR,EGFR_decoy_L002233,decoy,development_train,-7.911,-9.85,-7.456,-9.463,-9.673,-9.474,-10.013,-9.529,-9.651,-8.135,-7.977,-8.406
EGFR,EGFR_decoy_L002573,decoy,development_train,-9.0,-8.949,-8.516,-10.194,-10.782,-10.969,-9.273,-9.35,-9.144,-8.807,-8.664,-9.429
EGFR,EGFR_decoy_L002613,decoy,development_train,-8.412,-9.125,-8.095,-9.032,-8.824,-8.786,-8.697,-9.103,-9.09,-7.933,-7.904,-8.877
EGFR,EGFR_decoy_L002769,decoy,development_train,-8.014,-8.838,-8.026,-9.122,-8.415,-8.789,-8.07,-8.902,-9.229,-7.567,-7.661,-8.15
EGFR,EGFR_decoy_L002922,decoy,development_train,-8.047,-10.115,-7.556,-9.573,-9.808,-9.398,-9.365,-9.553,-9.789,-7.577,-8.237,-8.075
EGFR,EGFR_decoy_L002928,decoy,development_train,-8.635,-8.931,-8.208,-9.658,-9.747,-9.138,-8.688,-9.761,-9.102,-8.395,-8.293,-8.665
EGFR,EGFR_decoy_L003160,decoy,development_train,-7.748,-9.023,-8.02,-8.228,-8.695,-8.938,-8.461,-9.117,-9.262,-7.696,-7.724,-8.181
EGFR,EGFR_decoy_L003168,decoy,development_train,-7.297,-8.09,-7.266,-8.142,-8.542,-8.629,-7.841,-8.379,-8.575,-6.879,-7.478,-7.484
EGFR,EGFR_decoy_L003176,decoy,development_train,-7.111,-7.162,-6.99,-6.79,-6.895,-7.378,-6.652,-7.78,-6.832,-6.619,-6.676,-6.873
EGFR,EGFR_decoy_L003239,decoy,development_train,-7.727,-9.452,-7.278,-9.169,-9.574,-9.707,-9.257,-9.603,-9.898,-7.494,-7.408,-7.866
