target_id,ligand_id,label,selection_role,receptor_id,seed_count,20260821_representative_score,20260822_representative_score,20260823_representative_score,median_representative_score,minimum_representative_score,maximum_representative_score,seed_score_range,primary_ranking_score,sensitivity_ranking_score,representative_method,status
EGFR,EGFR_active_L000001,active,development_train,4JQ7,3,-9.058,-9.091,-9.083,-9.083,-9.091,-9.058,0.032999999999999474,9.083,9.091,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,1M17,3,-8.001,-7.981,-7.932,-7.981,-8.001,-7.932,0.06899999999999906,7.981,8.001,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,1XKK,3,-8.643,-8.635,-8.609,-8.635,-8.643,-8.609,0.034000000000000696,8.635,8.643,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,2ITW,3,-7.995,-7.957,-8.0,-7.995,-8.0,-7.957,0.04300000000000015,7.995,8.0,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,2RGP,3,-8.812,-8.792,-8.804,-8.804,-8.812,-8.792,0.019999999999999574,8.804,8.812,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,3BEL,3,-8.892,-8.859,-8.83,-8.859,-8.892,-8.83,0.06199999999999939,8.859,8.892,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,3POZ,3,-8.632,-8.413,-8.417,-8.417,-8.632,-8.413,0.21899999999999942,8.417,8.632,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,3W2S,3,-8.895,-8.891,-8.906,-8.895,-8.906,-8.891,0.015000000000000568,8.895,8.906,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,3W32,3,-8.576,-8.691,-8.572,-8.576,-8.691,-8.572,0.11900000000000155,8.576,8.691,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,3W33,3,-8.539,-8.54,-8.559,-8.54,-8.559,-8.539,0.019999999999999574,8.54,8.559,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,4G5J,3,-8.145,-8.158,-8.153,-8.153,-8.158,-8.145,0.0129999999999999,8.153,8.158,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,4I23,3,-8.152,-8.131,-8.154,-8.152,-8.154,-8.131,0.022999999999999687,8.152,8.154,pose_rank_1,ok
EGFR,EGFR_active_L000003,active,development_train,4JQ7,3,-8.523,-8.526,-8.548,-8.526,-8.548,-8.523,0.025000000000000355,8.526,8.548,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,1M17,3,-8.252,-8.255,-8.249,-8.252,-8.255,-8.249,0.006000000000000227,8.252,8.255,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,1XKK,3,-8.978,-8.933,-8.969,-8.969,-8.978,-8.933,0.04499999999999993,8.969,8.978,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,2ITW,3,-7.701,-7.683,-7.667,-7.683,-7.701,-7.667,0.03399999999999981,7.683,7.701,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,2RGP,3,-8.979,-8.97,-8.967,-8.97,-8.979,-8.967,0.011999999999998678,8.97,8.979,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,3BEL,3,-9.015,-9.013,-9.017,-9.015,-9.017,-9.013,0.0039999999999995595,9.015,9.017,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,3POZ,3,-8.572,-8.56,-8.569,-8.569,-8.572,-8.56,0.011999999999998678,8.569,8.572,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,3W2S,3,-9.075,-9.086,-9.112,-9.086,-9.112,-9.075,0.03700000000000081,9.086,9.112,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,3W32,3,-8.851,-8.829,-8.844,-8.844,-8.851,-8.829,0.02200000000000024,8.844,8.851,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,3W33,3,-8.881,-8.874,-8.481,-8.874,-8.881,-8.481,0.40000000000000036,8.874,8.881,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,4G5J,3,-8.382,-8.374,-8.391,-8.382,-8.391,-8.374,0.01699999999999946,8.382,8.391,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,4I23,3,-8.402,-8.397,-8.4,-8.4,-8.402,-8.397,0.004999999999999005,8.4,8.402,pose_rank_1,ok
EGFR,EGFR_active_L000004,active,development_train,4JQ7,3,-8.375,-8.427,-8.379,-8.379,-8.427,-8.375,0.0519999999999996,8.379,8.427,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,1M17,3,-8.067,-8.178,-8.661,-8.178,-8.661,-8.067,0.5939999999999994,8.178,8.661,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,1XKK,3,-9.474,-9.112,-9.678,-9.474,-9.678,-9.112,0.5660000000000007,9.474,9.678,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,2ITW,3,-7.681,-7.413,-7.113,-7.413,-7.681,-7.113,0.5679999999999996,7.413,7.681,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,2RGP,3,-9.211,-9.369,-9.539,-9.369,-9.539,-9.211,0.3279999999999994,9.369,9.539,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,3BEL,3,-9.272,-9.493,-9.567,-9.493,-9.567,-9.272,0.29499999999999993,9.493,9.567,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,3POZ,3,-9.676,-9.876,-9.951,-9.876,-9.951,-9.676,0.27500000000000036,9.876,9.951,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,3W2S,3,-9.77,-9.309,-9.595,-9.595,-9.77,-9.309,0.4610000000000003,9.595,9.77,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,3W32,3,-9.923,-9.993,-9.948,-9.948,-9.993,-9.923,0.07000000000000028,9.948,9.993,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,3W33,3,-10.019,-10.067,-9.63,-10.019,-10.067,-9.63,0.4369999999999994,10.019,10.067,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,4G5J,3,-7.361,-7.405,-7.077,-7.361,-7.405,-7.077,0.3280000000000003,7.361,7.405,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,4I23,3,-8.23,-7.591,-8.36,-8.23,-8.36,-7.591,0.7689999999999992,8.23,8.36,pose_rank_1,ok
EGFR,EGFR_active_L000005,active,development_train,4JQ7,3,-7.878,-8.35,-8.105,-8.105,-8.35,-7.878,0.47199999999999953,8.105,8.35,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,1M17,3,-8.752,-8.569,-8.698,-8.698,-8.752,-8.569,0.18299999999999983,8.698,8.752,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,1XKK,3,-9.835,-9.761,-9.758,-9.761,-9.835,-9.758,0.07700000000000173,9.761,9.835,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,2ITW,3,-8.021,-8.424,-8.45,-8.424,-8.45,-8.021,0.4289999999999985,8.424,8.45,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,2RGP,3,-9.838,-9.737,-9.802,-9.802,-9.838,-9.737,0.10099999999999909,9.802,9.838,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,3BEL,3,-9.574,-9.436,-9.552,-9.552,-9.574,-9.436,0.1379999999999999,9.552,9.574,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,3POZ,3,-9.904,-9.894,-9.976,-9.904,-9.976,-9.894,0.08200000000000074,9.904,9.976,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,3W2S,3,-9.163,-9.216,-8.947,-9.163,-9.216,-8.947,0.26900000000000013,9.163,9.216,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,3W32,3,-9.79,-9.961,-9.918,-9.918,-9.961,-9.79,0.17100000000000115,9.918,9.961,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,3W33,3,-9.667,-9.674,-9.587,-9.667,-9.674,-9.587,0.08699999999999974,9.667,9.674,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,4G5J,3,-8.67,-8.563,-8.617,-8.617,-8.67,-8.563,0.10699999999999932,8.617,8.67,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,4I23,3,-8.95,-9.097,-8.922,-8.95,-9.097,-8.922,0.17499999999999893,8.95,9.097,pose_rank_1,ok
EGFR,EGFR_active_L000008,active,development_train,4JQ7,3,-8.866,-8.81,-8.746,-8.81,-8.866,-8.746,0.11999999999999922,8.81,8.866,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,1M17,3,-8.669,-8.615,-8.606,-8.615,-8.669,-8.606,0.06300000000000061,8.615,8.669,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,1XKK,3,-9.91,-9.836,-9.689,-9.836,-9.91,-9.689,0.22100000000000009,9.836,9.91,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,2ITW,3,-7.873,-7.833,-7.902,-7.873,-7.902,-7.833,0.06899999999999995,7.873,7.902,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,2RGP,3,-9.702,-9.9,-9.847,-9.847,-9.9,-9.702,0.1980000000000004,9.847,9.9,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,3BEL,3,-9.815,-9.813,-9.791,-9.813,-9.815,-9.791,0.023999999999999133,9.813,9.815,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,3POZ,3,-9.697,-9.687,-9.725,-9.697,-9.725,-9.687,0.038000000000000256,9.697,9.725,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,3W2S,3,-9.25,-9.659,-9.444,-9.444,-9.659,-9.25,0.4090000000000007,9.444,9.659,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,3W32,3,-10.087,-10.27,-10.076,-10.087,-10.27,-10.076,0.19399999999999906,10.087,10.27,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,3W33,3,-9.701,-9.73,-9.618,-9.701,-9.73,-9.618,0.1120000000000001,9.701,9.73,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,4G5J,3,-8.494,-8.486,-8.444,-8.486,-8.494,-8.444,0.049999999999998934,8.486,8.494,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,4I23,3,-8.822,-8.78,-8.736,-8.78,-8.822,-8.736,0.08599999999999852,8.78,8.822,pose_rank_1,ok
EGFR,EGFR_active_L000009,active,development_train,4JQ7,3,-8.562,-8.465,-8.54,-8.54,-8.562,-8.465,0.09699999999999953,8.54,8.562,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,1M17,3,-8.786,-8.689,-8.81,-8.786,-8.81,-8.689,0.12100000000000044,8.786,8.81,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,1XKK,3,-8.912,-8.884,-8.803,-8.884,-8.912,-8.803,0.10899999999999999,8.884,8.912,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,2ITW,3,-7.805,-7.718,-7.94,-7.805,-7.94,-7.718,0.22200000000000042,7.805,7.94,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,2RGP,3,-8.567,-8.394,-8.732,-8.567,-8.732,-8.394,0.3379999999999992,8.567,8.732,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,3BEL,3,-8.237,-8.684,-8.769,-8.684,-8.769,-8.237,0.532,8.684,8.769,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,3POZ,3,-8.901,-8.938,-9.007,-8.938,-9.007,-8.901,0.10599999999999987,8.938,9.007,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,3W2S,3,-8.826,-8.886,-8.754,-8.826,-8.886,-8.754,0.13199999999999967,8.826,8.886,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,3W32,3,-9.081,-9.106,-9.034,-9.081,-9.106,-9.034,0.07199999999999918,9.081,9.106,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,3W33,3,-9.054,-8.878,-9.007,-9.007,-9.054,-8.878,0.17600000000000016,9.007,9.054,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,4G5J,3,-7.793,-7.818,-7.777,-7.793,-7.818,-7.777,0.04099999999999948,7.793,7.818,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,4I23,3,-7.718,-7.777,-7.636,-7.718,-7.777,-7.636,0.14100000000000001,7.718,7.777,pose_rank_1,ok
EGFR,EGFR_active_L000010,active,development_train,4JQ7,3,-8.004,-7.941,-8.219,-8.004,-8.219,-7.941,0.2779999999999996,8.004,8.219,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,1M17,3,-7.896,-7.868,-7.867,-7.868,-7.896,-7.867,0.028999999999999915,7.868,7.896,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,1XKK,3,-8.475,-8.467,-8.443,-8.467,-8.475,-8.443,0.03200000000000003,8.467,8.475,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,2ITW,3,-7.76,-7.768,-7.761,-7.761,-7.768,-7.76,0.008000000000000007,7.761,7.768,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,2RGP,3,-8.651,-8.624,-8.688,-8.651,-8.688,-8.624,0.06400000000000006,8.651,8.688,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,3BEL,3,-8.674,-8.708,-8.706,-8.706,-8.708,-8.674,0.034000000000000696,8.706,8.708,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,3POZ,3,-8.3,-8.342,-8.311,-8.311,-8.342,-8.3,0.041999999999999815,8.311,8.342,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,3W2S,3,-8.901,-8.939,-8.68,-8.901,-8.939,-8.68,0.25900000000000034,8.901,8.939,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,3W32,3,-8.604,-8.537,-8.545,-8.545,-8.604,-8.537,0.0669999999999984,8.545,8.604,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,3W33,3,-8.805,-8.76,-8.806,-8.805,-8.806,-8.76,0.045999999999999375,8.805,8.806,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,4G5J,3,-7.785,-8.007,-7.842,-7.842,-8.007,-7.785,0.22199999999999953,7.842,8.007,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,4I23,3,-8.112,-8.084,-8.088,-8.088,-8.112,-8.084,0.02800000000000047,8.088,8.112,pose_rank_1,ok
EGFR,EGFR_active_L000021,active,development_train,4JQ7,3,-8.155,-8.146,-8.113,-8.146,-8.155,-8.113,0.041999999999999815,8.146,8.155,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,1M17,3,-7.552,-7.522,-7.566,-7.552,-7.566,-7.522,0.043999999999999595,7.552,7.566,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,1XKK,3,-9.222,-9.192,-9.049,-9.192,-9.222,-9.049,0.17300000000000004,9.192,9.222,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,2ITW,3,-7.706,-7.703,-7.246,-7.703,-7.706,-7.246,0.45999999999999996,7.703,7.706,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,2RGP,3,-8.938,-8.95,-9.077,-8.95,-9.077,-8.938,0.13899999999999935,8.95,9.077,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,3BEL,3,-9.071,-9.042,-9.19,-9.071,-9.19,-9.042,0.1479999999999997,9.071,9.19,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,3POZ,3,-8.947,-9.151,-9.004,-9.004,-9.151,-8.947,0.20400000000000063,9.004,9.151,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,3W2S,3,-9.024,-8.974,-8.931,-8.974,-9.024,-8.931,0.09299999999999997,8.974,9.024,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,3W32,3,-9.035,-8.967,-9.023,-9.023,-9.035,-8.967,0.06799999999999962,9.023,9.035,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,3W33,3,-8.919,-8.911,-8.782,-8.911,-8.919,-8.782,0.13700000000000045,8.911,8.919,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,4G5J,3,-7.667,-7.611,-7.672,-7.667,-7.672,-7.611,0.06099999999999994,7.667,7.672,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,4I23,3,-7.716,-7.665,-7.757,-7.716,-7.757,-7.665,0.09199999999999964,7.716,7.757,pose_rank_1,ok
EGFR,EGFR_active_L000029,active,development_train,4JQ7,3,-8.062,-8.047,-7.788,-8.047,-8.062,-7.788,0.27399999999999913,8.047,8.062,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,1M17,3,-7.749,-7.188,-7.771,-7.749,-7.771,-7.188,0.5830000000000002,7.749,7.771,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,1XKK,3,-8.947,-8.898,-8.767,-8.898,-8.947,-8.767,0.17999999999999972,8.898,8.947,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,2ITW,3,-7.953,-7.93,-7.755,-7.93,-7.953,-7.755,0.1980000000000004,7.93,7.953,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,2RGP,3,-8.855,-8.978,-9.114,-8.978,-9.114,-8.855,0.25900000000000034,8.978,9.114,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,3BEL,3,-9.044,-8.986,-8.878,-8.986,-9.044,-8.878,0.16600000000000037,8.986,9.044,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,3POZ,3,-8.569,-9.147,-8.689,-8.689,-9.147,-8.569,0.5779999999999994,8.689,9.147,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,3W2S,3,-8.878,-8.884,-8.934,-8.884,-8.934,-8.878,0.05599999999999916,8.884,8.934,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,3W32,3,-9.178,-9.378,-9.436,-9.378,-9.436,-9.178,0.2579999999999991,9.378,9.436,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,3W33,3,-9.635,-8.971,-9.033,-9.033,-9.635,-8.971,0.6639999999999997,9.033,9.635,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,4G5J,3,-7.241,-7.565,-7.46,-7.46,-7.565,-7.241,0.32400000000000073,7.46,7.565,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,4I23,3,-7.626,-7.563,-7.693,-7.626,-7.693,-7.563,0.1299999999999999,7.626,7.693,pose_rank_1,ok
EGFR,EGFR_active_L000030,active,development_train,4JQ7,3,-7.862,-7.848,-7.897,-7.862,-7.897,-7.848,0.04900000000000038,7.862,7.897,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,1M17,3,-8.037,-8.006,-8.057,-8.037,-8.057,-8.006,0.051000000000000156,8.037,8.057,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,1XKK,3,-8.772,-8.806,-8.772,-8.772,-8.806,-8.772,0.03399999999999892,8.772,8.806,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,2ITW,3,-7.571,-7.598,-7.593,-7.593,-7.598,-7.571,0.027000000000000135,7.593,7.598,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,2RGP,3,-9.332,-9.313,-9.306,-9.313,-9.332,-9.306,0.026000000000001577,9.313,9.332,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,3BEL,3,-9.082,-9.197,-9.176,-9.176,-9.197,-9.082,0.11499999999999844,9.176,9.197,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,3POZ,3,-8.705,-8.699,-8.634,-8.699,-8.705,-8.634,0.07099999999999973,8.699,8.705,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,3W2S,3,-8.582,-8.633,-8.56,-8.582,-8.633,-8.56,0.07299999999999862,8.582,8.633,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,3W32,3,-9.144,-9.157,-8.608,-9.144,-9.157,-8.608,0.5489999999999995,9.144,9.157,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,3W33,3,-8.346,-8.235,-8.27,-8.27,-8.346,-8.235,0.11100000000000065,8.27,8.346,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,4G5J,3,-7.743,-7.757,-7.856,-7.757,-7.856,-7.743,0.11299999999999955,7.757,7.856,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,4I23,3,-7.837,-7.863,-7.895,-7.863,-7.895,-7.837,0.05799999999999983,7.863,7.895,pose_rank_1,ok
EGFR,EGFR_active_L000031,active,development_train,4JQ7,3,-7.994,-8.004,-7.963,-7.994,-8.004,-7.963,0.04099999999999948,7.994,8.004,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,1M17,3,-7.915,-8.181,-8.14,-8.14,-8.181,-7.915,0.2659999999999991,8.14,8.181,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,1XKK,3,-8.901,-8.83,-8.834,-8.834,-8.901,-8.83,0.07099999999999973,8.834,8.901,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,2ITW,3,-7.985,-8.013,-7.981,-7.985,-8.013,-7.981,0.03200000000000003,7.985,8.013,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,2RGP,3,-9.325,-9.224,-9.304,-9.304,-9.325,-9.224,0.10099999999999909,9.304,9.325,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,3BEL,3,-8.958,-9.151,-8.948,-8.958,-9.151,-8.948,0.2029999999999994,8.958,9.151,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,3POZ,3,-8.938,-8.934,-8.928,-8.934,-8.938,-8.928,0.009999999999999787,8.934,8.938,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,3W2S,3,-8.861,-8.777,-8.862,-8.861,-8.862,-8.777,0.08500000000000085,8.861,8.862,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,3W32,3,-8.888,-8.869,-8.863,-8.869,-8.888,-8.863,0.025000000000000355,8.869,8.888,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,3W33,3,-8.569,-8.584,-8.563,-8.569,-8.584,-8.563,0.02099999999999902,8.569,8.584,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,4G5J,3,-7.97,-8.021,-8.02,-8.02,-8.021,-7.97,0.051000000000001044,8.02,8.021,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,4I23,3,-8.624,-8.197,-8.629,-8.624,-8.629,-8.197,0.4320000000000004,8.624,8.629,pose_rank_1,ok
EGFR,EGFR_active_L000032,active,development_train,4JQ7,3,-8.222,-8.352,-8.231,-8.231,-8.352,-8.222,0.13000000000000078,8.231,8.352,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,1M17,3,-8.919,-8.908,-8.936,-8.919,-8.936,-8.908,0.02800000000000047,8.919,8.936,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,1XKK,3,-9.072,-9.096,-9.12,-9.096,-9.12,-9.072,0.04800000000000004,9.096,9.12,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,2ITW,3,-7.59,-7.639,-8.349,-7.639,-8.349,-7.59,0.7590000000000003,7.639,8.349,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,2RGP,3,-8.906,-9.355,-8.915,-8.915,-9.355,-8.906,0.44899999999999984,8.915,9.355,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,3BEL,3,-8.912,-8.865,-8.882,-8.882,-8.912,-8.865,0.0470000000000006,8.882,8.912,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,3POZ,3,-9.319,-9.227,-9.359,-9.319,-9.359,-9.227,0.13199999999999967,9.319,9.359,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,3W2S,3,-9.187,-9.149,-9.025,-9.149,-9.187,-9.025,0.16199999999999903,9.149,9.187,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,3W32,3,-9.248,-9.262,-9.27,-9.262,-9.27,-9.248,0.02200000000000024,9.262,9.27,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,3W33,3,-8.833,-8.682,-8.801,-8.801,-8.833,-8.682,0.1509999999999998,8.801,8.833,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,4G5J,3,-8.55,-8.604,-8.596,-8.596,-8.604,-8.55,0.053999999999998494,8.596,8.604,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,4I23,3,-9.249,-9.261,-9.283,-9.261,-9.283,-9.249,0.03399999999999892,9.261,9.283,pose_rank_1,ok
EGFR,EGFR_active_L000043,active,development_train,4JQ7,3,-8.824,-8.904,-8.894,-8.894,-8.904,-8.824,0.08000000000000007,8.894,8.904,pose_rank_1,ok
EGFR,EGFR_active_L000044,active,development_train,1M17,3,-7.576,-7.195,-7.377,-7.377,-7.576,-7.195,0.38099999999999934,7.377,7.576,pose_rank_1,ok
EGFR,EGFR_active_L000044,active,development_train,1XKK,3,-9.06,-9.068,-8.995,-9.06,-9.068,-8.995,0.0730000000000004,9.06,9.068,pose_rank_1,ok
