target_id,ligand_id,label,receptor_id,representative_score,representative_method,status,pose_count,best_pose_rank,best_docking_score,ranking_score,ligand_median_score,delta_from_ligand_median,search_quality_warning,search_quality_warning_reasons
MK14,MK14_active_L000005,active,MK14_2QD9_reference,-8.525,pose_rank_1,ok,1,1,-8.525,8.525,-8.8645,0.3395,False,
MK14,MK14_active_L000005,active,MK14_3K3J_aligned,-9.145,pose_rank_1,ok,1,1,-9.145,9.145,-8.8645,-0.2805,False,
MK14,MK14_active_L000005,active,MK14_3KQ7_aligned,-9.463,pose_rank_1,ok,1,1,-9.463,9.463,-8.8645,-0.5985,False,
MK14,MK14_active_L000008,active,MK14_1A9U_aligned,-10.37,pose_rank_1,ok,1,1,-10.37,10.37,-9.716,-0.654,False,
MK14,MK14_active_L000008,active,MK14_2QD9_reference,-9.032,pose_rank_1,ok,1,1,-9.032,9.032,-9.716,0.684,False,
MK14,MK14_active_L000008,active,MK14_3K3J_aligned,-9.062,pose_rank_1,ok,1,1,-9.062,9.062,-9.716,0.654,False,
MK14,MK14_active_L000008,active,MK14_3KQ7_aligned,-11.96,pose_rank_1,ok,1,1,-11.96,11.96,-9.716,-2.244,False,
MK14,MK14_active_L000018,active,MK14_1A9U_aligned,-9.06,pose_rank_1,ok,1,1,-9.06,9.06,-9.9,0.84,False,
MK14,MK14_active_L000018,active,MK14_2QD9_reference,-10.74,pose_rank_1,ok,1,1,-10.74,10.74,-9.9,-0.84,False,
MK14,MK14_active_L000018,active,MK14_3K3J_aligned,-8.333,pose_rank_1,ok,1,1,-8.333,8.333,-9.9,1.567,False,
MK14,MK14_active_L000018,active,MK14_3KQ7_aligned,-11.39,pose_rank_1,ok,1,1,-11.39,11.39,-9.9,-1.49,False,
MK14,MK14_active_L000019,active,MK14_1A9U_aligned,-9.194,pose_rank_1,ok,1,1,-9.194,9.194,-9.234,0.04,False,
MK14,MK14_active_L000019,active,MK14_2QD9_reference,-9.274,pose_rank_1,ok,1,1,-9.274,9.274,-9.234,-0.04,False,
MK14,MK14_active_L000019,active,MK14_3K3J_aligned,-9.385,pose_rank_1,ok,1,1,-9.385,9.385,-9.234,-0.151,False,
MK14,MK14_active_L000019,active,MK14_3KQ7_aligned,-8.324,pose_rank_1,ok,1,1,-8.324,8.324,-9.234,0.91,False,
MK14,MK14_active_L000036,active,MK14_1A9U_aligned,-10.54,pose_rank_1,ok,1,1,-10.54,10.54,-10.97,0.43,False,
MK14,MK14_active_L000036,active,MK14_2QD9_reference,-8.984,pose_rank_1,ok,1,1,-8.984,8.984,-10.97,1.986,False,
MK14,MK14_active_L000036,active,MK14_3K3J_aligned,-11.4,pose_rank_1,ok,1,1,-11.4,11.4,-10.97,-0.43,False,
MK14,MK14_active_L000036,active,MK14_3KQ7_aligned,-12.67,pose_rank_1,ok,1,1,-12.67,12.67,-10.97,-1.7,False,
MK14,MK14_active_L000040,active,MK14_1A9U_aligned,-9.332,pose_rank_1,ok,1,1,-9.332,9.332,-9.5155,0.1835,False,
MK14,MK14_active_L000040,active,MK14_2QD9_reference,-9.588,pose_rank_1,ok,1,1,-9.588,9.588,-9.5155,-0.0725,False,
MK14,MK14_active_L000040,active,MK14_3K3J_aligned,-9.607,pose_rank_1,ok,1,1,-9.607,9.607,-9.5155,-0.0915,False,
MK14,MK14_active_L000040,active,MK14_3KQ7_aligned,-9.443,pose_rank_1,ok,1,1,-9.443,9.443,-9.5155,0.0725,False,
MK14,MK14_active_L000043,active,MK14_1A9U_aligned,-8.644,pose_rank_1,ok,1,1,-8.644,8.644,-8.3865,-0.2575,False,
MK14,MK14_active_L000043,active,MK14_2QD9_reference,-8.541,pose_rank_1,ok,1,1,-8.541,8.541,-8.3865,-0.1545,False,
MK14,MK14_active_L000043,active,MK14_3K3J_aligned,-8.232,pose_rank_1,ok,1,1,-8.232,8.232,-8.3865,0.1545,False,
MK14,MK14_active_L000043,active,MK14_3KQ7_aligned,-6.878,pose_rank_1,ok,1,1,-6.878,6.878,-8.3865,1.5085,False,
MK14,MK14_active_L000046,active,MK14_1A9U_aligned,-9.034,pose_rank_1,ok,1,1,-9.034,9.034,-9.0405,0.0065,False,
MK14,MK14_active_L000046,active,MK14_2QD9_reference,-10.1,pose_rank_1,ok,1,1,-10.1,10.1,-9.0405,-1.0595,False,
MK14,MK14_active_L000046,active,MK14_3K3J_aligned,-9.047,pose_rank_1,ok,1,1,-9.047,9.047,-9.0405,-0.0065,False,
MK14,MK14_active_L000046,active,MK14_3KQ7_aligned,-8.542,pose_rank_1,ok,1,1,-8.542,8.542,-9.0405,0.4985,False,
MK14,MK14_active_L000047,active,MK14_1A9U_aligned,-10.43,pose_rank_1,ok,1,1,-10.43,10.43,-11.135,0.705,False,
MK14,MK14_active_L000047,active,MK14_2QD9_reference,-8.976,pose_rank_1,ok,1,1,-8.976,8.976,-11.135,2.159,False,
MK14,MK14_active_L000047,active,MK14_3K3J_aligned,-11.84,pose_rank_1,ok,1,1,-11.84,11.84,-11.135,-0.705,False,
MK14,MK14_active_L000047,active,MK14_3KQ7_aligned,-11.94,pose_rank_1,ok,1,1,-11.94,11.94,-11.135,-0.805,False,
MK14,MK14_active_L000051,active,MK14_1A9U_aligned,-9.871,pose_rank_1,ok,1,1,-9.871,9.871,-9.5445,-0.3265,False,
MK14,MK14_active_L000051,active,MK14_2QD9_reference,-9.535,pose_rank_1,ok,1,1,-9.535,9.535,-9.5445,0.0095,False,
MK14,MK14_active_L000051,active,MK14_3K3J_aligned,-9.346,pose_rank_1,ok,1,1,-9.346,9.346,-9.5445,0.1985,False,
MK14,MK14_active_L000051,active,MK14_3KQ7_aligned,-9.554,pose_rank_1,ok,1,1,-9.554,9.554,-9.5445,-0.0095,False,
MK14,MK14_active_L000052,active,MK14_1A9U_aligned,-9.095,pose_rank_1,ok,1,1,-9.095,9.095,-9.4655,0.3705,False,
MK14,MK14_active_L000052,active,MK14_2QD9_reference,-9.614,pose_rank_1,ok,1,1,-9.614,9.614,-9.4655,-0.1485,False,
MK14,MK14_active_L000052,active,MK14_3K3J_aligned,-9.317,pose_rank_1,ok,1,1,-9.317,9.317,-9.4655,0.1485,False,
MK14,MK14_active_L000052,active,MK14_3KQ7_aligned,-9.685,pose_rank_1,ok,1,1,-9.685,9.685,-9.4655,-0.2195,False,
MK14,MK14_active_L000056,active,MK14_1A9U_aligned,-9.798,pose_rank_1,ok,1,1,-9.798,9.798,-9.628,-0.17,False,
MK14,MK14_active_L000056,active,MK14_2QD9_reference,-9.458,pose_rank_1,ok,1,1,-9.458,9.458,-9.628,0.17,False,
MK14,MK14_active_L000056,active,MK14_3K3J_aligned,-10.52,pose_rank_1,ok,1,1,-10.52,10.52,-9.628,-0.892,False,
MK14,MK14_active_L000056,active,MK14_3KQ7_aligned,-9.192,pose_rank_1,ok,1,1,-9.192,9.192,-9.628,0.436,False,
MK14,MK14_active_L000070,active,MK14_1A9U_aligned,-9.831,pose_rank_1,ok,1,1,-9.831,9.831,-10.181,0.35,False,
MK14,MK14_active_L000070,active,MK14_2QD9_reference,-9.932,pose_rank_1,ok,1,1,-9.932,9.932,-10.181,0.249,False,
MK14,MK14_active_L000070,active,MK14_3K3J_aligned,-10.43,pose_rank_1,ok,1,1,-10.43,10.43,-10.181,-0.249,False,
MK14,MK14_active_L000070,active,MK14_3KQ7_aligned,-10.57,pose_rank_1,ok,1,1,-10.57,10.57,-10.181,-0.389,False,
MK14,MK14_active_L000071,active,MK14_1A9U_aligned,-8.084,pose_rank_1,ok,1,1,-8.084,8.084,-8.955,0.871,False,
MK14,MK14_active_L000071,active,MK14_2QD9_reference,-9.009,pose_rank_1,ok,1,1,-9.009,9.009,-8.955,-0.054,False,
MK14,MK14_active_L000071,active,MK14_3K3J_aligned,-8.901,pose_rank_1,ok,1,1,-8.901,8.901,-8.955,0.054,False,
MK14,MK14_active_L000071,active,MK14_3KQ7_aligned,-9.1,pose_rank_1,ok,1,1,-9.1,9.1,-8.955,-0.145,False,
MK14,MK14_active_L000078,active,MK14_1A9U_aligned,-8.198,pose_rank_1,ok,1,1,-8.198,8.198,-8.1825,-0.0155,False,
MK14,MK14_active_L000078,active,MK14_2QD9_reference,-7.765,pose_rank_1,ok,1,1,-7.765,7.765,-8.1825,0.4175,False,
MK14,MK14_active_L000078,active,MK14_3K3J_aligned,-8.167,pose_rank_1,ok,1,1,-8.167,8.167,-8.1825,0.0155,False,
MK14,MK14_active_L000078,active,MK14_3KQ7_aligned,-9.243,pose_rank_1,ok,1,1,-9.243,9.243,-8.1825,-1.0605,False,
MK14,MK14_active_L000082,active,MK14_1A9U_aligned,-9.694,pose_rank_1,ok,1,1,-9.694,9.694,-10.595,0.901,False,
MK14,MK14_active_L000082,active,MK14_2QD9_reference,-10.84,pose_rank_1,ok,1,1,-10.84,10.84,-10.595,-0.245,False,
MK14,MK14_active_L000082,active,MK14_3K3J_aligned,-10.35,pose_rank_1,ok,1,1,-10.35,10.35,-10.595,0.245,False,
MK14,MK14_active_L000082,active,MK14_3KQ7_aligned,-11.3,pose_rank_1,ok,1,1,-11.3,11.3,-10.595,-0.705,False,
MK14,MK14_active_L000084,active,MK14_1A9U_aligned,-9.518,pose_rank_1,ok,1,1,-9.518,9.518,-10.269,0.751,False,
MK14,MK14_active_L000084,active,MK14_2QD9_reference,-9.42,pose_rank_1,ok,1,1,-9.42,9.42,-10.269,0.849,False,
MK14,MK14_active_L000084,active,MK14_3K3J_aligned,-11.02,pose_rank_1,ok,1,1,-11.02,11.02,-10.269,-0.751,False,
MK14,MK14_active_L000084,active,MK14_3KQ7_aligned,-11.74,pose_rank_1,ok,1,1,-11.74,11.74,-10.269,-1.471,False,
MK14,MK14_active_L000086,active,MK14_1A9U_aligned,-9.814,pose_rank_1,ok,1,1,-9.814,9.814,-8.932,-0.882,False,
MK14,MK14_active_L000086,active,MK14_2QD9_reference,-9.342,pose_rank_1,ok,1,1,-9.342,9.342,-8.932,-0.41,False,
MK14,MK14_active_L000086,active,MK14_3K3J_aligned,-8.522,pose_rank_1,ok,1,1,-8.522,8.522,-8.932,0.41,False,
MK14,MK14_active_L000086,active,MK14_3KQ7_aligned,-8.508,pose_rank_1,ok,1,1,-8.508,8.508,-8.932,0.424,False,
MK14,MK14_active_L000090,active,MK14_1A9U_aligned,-8.149,pose_rank_1,ok,1,1,-8.149,8.149,-8.6475,0.4985,False,
MK14,MK14_active_L000090,active,MK14_2QD9_reference,-9.486,pose_rank_1,ok,1,1,-9.486,9.486,-8.6475,-0.8385,False,
MK14,MK14_active_L000090,active,MK14_3K3J_aligned,-8.472,pose_rank_1,ok,1,1,-8.472,8.472,-8.6475,0.1755,False,
MK14,MK14_active_L000090,active,MK14_3KQ7_aligned,-8.823,pose_rank_1,ok,1,1,-8.823,8.823,-8.6475,-0.1755,False,
MK14,MK14_active_L000094,active,MK14_1A9U_aligned,-8.769,pose_rank_1,ok,1,1,-8.769,8.769,-9.7965,1.0275,False,
MK14,MK14_active_L000094,active,MK14_2QD9_reference,-9.033,pose_rank_1,ok,1,1,-9.033,9.033,-9.7965,0.7635,False,
MK14,MK14_active_L000094,active,MK14_3K3J_aligned,-10.56,pose_rank_1,ok,1,1,-10.56,10.56,-9.7965,-0.7635,False,
MK14,MK14_active_L000094,active,MK14_3KQ7_aligned,-10.79,pose_rank_1,ok,1,1,-10.79,10.79,-9.7965,-0.9935,False,
MK14,MK14_active_L000095,active,MK14_1A9U_aligned,-9.548,pose_rank_1,ok,1,1,-9.548,9.548,-9.5985,0.0505,False,
MK14,MK14_active_L000095,active,MK14_2QD9_reference,-9.649,pose_rank_1,ok,1,1,-9.649,9.649,-9.5985,-0.0505,False,
MK14,MK14_active_L000095,active,MK14_3K3J_aligned,-9.727,pose_rank_1,ok,1,1,-9.727,9.727,-9.5985,-0.1285,False,
MK14,MK14_active_L000095,active,MK14_3KQ7_aligned,-7.685,pose_rank_1,ok,1,1,-7.685,7.685,-9.5985,1.9135,False,
MK14,MK14_active_L000098,active,MK14_1A9U_aligned,-8.651,pose_rank_1,ok,1,1,-8.651,8.651,-8.397,-0.254,False,
MK14,MK14_active_L000098,active,MK14_2QD9_reference,-8.944,pose_rank_1,ok,1,1,-8.944,8.944,-8.397,-0.547,False,
MK14,MK14_active_L000098,active,MK14_3K3J_aligned,-8.143,pose_rank_1,ok,1,1,-8.143,8.143,-8.397,0.254,False,
MK14,MK14_active_L000098,active,MK14_3KQ7_aligned,-7.44,pose_rank_1,ok,1,1,-7.44,7.44,-8.397,0.957,False,
MK14,MK14_active_L000102,active,MK14_1A9U_aligned,-8.793,pose_rank_1,ok,1,1,-8.793,8.793,-10.0085,1.2155,False,
MK14,MK14_active_L000102,active,MK14_2QD9_reference,-10.57,pose_rank_1,ok,1,1,-10.57,10.57,-10.0085,-0.5615,False,
MK14,MK14_active_L000102,active,MK14_3K3J_aligned,-9.447,pose_rank_1,ok,1,1,-9.447,9.447,-10.0085,0.5615,False,
MK14,MK14_active_L000102,active,MK14_3KQ7_aligned,-10.87,pose_rank_1,ok,1,1,-10.87,10.87,-10.0085,-0.8615,False,
MK14,MK14_active_L000114,active,MK14_1A9U_aligned,-10.36,pose_rank_1,ok,1,1,-10.36,10.36,-10.605,0.245,False,
MK14,MK14_active_L000114,active,MK14_2QD9_reference,-8.563,pose_rank_1,ok,1,1,-8.563,8.563,-10.605,2.042,False,
MK14,MK14_active_L000114,active,MK14_3K3J_aligned,-10.85,pose_rank_1,ok,1,1,-10.85,10.85,-10.605,-0.245,False,
MK14,MK14_active_L000114,active,MK14_3KQ7_aligned,-11.39,pose_rank_1,ok,1,1,-11.39,11.39,-10.605,-0.785,False,
MK14,MK14_active_L000123,active,MK14_1A9U_aligned,-9.379,pose_rank_1,ok,1,1,-9.379,9.379,-9.0585,-0.3205,False,
MK14,MK14_active_L000123,active,MK14_2QD9_reference,-8.902,pose_rank_1,ok,1,1,-8.902,8.902,-9.0585,0.1565,False,
MK14,MK14_active_L000123,active,MK14_3K3J_aligned,-9.215,pose_rank_1,ok,1,1,-9.215,9.215,-9.0585,-0.1565,False,
MK14,MK14_active_L000123,active,MK14_3KQ7_aligned,-8.183,pose_rank_1,ok,1,1,-8.183,8.183,-9.0585,0.8755,False,
MK14,MK14_active_L000126,active,MK14_1A9U_aligned,-8.177,pose_rank_1,ok,1,1,-8.177,8.177,-8.3915,0.2145,False,
MK14,MK14_active_L000126,active,MK14_2QD9_reference,-7.869,pose_rank_1,ok,1,1,-7.869,7.869,-8.3915,0.5225,False,
MK14,MK14_active_L000126,active,MK14_3K3J_aligned,-8.606,pose_rank_1,ok,1,1,-8.606,8.606,-8.3915,-0.2145,False,
MK14,MK14_active_L000126,active,MK14_3KQ7_aligned,-8.86,pose_rank_1,ok,1,1,-8.86,8.86,-8.3915,-0.4685,False,
MK14,MK14_active_L000127,active,MK14_1A9U_aligned,-7.29,pose_rank_1,ok,1,1,-7.29,7.29,-8.0605,0.7705,False,
MK14,MK14_active_L000127,active,MK14_2QD9_reference,-7.825,pose_rank_1,ok,1,1,-7.825,7.825,-8.0605,0.2355,False,
MK14,MK14_active_L000127,active,MK14_3K3J_aligned,-8.296,pose_rank_1,ok,1,1,-8.296,8.296,-8.0605,-0.2355,False,
MK14,MK14_active_L000127,active,MK14_3KQ7_aligned,-8.866,pose_rank_1,ok,1,1,-8.866,8.866,-8.0605,-0.8055,False,
MK14,MK14_active_L000131,active,MK14_1A9U_aligned,-9.479,pose_rank_1,ok,1,1,-9.479,9.479,-10.6395,1.1605,False,
MK14,MK14_active_L000131,active,MK14_2QD9_reference,-9.183,pose_rank_1,ok,1,1,-9.183,9.183,-10.6395,1.4565,False,
MK14,MK14_active_L000131,active,MK14_3K3J_aligned,-11.8,pose_rank_1,ok,1,1,-11.8,11.8,-10.6395,-1.1605,False,
MK14,MK14_active_L000131,active,MK14_3KQ7_aligned,-12.39,pose_rank_1,ok,1,1,-12.39,12.39,-10.6395,-1.7505,False,
MK14,MK14_active_L000134,active,MK14_1A9U_aligned,-9.607,pose_rank_1,ok,1,1,-9.607,9.607,-10.791,1.184,False,
MK14,MK14_active_L000134,active,MK14_2QD9_reference,-9.942,pose_rank_1,ok,1,1,-9.942,9.942,-10.791,0.849,False,
MK14,MK14_active_L000134,active,MK14_3K3J_aligned,-11.64,pose_rank_1,ok,1,1,-11.64,11.64,-10.791,-0.849,False,
MK14,MK14_active_L000134,active,MK14_3KQ7_aligned,-12.76,pose_rank_1,ok,1,1,-12.76,12.76,-10.791,-1.969,False,
MK14,MK14_active_L000148,active,MK14_1A9U_aligned,-9.074,pose_rank_1,ok,1,1,-9.074,9.074,-10.599,1.525,False,
MK14,MK14_active_L000148,active,MK14_2QD9_reference,-9.278,pose_rank_1,ok,1,1,-9.278,9.278,-10.599,1.321,False,
MK14,MK14_active_L000148,active,MK14_3K3J_aligned,-11.92,pose_rank_1,ok,1,1,-11.92,11.92,-10.599,-1.321,False,
MK14,MK14_active_L000148,active,MK14_3KQ7_aligned,-13.17,pose_rank_1,ok,1,1,-13.17,13.17,-10.599,-2.571,False,
MK14,MK14_active_L000160,active,MK14_1A9U_aligned,-9.03,pose_rank_1,ok,1,1,-9.03,9.03,-9.2615,0.2315,False,
MK14,MK14_active_L000160,active,MK14_2QD9_reference,-9.144,pose_rank_1,ok,1,1,-9.144,9.144,-9.2615,0.1175,False,
MK14,MK14_active_L000160,active,MK14_3K3J_aligned,-9.379,pose_rank_1,ok,1,1,-9.379,9.379,-9.2615,-0.1175,False,
MK14,MK14_active_L000160,active,MK14_3KQ7_aligned,-11.37,pose_rank_1,ok,1,1,-11.37,11.37,-9.2615,-2.1085,False,
MK14,MK14_active_L000163,active,MK14_1A9U_aligned,-8.969,pose_rank_1,ok,1,1,-8.969,8.969,-10.0055,1.0365,False,
MK14,MK14_active_L000163,active,MK14_2QD9_reference,-10.46,pose_rank_1,ok,1,1,-10.46,10.46,-10.0055,-0.4545,False,
MK14,MK14_active_L000163,active,MK14_3K3J_aligned,-9.651,pose_rank_1,ok,1,1,-9.651,9.651,-10.0055,0.3545,False,
MK14,MK14_active_L000163,active,MK14_3KQ7_aligned,-10.36,pose_rank_1,ok,1,1,-10.36,10.36,-10.0055,-0.3545,False,
MK14,MK14_active_L000164,active,MK14_1A9U_aligned,-7.841,pose_rank_1,ok,1,1,-7.841,7.841,-8.186,0.345,False,
MK14,MK14_active_L000164,active,MK14_2QD9_reference,-7.797,pose_rank_1,ok,1,1,-7.797,7.797,-8.186,0.389,False,
MK14,MK14_active_L000164,active,MK14_3K3J_aligned,-8.531,pose_rank_1,ok,1,1,-8.531,8.531,-8.186,-0.345,False,
MK14,MK14_active_L000164,active,MK14_3KQ7_aligned,-9.39,pose_rank_1,ok,1,1,-9.39,9.39,-8.186,-1.204,False,
MK14,MK14_active_L000169,active,MK14_1A9U_aligned,-8.755,pose_rank_1,ok,1,1,-8.755,8.755,-8.7135,-0.0415,False,
MK14,MK14_active_L000169,active,MK14_2QD9_reference,-8.73,pose_rank_1,ok,1,1,-8.73,8.73,-8.7135,-0.0165,False,
MK14,MK14_active_L000169,active,MK14_3K3J_aligned,-8.697,pose_rank_1,ok,1,1,-8.697,8.697,-8.7135,0.0165,False,
MK14,MK14_active_L000169,active,MK14_3KQ7_aligned,-8.549,pose_rank_1,ok,1,1,-8.549,8.549,-8.7135,0.1645,False,
MK14,MK14_active_L000172,active,MK14_1A9U_aligned,-9.966,pose_rank_1,ok,1,1,-9.966,9.966,-10.313,0.347,False,
MK14,MK14_active_L000172,active,MK14_2QD9_reference,-9.667,pose_rank_1,ok,1,1,-9.667,9.667,-10.313,0.646,False,
MK14,MK14_active_L000172,active,MK14_3K3J_aligned,-10.66,pose_rank_1,ok,1,1,-10.66,10.66,-10.313,-0.347,False,
MK14,MK14_active_L000172,active,MK14_3KQ7_aligned,-11.0,pose_rank_1,ok,1,1,-11.0,11.0,-10.313,-0.687,False,
MK14,MK14_active_L000178,active,MK14_1A9U_aligned,-9.333,pose_rank_1,ok,1,1,-9.333,9.333,-9.3105,-0.0225,False,
MK14,MK14_active_L000178,active,MK14_2QD9_reference,-8.595,pose_rank_1,ok,1,1,-8.595,8.595,-9.3105,0.7155,False,
MK14,MK14_active_L000178,active,MK14_3K3J_aligned,-9.288,pose_rank_1,ok,1,1,-9.288,9.288,-9.3105,0.0225,False,
MK14,MK14_active_L000178,active,MK14_3KQ7_aligned,-10.36,pose_rank_1,ok,1,1,-10.36,10.36,-9.3105,-1.0495,False,
MK14,MK14_active_L000179,active,MK14_1A9U_aligned,-8.978,pose_rank_1,ok,1,1,-8.978,8.978,-8.512,-0.466,False,
MK14,MK14_active_L000179,active,MK14_2QD9_reference,-8.178,pose_rank_1,ok,1,1,-8.178,8.178,-8.512,0.334,False,
MK14,MK14_active_L000179,active,MK14_3K3J_aligned,-8.846,pose_rank_1,ok,1,1,-8.846,8.846,-8.512,-0.334,False,
MK14,MK14_active_L000179,active,MK14_3KQ7_aligned,-8.014,pose_rank_1,ok,1,1,-8.014,8.014,-8.512,0.498,False,
MK14,MK14_active_L000197,active,MK14_1A9U_aligned,-9.864,pose_rank_1,ok,1,1,-9.864,9.864,-9.6495,-0.2145,False,
MK14,MK14_active_L000197,active,MK14_2QD9_reference,-8.97,pose_rank_1,ok,1,1,-8.97,8.97,-9.6495,0.6795,False,
MK14,MK14_active_L000197,active,MK14_3K3J_aligned,-10.31,pose_rank_1,ok,1,1,-10.31,10.31,-9.6495,-0.6605,False,
MK14,MK14_active_L000197,active,MK14_3KQ7_aligned,-9.435,pose_rank_1,ok,1,1,-9.435,9.435,-9.6495,0.2145,False,
MK14,MK14_active_L000212,active,MK14_1A9U_aligned,-8.233,pose_rank_1,ok,1,1,-8.233,8.233,-9.6505,1.4175,False,
MK14,MK14_active_L000212,active,MK14_2QD9_reference,-8.781,pose_rank_1,ok,1,1,-8.781,8.781,-9.6505,0.8695,False,
MK14,MK14_active_L000212,active,MK14_3K3J_aligned,-10.52,pose_rank_1,ok,1,1,-10.52,10.52,-9.6505,-0.8695,False,
MK14,MK14_active_L000212,active,MK14_3KQ7_aligned,-11.5,pose_rank_1,ok,1,1,-11.5,11.5,-9.6505,-1.8495,False,
MK14,MK14_active_L000214,active,MK14_1A9U_aligned,-8.731,pose_rank_1,ok,1,1,-8.731,8.731,-9.524,0.793,False,
MK14,MK14_active_L000214,active,MK14_2QD9_reference,-11.24,pose_rank_1,ok,1,1,-11.24,11.24,-9.524,-1.716,False,
MK14,MK14_active_L000214,active,MK14_3K3J_aligned,-9.707,pose_rank_1,ok,1,1,-9.707,9.707,-9.524,-0.183,False,
MK14,MK14_active_L000214,active,MK14_3KQ7_aligned,-9.341,pose_rank_1,ok,1,1,-9.341,9.341,-9.524,0.183,False,
MK14,MK14_active_L000216,active,MK14_1A9U_aligned,-9.331,pose_rank_1,ok,1,1,-9.331,9.331,-9.421,0.09,False,
MK14,MK14_active_L000216,active,MK14_2QD9_reference,-8.862,pose_rank_1,ok,1,1,-8.862,8.862,-9.421,0.559,False,
MK14,MK14_active_L000216,active,MK14_3K3J_aligned,-9.511,pose_rank_1,ok,1,1,-9.511,9.511,-9.421,-0.09,False,
MK14,MK14_active_L000216,active,MK14_3KQ7_aligned,-10.05,pose_rank_1,ok,1,1,-10.05,10.05,-9.421,-0.629,False,
MK14,MK14_active_L000224,active,MK14_1A9U_aligned,-9.016,pose_rank_1,ok,1,1,-9.016,9.016,-10.12,1.104,False,
MK14,MK14_active_L000224,active,MK14_2QD9_reference,-10.29,pose_rank_1,ok,1,1,-10.29,10.29,-10.12,-0.17,False,
MK14,MK14_active_L000224,active,MK14_3K3J_aligned,-9.95,pose_rank_1,ok,1,1,-9.95,9.95,-10.12,0.17,False,
MK14,MK14_active_L000224,active,MK14_3KQ7_aligned,-10.95,pose_rank_1,ok,1,1,-10.95,10.95,-10.12,-0.83,False,
MK14,MK14_active_L000227,active,MK14_1A9U_aligned,-7.838,pose_rank_1,ok,1,1,-7.838,7.838,-9.291,1.453,False,
MK14,MK14_active_L000227,active,MK14_2QD9_reference,-8.865,pose_rank_1,ok,1,1,-8.865,8.865,-9.291,0.426,False,
MK14,MK14_active_L000227,active,MK14_3K3J_aligned,-9.717,pose_rank_1,ok,1,1,-9.717,9.717,-9.291,-0.426,False,
MK14,MK14_active_L000227,active,MK14_3KQ7_aligned,-10.51,pose_rank_1,ok,1,1,-10.51,10.51,-9.291,-1.219,False,
MK14,MK14_active_L000231,active,MK14_1A9U_aligned,-8.483,pose_rank_1,ok,1,1,-8.483,8.483,-9.69,1.207,False,
MK14,MK14_active_L000231,active,MK14_2QD9_reference,-8.83,pose_rank_1,ok,1,1,-8.83,8.83,-9.69,0.86,False,
MK14,MK14_active_L000231,active,MK14_3K3J_aligned,-10.55,pose_rank_1,ok,1,1,-10.55,10.55,-9.69,-0.86,False,
MK14,MK14_active_L000231,active,MK14_3KQ7_aligned,-10.97,pose_rank_1,ok,1,1,-10.97,10.97,-9.69,-1.28,False,
MK14,MK14_active_L000244,active,MK14_1A9U_aligned,-8.455,pose_rank_1,ok,1,1,-8.455,8.455,-9.455,1.0,False,
MK14,MK14_active_L000244,active,MK14_2QD9_reference,-9.953,pose_rank_1,ok,1,1,-9.953,9.953,-9.455,-0.498,False,
MK14,MK14_active_L000244,active,MK14_3K3J_aligned,-9.093,pose_rank_1,ok,1,1,-9.093,9.093,-9.455,0.362,False,
MK14,MK14_active_L000244,active,MK14_3KQ7_aligned,-9.817,pose_rank_1,ok,1,1,-9.817,9.817,-9.455,-0.362,False,
MK14,MK14_active_L000251,active,MK14_1A9U_aligned,-8.578,pose_rank_1,ok,1,1,-8.578,8.578,-8.7045,0.1265,False,
